"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"70","Jauan Jennings",SF,"WR23","62","81","72.8","3.7"
"71","Aaron Jones Sr.",MIN,"RB19","63","92","73.1","8.9"
"72","Kimani Vidal",LAC,"RB20","64","83","75.5","6.6"
"73","D'Andre Swift",CHI,"RB21","67","91","75.5","6.8"
"74","Dillon Gabriel",CLE,"QB27","61","81","75.9","6.3"
"75","Rachaad White",TB,"RB22","65","102","76.9","8.4"
"76","Romeo Doubs",GB,"WR24","70","87","77.2","4.7"
"77","Jordan Addison",MIN,"WR25","75","85","77.7","2.3"
"78","Wan'Dale Robinson",NYG,"WR26","64","87","79.7","7.6"
"79","Woody Marks",HOU,"RB23","68","94","81.0","7.6"
"80","Quentin Johnston",LAC,"WR27","74","86","81.1","3.4"
"81","Courtland Sutton",DEN,"WR28","72","99","82.9","7.0"
"82","Deebo Samuel Sr.",WAS,"WR29","80","87","82.9","1.9"
"83","Jameson Williams",DET,"WR30","74","87","83.6","3.3"
"84","Tetairoa McMillan",CAR,"WR31","74","95","83.7","5.8"
"85","Khalil Shakir",BUF,"WR32","74","91","84.1","5.5"
"86","Tez Johnson",TB,"WR33","76","95","86.5","5.4"
"87","Parker Washington",JAC,"WR34","87","96","90.8","2.6"
"88","Jake Ferguson",DAL,"TE4","89","107","92.2","4.3"
"89","Oronde Gadsden II",LAC,"TE5","73","108","93.5","8.1"
"90","C.J. Stroud",HOU,"QB28","26","99","53.4","23.7"
""
"91","Tre Tucker",LV,"WR35","84","112","95.7","8.9"
"92","Sam LaPorta",DET,"TE6","93","105","96.1","3.5"
"93","Troy Franklin",DEN,"WR36","86","106","96.7","5.7"
"94","David Montgomery",DET,"RB24","83","121","98.3","9.7"
"95","Dallas Goedert",PHI,"TE7","95","101","98.5","2.0"
"96","DJ Moore",CHI,"WR37","94","106","98.7","4.0"
"97","Cam Ward",TEN,"QB29","80","264","100.7","43.8"
"98","Travis Kelce",KC,"TE8","96","107","101.1","3.9"
"99","Zach Charbonnet",SEA,"RB25","97","125","103.8","8.3"
"100","Keenan Allen",LAC,"WR38","94","113","103.9","5.3"
"101","Cade Otton",TB,"TE9","96","108","105.2","3.5"
"102","Tyrone Tracy Jr.",NYG,"RB26","98","124","105.6","6.3"
"103","Kenneth Walker III",SEA,"RB27","97","122","105.7","8.2"
"104","Kyle Pitts Sr.",ATL,"TE10","99","116","106.4","5.0"
"105","Dalton Schultz",HOU,"TE11","104","113","108.2","1.9"
"106","Xavier Worthy",KC,"WR39","87","118","108.9","8.4"
"107","RJ Harvey",DEN,"RB28","92","135","109.5","12.7"
"108","Theo Johnson",NYG,"TE12","109","118","111.1","2.6"
"109","Jakobi Meyers",JAC,"WR40","100","125","111.9","5.6"
"110","Kareem Hunt",KC,"RB29","74","135","112.6","16.8"
"111","Jacory Croskey-Merritt",WAS,"RB30","101","139","113.5","11.7"
"112","Harold Fannin Jr.",CLE,"TE13","108","127","113.5","4.8"
"113","Jerry Jeudy",CLE,"WR41","99","121","115.0","5.4"
"114","Hunter Henry",NE,"TE14","102","136","116.5","8.6"
"115","Darius Slayton",NYG,"WR42","95","124","116.6","7.4"
"116","Christian Watson",GB,"WR43","112","123","116.6","3.0"
"117","Mark Andrews",BAL,"TE15","108","131","118.3","6.3"
"118","Colston Loveland",CHI,"TE16","112","130","120.3","5.8"
"119","Malik Washington",MIA,"WR44","111","129","120.8","4.3"
"120","Tyler Lockett",LV,"WR45","114","129","121.3","3.9"
"121","Tyjae Spears",TEN,"RB31","110","132","122.7","6.0"
"122","Kyle Monangai",CHI,"RB32","101","135","122.7","11.3"
"123","Rashid Shaheed",SEA,"WR46","105","128","124.1","5.8"
"124","Zach Ertz",WAS,"TE17","108","136","124.5","9.3"
"125","Darnell Mooney",ATL,"WR47","117","128","124.5","2.3"
"126","Keon Coleman",BUF,"WR48","103","133","125.3","8.8"
"127","Cooper Kupp",SEA,"WR49","120","153","129.5","8.4"
"128","DeMario Douglas",NE,"WR50","115","165","129.8","15.5"
"129","Emari Demercado",ARI,"RB33","103","149","130.3","10.9"
"130","Tony Pollard",TEN,"RB34","127","135","131.1","2.3"
"131","Mack Hollins",NE,"WR51","124","148","135.9","8.6"
"132","David Njoku",CLE,"TE18","134","156","138.4","5.1"
"133","Jordan Mason",MIN,"RB35","131","146","138.8","4.0"
"134","Olamide Zaccheaus",CHI,"WR52","128","164","139.2","10.3"
"135","Chimere Dike",TEN,"WR53","131","151","140.7","6.3"
"136","Luke Musgrave",GB,"TE19","137","145","140.7","2.7"
"137","Tyler Allgeier",ATL,"RB36","134","172","141.4","9.3"
"138","T.J. Hockenson",MIN,"TE20","135","146","141.7","2.7"
"139","Nick Chubb",HOU,"RB37","134","150","142.8","4.4"
"140","Jalen Nailor",MIN,"WR54","134","160","145.0","5.5"
"141","Devin Singletary",NYG,"RB38","136","178","146.1","13.8"
"142","Calvin Austin III",PIT,"WR55","124","166","146.7","12.7"
"143","Russell Wilson",NYG,"QB30","64","262","131.6","61.4"
"144","Evan Engram",DEN,"TE21","139","162","147.1","5.4"
"145","Kenneth Gainwell",PIT,"RB39","135","154","147.3","6.5"
"146","Sean Tucker",TB,"RB40","135","171","147.7","11.8"
"147","Kendrick Bourne",SF,"WR56","134","180","147.9","11.7"
"148","Noah Fant",CIN,"TE22","141","162","149.8","4.7"
"149","Michael Wilson",ARI,"WR57","132","163","150.0","8.1"
"150","Jonnu Smith",PIT,"TE23","143","159","152.2","4.0"
"151","Mason Taylor",NYJ,"TE24","142","160","153.4","5.2"
"152","Pat Freiermuth",PIT,"TE25","138","164","154.5","7.4"
"153","Blake Corum",LAR,"RB41","140","180","155.2","11.2"
"154","Cedric Tillman",CLE,"WR58","142","168","155.3","8.2"
"155","Davis Mills",HOU,"QB31","48","299","123.2","79.3"
"156","Christian Kirk",HOU,"WR59","149","180","157.9","7.8"
"157","AJ Barner",SEA,"TE26","148","185","159.1","9.7"
"158","Elic Ayomanor",TEN,"WR60","140","171","159.2","8.3"
"159","Chuba Hubbard",CAR,"RB42","138","183","163.4","13.2"
"160","Jalen Coker",CAR,"WR61","152","171","163.7","4.7"
"161","Isaiah Likely",BAL,"TE27","161","166","163.7","1.7"
"162","Chig Okonkwo",TEN,"TE28","158","198","164.7","11.3"
"163","Luther Burden III",CHI,"WR62","131","182","164.7","11.7"
"164","Kyle Williams",NE,"WR63","161","173","167.7","3.2"
"165","Marquise Brown",KC,"WR64","146","179","169.3","7.1"
"166","Xavier Legette",CAR,"WR65","167","176","170.5","2.4"
"167","Jayden Higgins",HOU,"WR66","158","184","171.5","7.0"
"168","Tyler Higbee",LAR,"TE29","160","194","172.2","11.9"
"169","Pat Bryant",DEN,"WR67","167","177","173.6","2.4"
"170","Jaylin Lane",WAS,"WR68","169","195","175.8","7.6"
"171","Elijah Arroyo",SEA,"TE30","161","190","176.7","9.3"
"172","Dyami Brown",JAC,"WR69","164","190","177.6","5.9"
"173","Greg Dulcich",MIA,"TE31","160","203","179.4","12.8"
"174","Jeremy McNichols",WAS,"RB43","164","202","180.2","12.7"
"175","Ja'Tavion Sanders",CAR,"TE32","161","225","180.9","19.6"
"176","Rashod Bateman",BAL,"WR70","152","201","168.0","13.3"
"177","Michael Mayer",LV,"TE33","157","211","181.1","12.4"
"178","DeAndre Hopkins",BAL,"WR71","167","204","182.0","8.7"
"179","Xavier Hutchinson",HOU,"WR72","174","194","182.7","4.7"
"180","Jameis Winston",NYG,"QB32","34","330","137.3","81.5"
"181","Tyler Johnson",NYJ,"WR73","175","220","183.1","11.3"
"182","Ollie Gordon II",MIA,"RB44","167","215","184.1","12.8"
"183","Isaiah Davis",NYJ,"RB45","167","202","185.5","7.8"
"184","Bhayshul Tuten",JAC,"RB46","168","199","185.9","10.0"
"185","Sterling Shepard",TB,"WR74","152","198","186.5","11.6"
"186","Brian Robinson Jr.",SF,"RB47","181","194","188.2","3.4"
"187","Zonovan Knight",ARI,"RB48","132","247","161.6","28.2"
"188","Jaylin Noel",HOU,"WR75","164","199","189.2","9.1"
"189","Emanuel Wilson",GB,"RB49","168","209","189.9","10.4"
"190","Darnell Washington",PIT,"TE34","164","202","191.2","9.9"
"191","Justice Hill",BAL,"RB50","178","209","191.9","8.3"
"192","Ty Johnson",BUF,"RB51","174","217","192.3","10.9"
"193","Jack Bech",LV,"WR76","184","241","193.1","14.3"
"194","Andrei Iosivas",CIN,"WR77","168","229","193.3","13.8"
"195","Jaxson Dart",NYG,"QB33","26","253","110.0","83.4"
"196","Roman Wilson",PIT,"WR78","177","207","196.3","8.6"
"197","Matthew Golden",GB,"WR79","147","212","197.4","15.5"
"198","Keaton Mitchell",BAL,"RB52","193","233","210.7","14.2"
"199","Greg Dortch",ARI,"WR80","203","235","210.9","7.1"
"200","Ryan Flournoy",DAL,"WR81","178","212","200.1","8.7"
"201","Jaret Patterson",LAC,"RB53","194","246","211.5","13.6"
"202","Dontayvion Wicks",GB,"WR82","175","232","211.7","16.1"
"203","Dylan Sampson",CLE,"RB54","192","229","212.7","9.5"
"204","Terrell Jennings",NE,"RB55","141","243","202.6","29.1"
"205","Nick Westbrook-Ikhine",MIA,"WR83","192","219","205.1","6.8"
"206","Arian Smith",NYJ,"WR84","200","225","216.0","7.4"
"207","Chris Moore",WAS,"WR85","193","224","216.5","7.4"
"208","Elijah Moore",BUF,"WR86","210","229","217.0","4.7"
"209","Tre Harris",LAC,"WR87","201","227","219.7","6.2"
"210","Dawson Knox",BUF,"TE35","116","224","185.2","29.3"
"211","KaVontae Turpin",DAL,"WR88","200","236","211.1","8.4"
"212","Marvin Mims Jr.",DEN,"WR89","166","221","199.4","14.6"
"213","Adonai Mitchell",NYJ,"WR90","186","252","211.2","16.4"
"214","Jerome Ford",CLE,"RB56","210","251","222.1","10.3"
"215","Brashard Smith",KC,"RB57","167","244","200.7","23.5"
"216","J.K. Dobbins",DEN,"RB58","98","218","152.4","38.5"
"217","Jordan Whittington",LAR,"WR91","208","242","223.5","8.2"
"218","Tyler Badie",DEN,"RB59","166","266","226.3","24.9"
"219","Tank Bigsby",PHI,"RB60","199","246","226.8","13.6"
"220","Ricky Pearsall",SF,"WR92","119","227","196.1","26.4"
"221","JuJu Smith-Schuster",KC,"WR93","205","231","209.8","6.4"
"222","Calvin Ridley",TEN,"WR94","153","205","182.1","18.4"
"223","Ray-Ray McCloud III",NYG,"WR95","198","222","211.2","7.9"
"224","Chris Rodriguez Jr.",WAS,"RB61","182","227","212.4","12.5"
"225","Tyquan Thornton",KC,"WR96","211","282","224.3","17.0"
"226","Jahan Dotson",PHI,"WR97","218","232","224.5","4.1"
"227","Ray Davis",BUF,"RB62","206","288","235.1","17.5"
"228","Michael Carter",ARI,"RB63","161","294","234.5","31.2"
"229","Terrance Ferguson",LAR,"TE36","181","226","208.3","17.1"
"230","Demarcus Robinson",SF,"WR98","193","261","234.9","17.5"
"231","Van Jefferson",TEN,"WR99","213","236","224.8","5.8"
"232","Raheem Mostert",LV,"RB64","213","292","244.9","17.0"
"233","Ben Sinnott",WAS,"TE37","203","239","214.1","9.5"
"234","Tim Patrick",JAC,"WR100","204","280","228.3","17.6"
"235","D'Ernest Johnson",NE,"RB65","202","315","249.1","26.0"
"236","Kaleb Johnson",PIT,"RB66","230","292","252.6","17.2"
"237","Brian Thomas Jr.",JAC,"WR101","189","228","209.2","16.6"
"238","Will Shipley",PHI,"RB67","230","314","253.9","22.2"
"239","LeQuint Allen Jr.",JAC,"RB68","222","313","255.6","21.6"
"240","Chris Brooks",GB,"RB69","228","302","255.7","21.8"
"241","Tahj Brooks",CIN,"RB70","228","290","251.5","18.7"
"242","Isaac TeSlaa",DET,"WR102","206","251","232.2","10.8"
"243","Isiah Pacheco",KC,"RB71","167","241","206.3","23.0"
"244","Cole Kmet",CHI,"TE38","199","247","226.4","12.6"
"245","Kalif Raymond",DET,"WR103","204","240","228.1","9.7"
"246","Cody White",SEA,"WR104","223","262","240.6","12.6"
"247","Clyde Edwards-Helaire",KC,"RB72","239","290","252.2","15.4"
"248","Dont'e Thornton Jr.",LV,"WR105","219","250","230.0","8.6"
"249","Jackson Hawes",BUF,"TE39","200","256","230.3","14.6"
"250","Jaydon Blue",DAL,"RB73","233","308","256.3","23.5"
"251","Phil Mafah",DAL,"RB74","230","285","249.9","16.0"
"252","A.J. Dillon",PHI,"RB75","220","316","252.9","26.4"
"253","Tyrell Shavers",BUF,"WR106","224","262","242.4","11.7"
"254","Garrett Wilson",NYJ,"WR107","85","236","164.7","54.0"
"255","Curtis Samuel",BUF,"WR108","215","242","234.4","7.4"
"256","Gunnar Helm",TEN,"TE40","203","236","224.0","11.0"
"257","Colby Parkinson",LAR,"TE41","212","246","231.0","8.9"
"258","Trey Benson",ARI,"RB76","59","254","153.8","71.3"
"259","Jalen Tolbert",DAL,"WR109","229","286","251.1","18.6"
"260","Charlie Kolar",BAL,"TE42","240","256","248.0","5.9"
"261","Noah Gray",KC,"TE43","239","264","249.9","10.3"
"262","Davis Allen",LAR,"TE44","228","247","238.5","6.0"
"263","Johnny Mundt",JAC,"TE45","234","250","240.7","5.9"
"264","Tommy Tremble",CAR,"TE46","233","259","247.7","10.4"
"265","Elijah Higgins",ARI,"TE47","237","259","248.7","7.6"
"266","Brock Purdy",SF,"QB34","31","315","230.4","101.9"
"267","Jalen Milroe",SEA,"QB35","89","318","230.4","86.4"
"268","Daniel Bellinger",NYG,"TE48","230","239","235.0","3.7"
"269","John Metchie III",NYJ,"WR110","230","251","240.2","6.8"
"270","Austin Hooper",NE,"TE49","231","248","241.0","6.0"
"271","Kyle Juszczyk",SF,"RB77","234","284","261.8","20.4"
"272","Treylon Burks",WAS,"WR111","201","287","243.4","35.1"
"273","Robbie Chosen",WAS,"WR112","225","258","243.8","10.7"
"274","Jaylen Wright",MIA,"RB78","233","332","268.5","35.0"
"275","Adam Trautman",DEN,"TE50","228","260","251.4","11.9"
"276","Alec Ingold",MIA,"RB79","239","302","271.8","23.6"
"277","Tyrod Taylor",NYJ,"QB36","93","342","226.5","95.7"
"278","David Sills V",ATL,"WR113","208","277","258.0","25.5"
"279","Tyler Conklin",LAC,"TE51","240","273","259.4","11.5"
"280","Brenton Strange",JAC,"TE52","156","271","233.3","45.8"
"281","Kayshon Boutte",NE,"WR114","124","250","190.3","51.6"
"282","Tyler Huntley",BAL,"QB37","66","321","239.3","102.5"
"283","Dylan Laube",LV,"RB80","240","341","283.8","34.0"
"284","George Holani",SEA,"RB81","249","317","284.2","27.1"
"285","Max Brosmer",MIN,"QB38","75","327","245.5","100.6"
"286","Trevor Etienne",CAR,"RB82","241","348","286.0","35.7"
"287","Josh Williams",TB,"RB83","239","309","272.2","25.3"
"288","Zavier Scott",MIN,"RB84","244","354","290.2","36.9"
"289","Dare Ogunbowale",HOU,"RB85","248","297","276.0","19.6"
"290","Jimmy Horn Jr.",CAR,"WR115","197","261","222.7","27.6"
"291","Dante Miller",NYG,"RB86","246","360","288.4","42.7"
"292","Adam Prentice",DEN,"RB87","255","331","292.0","28.0"
"293","Savion Williams",GB,"WR116","216","277","243.7","25.2"
"294","Mitchell Trubisky",BUF,"QB39","174","306","244.7","54.3"
"295","Brittain Brown",CHI,"RB88","237","308","276.5","28.3"
"296","Patrick Ricard",BAL,"RB89","252","342","295.4","31.8"
"297","Adam Thielen",MIN,"WR117","225","279","249.7","22.3"
"298","Malik Heath",GB,"WR118","198","311","250.0","46.6"
"299","Malik Willis",GB,"QB40","92","294","193.0","101.0"
"300","Austin Trammell",JAC,"WR119","220","270","252.3","22.9"
"301","Tylan Wallace",BAL,"WR120","226","293","254.3","28.3"
"302","Skyy Moore",SF,"WR121","219","310","259.7","37.8"
"303","John Bates",WAS,"TE53","257","265","260.7","3.3"
"304","Travis Homer",CHI,"RB90","263","357","302.6","37.4"
"305","Xavier Smith",LAR,"WR122","239","294","262.0","23.3"
"306","Hunter Luepke",DAL,"RB91","253","289","265.0","17.0"
"307","Cedrick Wilson Jr.",MIA,"WR123","224","305","265.3","33.1"
"308","John FitzPatrick",GB,"TE54","265","270","267.0","2.2"
"309","Dalton Kincaid",BUF,"TE55","96","346","221.0","125.0"
"310","Nathan Carter",ATL,"RB92","250","350","294.3","38.9"
"311","Sione Vaki",DET,"RB93","258","334","294.3","31.6"
"312","Harrison Bryant",HOU,"TE56","268","275","271.3","2.9"
"313","Tucker Fisk",LAC,"TE57","270","272","271.3","0.9"
"314","Konata Mumpfield",LAR,"WR124","253","304","272.3","22.6"
"315","Jeremy Ruckert",NYJ,"TE58","260","283","274.0","10.0"
"316","Trey Sermon",PIT,"RB94","255","358","297.5","39.5"
"317","Roschon Johnson",CHI,"RB95","265","362","311.4","37.1"
"318","Isaac Guerendo",SF,"RB96","268","356","311.6","36.2"
"319","Brock Wright",DET,"TE59","273","283","276.3","4.7"
"320","Mitchell Evans",CAR,"TE60","274","280","276.3","2.6"
"321","Donovan Edwards",WAS,"RB97","259","379","303.0","46.9"
"322","Joe Milton III",DAL,"QB41","257","318","278.3","28.1"
"323","Luke Farrell",SF,"TE61","275","285","279.0","4.3"
"324","Sincere McCormick",SF,"RB98","260","377","305.0","45.6"
"325","Jordan Watkins",SF,"WR125","221","261","241.0","20.0"
"326","Charlie Woerner",ATL,"TE62","279","287","283.0","3.3"
"327","Jake Tonges",SF,"TE63","276","298","283.3","10.4"
"328","Simi Fehoko",ARI,"WR126","263","324","285.3","27.4"
"329","Jamari Thrash",CLE,"WR127","207","288","247.5","40.5"
"330","Connor Heyward",PIT,"TE64","281","297","286.7","7.3"
"331","Joshua Dobbs",NE,"QB42","198","305","251.5","53.5"
"332","Cam Akers",MIN,"RB99","253","361","308.3","49.0"
"333","Thomas Fidone II",NYG,"TE65","284","300","289.7","7.3"
"334","Tanner Hudson",CIN,"TE66","245","264","254.5","9.5"
"335","Isaiah Williams",NYJ,"WR128","254","258","256.0","2.0"
"336","Andy Dalton",CAR,"QB43","271","334","293.7","28.6"
"337","Tahj Washington",MIA,"WR129","226","299","262.5","36.5"
"338","British Brooks",HOU,"RB100","246","351","298.7","42.9"
"339","C.J. Ham",MIN,"RB101","238","349","299.7","46.1"
"340","Craig Reynolds",DET,"RB102","245","340","299.7","40.1"
"341","Luke Schoonmaker",DAL,"TE67","261","274","267.5","6.5"
"342","Julius Chestnut",TEN,"RB103","264","337","300.7","29.8"
"343","Zach Wilson",MIA,"QB44","264","322","301.0","26.2"
"344","Zay Jones",ARI,"WR130","175","175","175.0","0.0"
"345","Kameron Johnson",TB,"WR131","215","326","270.5","55.5"
"346","Kirk Cousins",ATL,"QB45","271","328","302.3","23.6"
"347","Tyson Bagent",CHI,"QB46","267","324","303.3","25.8"
"348","Tim Jones",JAC,"WR132","227","336","281.5","54.5"
"349","Aidan O'Connell",LV,"QB47","255","317","286.0","31.0"
"350","Kene Nwangwu",NYJ,"RB104","247","358","314.0","48.1"
"351","Trey Lance",LAC,"QB48","291","344","314.0","22.2"
"352","Jimmy Garoppolo",LAR,"QB49","258","320","289.0","31.0"
"353","Tanner McKee",PHI,"QB50","265","323","294.0","29.0"
"354","Jake Browning",CIN,"QB51","268","325","296.5","28.5"
"355","Mason Rudolph",PIT,"QB52","269","326","297.5","28.5"
"356","Lil'Jordan Humphrey",NYG,"WR133","234","234","234.0","0.0"
"357","Jarrett Stidham",DEN,"QB53","272","329","300.5","28.5"
"358","Tory Horton",SEA,"WR134","237","237","237.0","0.0"
"359","Shedeur Sanders",CLE,"QB54","273","330","301.5","28.5"
"360","Nick Mullens",JAC,"QB55","274","331","302.5","28.5"
"361","Brandon Allen",TEN,"QB56","275","332","303.5","28.5"
"362","Reggie Gilliam",BUF,"RB105","252","364","324.0","51.0"
"363","Dameon Pierce",HOU,"RB106","257","354","305.5","48.5"
"364","Quinn Ewers",MIA,"QB57","277","335","306.0","29.0"
"365","Braxton Berrios",HOU,"WR135","253","253","253.0","0.0"
"366","Devin Duvernay",CHI,"WR136","254","254","254.0","0.0"
"367","Jayden Daniels",WAS,"QB58","284","336","310.0","26.0"
"368","Kyle Trask",FA,"QB59","256","256","256.0","0.0"
"369","Trayveon Williams",LAC,"RB107","256","371","313.5","57.5"
"370","KhaDarel Hodge",ATL,"WR137","258","258","258.0","0.0"
"371","Hendon Hooker",FA,"QB60","260","260","260.0","0.0"
"372","Cooper Rush",BAL,"QB61","286","339","312.5","26.5"
"373","Blaine Gabbert",FA,"QB62","263","263","263.0","0.0"
"374","Taylor Heinicke",FA,"QB63","266","266","266.0","0.0"
"375","Joshua Palmer",BUF,"WR138","268","268","268.0","0.0"
"376","Ricky White III",SEA,"WR139","269","269","269.0","0.0"
"377","Bo Melton",GB,"WR140","272","272","272.0","0.0"
"378","Joe Burrow",CIN,"QB64","294","345","319.5","25.5"
"379","Julian Hill",MIA,"TE68","276","276","276.0","0.0"
"380","Will Howard",PIT,"QB65","295","346","320.5","25.5"
"381","Malik Davis",DAL,"RB108","295","347","321.0","26.0"
"382","Daniel Jones",IND,"QB66","278","278","278.0","0.0"
"383","Tyler Shough",NO,"QB67","279","279","279.0","0.0"
"384","Collin Hill",FA,"QB68","280","280","280.0","0.0"
"385","Spencer Rattler",NO,"QB69","281","281","281.0","0.0"
"386","Sam Howell",PHI,"QB70","298","348","323.0","25.0"
"387","Riley Leonard",IND,"QB71","282","282","282.0","0.0"
"388","Drew Sample",CIN,"TE69","284","284","284.0","0.0"
"389","Xavier Weaver",ARI,"WR141","286","286","286.0","0.0"
"390","Desmond Ridder",FA,"QB72","288","288","288.0","0.0"
"391","Anthony Richardson Sr.",IND,"QB73","290","290","290.0","0.0"
"392","Brett Rypien",IND,"QB74","292","292","292.0","0.0"
"393","Kurtis Rourke",SF,"QB75","293","293","293.0","0.0"
"394","Malachi Corley",CLE,"WR142","295","295","295.0","0.0"
"395","Grant Calcaterra",PHI,"TE70","296","296","296.0","0.0"
"396","Michael Pratt",FA,"QB76","296","296","296.0","0.0"
"397","Seth Henigan",FA,"QB77","297","297","297.0","0.0"
"398","Quintin Morris",JAC,"TE71","301","301","301.0","0.0"
"399","Payne Durham",TB,"TE72","303","303","303.0","0.0"
"400","Brycen Tremayne",CAR,"WR143","306","306","306.0","0.0"
"401","Josh Whyle",GB,"TE73","307","307","307.0","0.0"
"402","Dee Eskridge",MIA,"WR144","309","309","309.0","0.0"
"403","Samaje Perine",CIN,"RB109","319","355","337.0","18.0"
"404","Ryan Miller",TB,"WR145","312","312","312.0","0.0"
"405","Amar Johnson",LAC,"RB110","316","316","316.0","0.0"
"406","Ross Dwelley",DET,"TE74","318","318","318.0","0.0"
"407","Chris Manhertz",NYG,"TE75","319","319","319.0","0.0"
"408","Andrew Beck",NYJ,"TE76","320","320","320.0","0.0"
"409","Mitch Tinsley",CIN,"WR146","321","321","321.0","0.0"
"410","Blake Whiteheart",CLE,"TE77","322","322","322.0","0.0"
"411","Brevyn Spann-Ford",DAL,"TE78","323","323","323.0","0.0"
"412","Gunner Olszewski",NYG,"WR147","325","325","325.0","0.0"
"413","Kylen Granson",PHI,"TE79","327","327","327.0","0.0"
