RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
21,Kyler Murray,ARI,QB12,19,29,24.4,2.7,19.06,12,19.56,Kyler Murray
22,Amon-Ra St. Brown,DET,WR3,13,30,24.7,5.4,28.84,3,26.72,Amon-Ra St. Brown
23,Baker Mayfield,TB,QB13,20,31,24.7,3.8,18.44,13,18.91,Baker Mayfield
24,Malik Nabers,NYG,WR4,18,33,26.6,5,26.68,4,25.50,Malik Nabers
25,Geno Smith,LV,QB14,23,33,27.7,3.5,17.67,14,18.28,Geno Smith
26,Justin Jefferson,MIN,WR5,24,31,28.2,2.6,25.34,5,24.53,Justin Jefferson
27,Josh Jacobs,GB,RB8,18,36,28.3,6.9,20.04,8,20.51,Josh Jacobs
28,Matthew Stafford,LAR,QB15,21,37,30.4,4.8,16.94,15,17.65,Matthew Stafford
29,Dak Prescott,DAL,QB16,26,47,32.6,6,16.25,16,17.03,Dak Prescott
30,Nico Collins,HOU,WR6,27,37,32.6,3.4,24.26,6,23.71,Nico Collins
31,Derrick Henry,BAL,RB9,24,39,33,5.9,19.51,9,19.89,Derrick Henry
32,Ja'Marr Chase,CIN,WR7,28,40,35.5,3.8,23.54,7,23.00,Ja'Marr Chase
33,C.J. Stroud,HOU,QB17,26,43,35.9,5.6,15.73,17,16.40,C.J. Stroud
34,Bucky Irving,TB,RB10,27,46,35.9,6.6,18.80,10,19.32,Bucky Irving
35,Sam Darnold,SEA,QB18,31,48,38.6,5.4,15.22,18,15.76,Sam Darnold
36,Michael Penix Jr.,ATL,QB19,35,47,40.3,3.3,14.75,19,15.12,Michael Penix Jr.
37,Garrett Wilson,NYJ,WR8,34,49,41.3,5.1,22.16,8,22.36,Garrett Wilson
38,Jordan Mason,MIN,RB11,35,57,42.5,5.7,18.15,11,18.77,Jordan Mason
39,Bryce Young,CAR,QB20,38,47,42.8,2.5,13.93,20,14.45,Bryce Young
40,Omarion Hampton,LAC,RB12,24,62,44.7,11.3,17.65,12,18.26,Omarion Hampton
41,Tua Tagovailoa,MIA,QB21,39,52,44.7,3.3,13.27,21,13.77,Tua Tagovailoa
42,Drake London,ATL,WR9,30,55,45.5,6.8,21.59,9,21.77,Drake London
43,Carson Wentz,MIN,QB22,35,57,47.7,6.3,12.69,22,13.05,Carson Wentz
44,Davante Adams,LAR,WR10,37,57,48,5,20.98,10,21.23,Davante Adams
45,Brock Purdy,SF,QB23,13,313,48.3,84,12.02,23,12.29,Brock Purdy
46,Kenneth Walker III,SEA,RB13,38,63,49.8,8.1,16.97,13,17.77,Kenneth Walker III
47,Rome Odunze,CHI,WR11,45,60,50.1,4.6,20.41,11,20.72,Rome Odunze
48,Trevor Lawrence,JAC,QB24,42,57,50.5,5,11.21,24,11.47,Trevor Lawrence
49,Trey McBride,ARI,TE1,43,64,52.1,4.6,25.51,1,22.92,Trey McBride
50,Kyren Williams,LAR,RB14,38,73,54.4,11.3,16.11,14,17.29,Kyren Williams
51,Zay Flowers,BAL,WR12,37,63,54.7,7.5,19.90,12,20.25,Zay Flowers
52,A.J. Brown,PHI,WR13,48,66,56.5,5.5,19.24,13,19.79,A.J. Brown
53,Ashton Jeanty,LV,RB15,38,65,57,7.7,15.58,15,16.83,Ashton Jeanty
54,Brock Bowers,LV,TE2,49,64,58,5,22.09,2,20.17,Brock Bowers
55,Joe Flacco,CLE,QB25,54,79,58.6,7.8,10.35,25,10.57,Joe Flacco
56,Emeka Egbuka,TB,WR14,51,72,60.1,6.9,18.85,14,19.36,Emeka Egbuka
57,Tetairoa McMillan,CAR,WR15,54,65,60.1,4.2,18.45,15,18.94,Tetairoa McMillan
58,Breece Hall,NYJ,RB16,50,74,62.4,7.7,14.94,16,16.38,Breece Hall
59,George Pickens,DAL,WR16,54,73,65.5,4.8,17.80,16,18.54,George Pickens
60,Javonte Williams,DAL,RB17,50,82,65.6,9.2,14.46,17,15.94,Javonte Williams
61,Travis Etienne Jr.,JAC,RB18,46,81,66,10.3,13.93,18,15.50,Travis Etienne Jr.
62,Ladd McConkey,LAC,WR17,59,72,66.1,4.1,17.11,17,18.15,Ladd McConkey
63,Chuba Hubbard,CAR,RB19,60,78,68.3,6,13.61,19,15.07,Chuba Hubbard
64,Tyreek Hill,MIA,WR18,58,80,68.5,7.8,16.66,18,17.77,Tyreek Hill
65,Cam Ward,TEN,QB26,56,84,69.7,9.1,9.35,26,9.56,Cam Ward
66,Aaron Rodgers,PIT,QB27,52,94,69.9,13.1,7.82,27,8.39,Aaron Rodgers
67,J.K. Dobbins,DEN,RB20,63,76,70.8,4.1,12.91,20,14.65,J.K. Dobbins
68,Courtland Sutton,DEN,WR19,64,81,71,4.5,16.38,19,17.40,Courtland Sutton
69,Chase Brown,CIN,RB21,50,83,71.2,9.1,12.47,21,14.22,Chase Brown
70,Keenan Allen,LAC,WR20,62,94,72,9.3,15.71,20,17.04,Keenan Allen
71,Trey Benson,ARI,RB22,58,78,72.5,6.3,12.10,22,13.80,Trey Benson
72,Jakobi Meyers,LV,WR21,67,82,72.6,4.8,15.41,21,16.69,Jakobi Meyers
73,Alvin Kamara,NO,RB23,60,92,73.2,9.1,11.65,23,13.38,Alvin Kamara
74,Ricky Pearsall,SF,WR22,57,89,74.1,8.5,15.02,22,16.34,Ricky Pearsall
75,Brian Thomas Jr.,JAC,WR23,65,83,75.3,6.2,14.68,23,15.99,Brian Thomas Jr.
76,Deebo Samuel Sr.,WAS,WR24,72,86,78.5,5,14.35,24,15.65,Deebo Samuel Sr.
77,Cam Skattebo,NYG,RB24,74,107,82.3,9.6,11.23,24,12.95,Cam Skattebo
78,Jaylen Warren,PIT,RB25,65,106,82.5,11.4,10.87,25,12.52,Jaylen Warren
79,Justin Fields,NYJ,QB28,12,52,30.6,10.5,6.72,28,6.94,Justin Fields
80,Jake Browning,CIN,QB29,41,139,83.7,28.5,5.49,29,4.94,Jake Browning
81,Marvin Harrison Jr.,ARI,WR25,79,89,84.1,3.2,13.93,25,15.31,Marvin Harrison Jr.
82,DK Metcalf,PIT,WR26,82,93,86.1,3.6,13.64,26,14.97,DK Metcalf
83,Quinshon Judkins,CLE,RB26,77,107,88.1,8.8,10.55,26,12.08,Quinshon Judkins
84,Michael Pittman Jr.,IND,WR27,81,94,88.2,4.4,13.26,27,14.64,Michael Pittman Jr.
85,Jake Ferguson,DAL,TE3,65,103,88.3,12,19.81,3,18.66,Jake Ferguson
86,Tony Pollard,TEN,RB27,68,113,89,13.8,10.19,27,11.64,Tony Pollard
87,Jameson Williams,DET,WR28,84,96,90.2,3.6,12.97,28,14.30,Jameson Williams
88,DJ Moore,CHI,WR29,83,98,90.4,4.9,12.55,29,13.97,DJ Moore
89,DeVonta Smith,PHI,WR30,82,99,90.6,5.4,12.30,30,13.63,DeVonta Smith
90,Chris Olave,NO,WR31,84,99,90.8,4.5,12.08,31,13.30,Chris Olave
91,Tyler Warren,IND,TE4,86,104,93.8,6.5,17.90,4,17.55,Tyler Warren
92,Jayden Daniels,WAS,QB30,5,310,43.3,94.4,4.71,30,1.10,Jayden Daniels
93,Tucker Kraft,GB,TE5,75,103,94,10,16.45,5,16.65,Tucker Kraft
94,D'Andre Swift,CHI,RB28,77,116,94.1,12.2,9.67,28,11.18,D'Andre Swift
95,Quentin Johnston,LAC,WR32,85,110,95.4,6.6,11.73,32,12.96,Quentin Johnston
96,Tee Higgins,CIN,WR33,88,105,97.8,4.3,11.33,33,12.62,Tee Higgins
97,Jaylen Waddle,MIA,WR34,93,102,98.2,2.9,11.02,34,12.27,Jaylen Waddle
98,Khalil Shakir,BUF,WR35,94,106,100.3,3.5,10.73,35,11.92,Khalil Shakir
99,Sam LaPorta,DET,TE6,91,111,101.8,6.7,15.50,6,15.87,Sam LaPorta
100,Wan'Dale Robinson,NYG,WR36,93,110,102,4.9,10.50,36,11.57,Wan'Dale Robinson
101,David Montgomery,DET,RB29,87,122,103.1,13.2,9.49,29,10.71,David Montgomery
102,TreVeyon Henderson,NE,RB30,94,127,104.8,12,9.11,30,10.23,TreVeyon Henderson
103,Calvin Ridley,TEN,WR37,102,111,106.5,2.6,10.20,37,11.21,Calvin Ridley
104,Cedric Tillman,CLE,WR38,97,137,108,10.8,9.89,38,10.84,Cedric Tillman
105,Jerry Jeudy,CLE,WR39,101,115,108.3,4.3,9.57,39,10.46,Jerry Jeudy
106,Jordan Addison,MIN,WR40,96,128,110.3,8,9.14,40,10.07,Jordan Addison
107,Hunter Henry,NE,TE7,104,120,110.3,5,14.49,7,15.16,Hunter Henry
108,Romeo Doubs,GB,WR41,104,123,110.6,5.2,8.84,41,9.67,Romeo Doubs
109,Dalton Kincaid,BUF,TE8,105,126,112.2,6.4,13.14,8,14.52,Dalton Kincaid
110,T.J. Hockenson,MIN,TE9,105,119,112.3,4,12.34,9,13.91,T.J. Hockenson
111,Marquise Brown,KC,WR42,99,135,114.8,10.9,8.58,42,9.25,Marquise Brown
112,Darnell Mooney,ATL,WR43,108,120,115.1,3.9,8.31,43,8.82,Darnell Mooney
113,Travis Hunter,JAC,WR44,104,127,116.2,6.6,8.05,44,8.37,Travis Hunter
114,Rhamondre Stevenson,NE,RB31,92,134,116.3,10.9,8.58,31,9.72,Rhamondre Stevenson
115,Matthew Golden,GB,WR45,106,124,116.5,6.8,7.83,45,7.89,Matthew Golden
116,Keon Coleman,BUF,WR46,108,125,117.5,5.5,7.50,46,7.39,Keon Coleman
117,Stefon Diggs,NE,WR47,112,129,118.2,5,7.21,47,6.85,Stefon Diggs
118,Terry McLaurin,WAS,WR48,85,242,118.4,41.9,6.99,48,6.27,Terry McLaurin
119,Elic Ayomanor,TEN,WR49,116,130,123,4.6,6.77,49,5.63,Elic Ayomanor
120,Jacory Croskey-Merritt,WAS,RB32,99,144,123.1,13.3,7.97,32,9.19,Jacory Croskey-Merritt
121,Josh Downs,IND,WR50,115,133,123.3,5.4,6.50,50,4.92,Josh Downs
122,Juwan Johnson,NO,TE10,118,132,123.5,4.4,11.90,10,13.33,Juwan Johnson
123,Kayshon Boutte,NE,WR51,116,135,123.7,6.2,6.19,51,4.11,Kayshon Boutte
124,Travis Kelce,KC,TE11,119,132,123.8,4.2,11.45,11,12.77,Travis Kelce
125,Tre Tucker,LV,WR52,119,144,126.4,7.1,5.91,52,3.15,Tre Tucker
126,Zach Ertz,WAS,TE12,119,133,127.2,4,10.79,12,12.23,Zach Ertz
127,Troy Franklin,DEN,WR53,109,143,129.3,9.7,5.70,53,1.95,Troy Franklin
128,Rashid Shaheed,NO,WR54,124,138,131.2,4.3,5.34,54,0.29,Rashid Shaheed
129,Kyle Pitts Sr.,ATL,TE13,125,138,131.6,4.5,10.39,13,11.69,Kyle Pitts Sr.
130,Christian Kirk,HOU,WR55,124,139,131.8,4.3,5.11,55,#N/A,Christian Kirk
131,Tyquan Thornton,KC,WR56,115,159,132.4,14.1,4.86,56,#N/A,Tyquan Thornton
132,Cooper Kupp,SEA,WR57,124,139,133.9,5,4.54,57,#N/A,Cooper Kupp
133,Mark Andrews,BAL,TE14,111,148,134.6,12.3,9.98,14,11.16,Mark Andrews
134,Nick Chubb,HOU,RB33,95,154,135.3,19.3,7.57,33,8.63,Nick Chubb
135,Harold Fannin Jr.,CLE,TE15,131,150,136.4,6.8,9.59,15,10.62,Harold Fannin Jr.
136,Spencer Rattler,NO,QB31,72,240,137,74.5,4.19,31,#N/A,Spencer Rattler
137,David Njoku,CLE,TE16,129,150,137.6,8,9.09,16,10.07,David Njoku
138,Isiah Pacheco,KC,RB34,128,155,138.2,8.7,7.35,34,8.04,Isiah Pacheco
139,Dontayvion Wicks,GB,WR58,131,150,139.8,5.7,4.20,58,#N/A,Dontayvion Wicks
140,Xavier Worthy,KC,WR59,113,214,140.2,25.9,3.82,59,#N/A,Xavier Worthy
141,Kareem Hunt,KC,RB35,134,153,142.8,6.9,7.14,35,7.40,Kareem Hunt
142,Calvin Austin III,PIT,WR60,136,152,143.6,4.2,3.57,60,#N/A,Calvin Austin III
143,Dallas Goedert,PHI,TE17,138,150,144.4,4.2,8.59,17,9.52,Dallas Goedert
144,Tory Horton,SEA,WR61,134,164,146.6,9.9,3.37,61,#N/A,Tory Horton
145,Brenton Strange,JAC,TE18,139,154,147.9,4.2,8.30,18,8.94,Brenton Strange
146,Marvin Mims Jr.,DEN,WR62,143,157,149.2,5.2,3.11,62,#N/A,Marvin Mims Jr.
147,Chig Okonkwo,TEN,TE19,147,153,149.8,2.3,7.83,19,8.34,Chig Okonkwo
148,Bhayshul Tuten,JAC,RB36,144,161,151.2,4.9,6.89,36,6.69,Bhayshul Tuten
149,Jonnu Smith,PIT,TE20,141,163,152.3,5.7,7.52,20,7.70,Jonnu Smith
150,Hunter Renfrow,CAR,WR63,133,165,152.4,10.3,2.85,63,#N/A,Hunter Renfrow
151,KaVontae Turpin,DAL,WR64,142,162,153.7,7.1,2.63,64,#N/A,KaVontae Turpin
152,Rashod Bateman,BAL,WR65,143,169,155.3,8.2,2.39,65,#N/A,Rashod Bateman
153,DeAndre Hopkins,BAL,WR66,146,181,158.3,10.5,2.16,66,#N/A,DeAndre Hopkins
154,Cade Otton,TB,TE21,148,166,158.4,6.7,7.28,21,7.00,Cade Otton
155,RJ Harvey,DEN,RB37,149,174,158.4,7.5,6.53,37,5.90,RJ Harvey
156,Joshua Palmer,BUF,WR67,146,168,158.7,5.7,1.96,67,#N/A,Joshua Palmer
157,DeMario Douglas,NE,WR68,149,169,159.8,6.6,1.79,68,#N/A,DeMario Douglas
158,Jauan Jennings,SF,WR69,100,292,160,54.1,1.55,69,#N/A,Jauan Jennings
159,Dalton Schultz,HOU,TE22,152,184,161.9,10.2,6.98,22,6.23,Dalton Schultz
160,Jeremy McNichols,WAS,RB38,146,178,164.8,12.3,6.25,38,4.99,Jeremy McNichols
161,JuJu Smith-Schuster,KC,WR70,143,236,165.2,27.3,1.33,70,#N/A,JuJu Smith-Schuster
162,Woody Marks,HOU,RB39,153,183,166.3,10.4,5.99,39,3.88,Woody Marks
163,Sterling Shepard,TB,WR71,139,185,166.4,14.7,1.17,71,#N/A,Sterling Shepard
164,Kendrick Bourne,SF,WR72,158,176,166.6,5.6,0.99,72,#N/A,Kendrick Bourne
165,Ollie Gordon II,MIA,RB40,142,203,169.6,18.3,5.65,40,2.44,Ollie Gordon II
166,Rachaad White,TB,RB41,145,181,170.6,9.7,5.35,41,0.22,Rachaad White
167,Dont'e Thornton Jr.,LV,WR73,158,195,171.3,10.1,0.77,73,#N/A,Dont'e Thornton Jr.
168,Luther Burden III,CHI,WR74,162,184,172.2,6.3,0.62,74,#N/A,Luther Burden III
169,Pat Freiermuth,PIT,TE23,163,180,172.2,5.9,6.57,23,5.34,Pat Freiermuth
170,Jalen Tolbert,DAL,WR75,152,195,173.3,14.6,0.58,75,#N/A,Jalen Tolbert
171,Tyler Allgeier,ATL,RB42,161,183,173.8,8.4,5.07,42,#N/A,Tyler Allgeier
172,Michael Wilson,ARI,WR76,166,189,174.1,6.6,0.45,76,#N/A,Michael Wilson
173,Jake Tonges,SF,TE24,164,192,174.9,10.2,6.14,24,4.27,Jake Tonges
174,Jaxson Dart,NYG,QB32,46,264,91,71.6,3.13,32,#N/A,Jaxson Dart
175,Chris Rodriguez Jr.,WAS,RB43,154,190,176.6,9.8,4.68,43,#N/A,Chris Rodriguez Jr.
176,Parker Washington,JAC,WR77,160,199,176.6,14,0.04,77,#N/A,Parker Washington
177,Kenneth Gainwell,PIT,RB44,167,199,177.4,7.9,4.49,44,#N/A,Kenneth Gainwell
178,Tyrod Taylor,NYJ,QB33,31,302,177.9,97.5,2.44,33,#N/A,Tyrod Taylor
179,Dyami Brown,JAC,WR78,158,226,178.4,18.8,0.04,78,#N/A,Dyami Brown
180,Theo Johnson,NYG,TE25,165,192,179.2,8.4,5.69,25,2.83,Theo Johnson
181,Braelon Allen,NYJ,RB45,167,188,179.3,5.6,4.15,45,#N/A,Braelon Allen
182,Olamide Zaccheaus,CHI,WR79,160,200,180,13.3,#N/A,79,#N/A,Olamide Zaccheaus
183,Cole Kmet,CHI,TE26,163,204,182.8,11.8,5.28,26,0.35,Cole Kmet
184,Blake Corum,LAR,RB46,163,198,183.1,10.4,3.92,46,#N/A,Blake Corum
185,Miles Sanders,DAL,RB47,173,200,183.4,9.2,3.70,47,#N/A,Miles Sanders
186,Colston Loveland,CHI,TE27,166,192,183.7,7.7,5.01,27,#N/A,Colston Loveland
187,Darius Slayton,NYG,WR80,172,199,183.7,8.5,#N/A,80,#N/A,Darius Slayton
188,Mike Gesicki,CIN,TE28,165,196,184.2,9,4.70,28,#N/A,Mike Gesicki
189,Jayden Higgins,HOU,WR81,170,226,185.6,16.3,#N/A,81,#N/A,Jayden Higgins
190,Marcus Mariota,WAS,QB34,26,291,188.1,98.3,1.29,34,#N/A,Marcus Mariota
191,Jerome Ford,CLE,RB48,179,202,189.1,7.5,3.46,48,#N/A,Jerome Ford
192,Justice Hill,BAL,RB49,176,203,190.3,9.3,3.19,49,#N/A,Justice Hill
193,Brian Robinson Jr.,SF,RB50,183,200,191.2,4.9,3.05,50,#N/A,Brian Robinson Jr.
194,AJ Barner,SEA,TE29,176,207,191.8,7.7,4.49,29,#N/A,AJ Barner
195,Mason Taylor,NYJ,TE30,183,215,193.2,8.6,4.35,30,#N/A,Mason Taylor
196,Jalen Nailor,MIN,WR82,185,202,193.8,5.8,#N/A,82,#N/A,Jalen Nailor
197,Alec Pierce,IND,WR83,174,236,195.4,16.1,#N/A,83,#N/A,Alec Pierce
198,Russell Wilson,NYG,QB35,45,313,123.3,107.7,1.08,35,#N/A,Russell Wilson
199,Rico Dowdle,CAR,RB51,184,212,196.1,8.8,2.79,51,#N/A,Rico Dowdle
200,Zach Charbonnet,SEA,RB52,147,230,197.6,25.6,2.60,52,#N/A,Zach Charbonnet
201,Adam Thielen,MIN,WR84,190,219,198.8,7.9,#N/A,84,#N/A,Adam Thielen
202,Kyle Monangai,CHI,RB53,192,205,199,4.3,2.44,53,#N/A,Kyle Monangai
203,Noah Gray,KC,TE31,187,223,201.1,9.2,4.09,31,#N/A,Noah Gray
204,Oronde Gadsden II,LAC,TE32,170,220,201.2,13.8,3.92,32,#N/A,Oronde Gadsden II
205,Ty Johnson,BUF,RB54,189,223,202.8,9.5,2.17,54,#N/A,Ty Johnson
206,Ray Davis,BUF,RB55,185,221,203.4,9,1.97,55,#N/A,Ray Davis
207,Devontez Walker,BAL,WR85,174,311,209.8,41.7,#N/A,85,#N/A,Devontez Walker
208,Antonio Gibson,NE,RB56,207,222,214.4,4.1,1.83,56,#N/A,Antonio Gibson
209,Kendre Miller,NO,RB57,209,223,215,4.3,1.61,57,#N/A,Kendre Miller
210,Adam Trautman,DEN,TE33,197,257,215.4,20.1,3.66,33,#N/A,Adam Trautman
211,Andrei Iosivas,CIN,WR86,197,241,216.3,14.8,#N/A,86,#N/A,Andrei Iosivas
212,Noah Fant,CIN,TE34,202,265,217.7,17.8,3.45,34,#N/A,Noah Fant
213,Dylan Sampson,CLE,RB58,205,239,218.7,11,1.51,58,#N/A,Dylan Sampson
214,Emari Demercado,ARI,RB59,199,243,220.1,12.9,1.43,59,#N/A,Emari Demercado
215,Pat Bryant,DEN,WR87,197,272,221.4,27.3,#N/A,87,#N/A,Pat Bryant
216,LeQuint Allen Jr.,JAC,RB60,212,245,222,9.1,1.27,60,#N/A,LeQuint Allen Jr.
217,Malik Washington,MIA,WR88,158,216,200.3,17.6,#N/A,88,#N/A,Malik Washington
218,Chris Brooks,GB,RB61,208,246,224.4,10.7,1.02,61,#N/A,Chris Brooks
219,Adonai Mitchell,IND,WR89,167,222,208.1,15.3,#N/A,89,#N/A,Adonai Mitchell
220,DJ Giddens,IND,RB62,220,246,229.7,9.3,0.92,62,#N/A,DJ Giddens
221,A.J. Dillon,PHI,RB63,213,275,230.2,18.1,0.81,63,#N/A,A.J. Dillon
222,Ja'Tavion Sanders,CAR,TE35,162,239,198,21.3,3.18,35,#N/A,Ja'Tavion Sanders
223,Devin Singletary,NYG,RB64,214,247,231.9,10.7,0.73,64,#N/A,Devin Singletary
224,Mac Jones,SF,QB36,55,314,212.8,83.2,0.40,36,#N/A,Mac Jones
225,Luke McCaffrey,WAS,WR90,202,284,224.4,22,#N/A,90,#N/A,Luke McCaffrey
226,Chris Godwin Jr.,TB,WR91,140,230,200.3,31.8,#N/A,91,#N/A,Chris Godwin Jr.
227,Zamir White,LV,RB65,217,247,234.4,10.1,0.58,65,#N/A,Zamir White
228,Tyler Badie,DEN,RB66,201,271,228.9,19.8,0.38,66,#N/A,Tyler Badie
229,George Holani,SEA,RB67,217,258,238.6,14.3,0.23,67,#N/A,George Holani
230,Samaje Perine,CIN,RB68,213,277,239.6,20.3,0.16,68,#N/A,Samaje Perine
231,Cam Akers,MIN,RB69,225,263,244.2,11.9,0.10,69,#N/A,Cam Akers
232,Zavier Scott,MIN,RB70,225,273,245,13.6,0.02,70,#N/A,Zavier Scott
233,Tyler Higbee,LAR,TE36,180,213,201.9,11.5,2.97,36,#N/A,Tyler Higbee
234,Brandin Cooks,NO,WR92,184,240,217.1,15.2,#N/A,92,#N/A,Brandin Cooks
235,CeeDee Lamb,DAL,WR93,167,226,204.1,17.1,#N/A,93,#N/A,CeeDee Lamb
236,Ray-Ray McCloud III,ATL,WR94,202,233,219.4,8.3,#N/A,94,#N/A,Ray-Ray McCloud III
237,Isaiah Davis,NYJ,RB71,221,302,247.6,22.9,#N/A,71,#N/A,Isaiah Davis
238,Xavier Hutchinson,HOU,WR95,218,236,224.5,5.8,#N/A,95,#N/A,Xavier Hutchinson
239,Isaac TeSlaa,DET,WR96,218,249,227.1,9.2,#N/A,96,#N/A,Isaac TeSlaa
240,Mack Hollins,NE,WR97,213,240,229.9,8.1,#N/A,97,#N/A,Mack Hollins
241,Isaiah Bond,CLE,WR98,196,243,218.4,16.7,#N/A,98,#N/A,Isaiah Bond
242,Elijah Moore,BUF,WR99,225,258,233.9,11.1,#N/A,99,#N/A,Elijah Moore
243,Jahan Dotson,PHI,WR100,218,273,235.9,16,#N/A,100,#N/A,Jahan Dotson
244,Emanuel Wilson,GB,RB72,232,300,257.2,21.9,#N/A,72,#N/A,Emanuel Wilson
245,Brashard Smith,KC,RB73,217,285,251.3,18.9,#N/A,73,#N/A,Brashard Smith
246,Kalif Raymond,DET,WR101,231,289,244.5,18.2,#N/A,101,#N/A,Kalif Raymond
247,Jaylin Lane,WAS,WR102,206,242,220,13.5,#N/A,102,#N/A,Jaylin Lane
248,Austin Hooper,NE,TE37,180,225,203.6,14.7,2.70,37,#N/A,Austin Hooper
249,Tyler Lockett,TEN,WR103,227,259,238,11.3,#N/A,103,#N/A,Tyler Lockett
250,Julius Chestnut,TEN,RB74,229,303,263.7,22.1,#N/A,74,#N/A,Julius Chestnut
251,Tyler Johnson,NYJ,WR104,189,274,240.9,25.6,#N/A,104,#N/A,Tyler Johnson
252,Tyler Conklin,LAC,TE38,173,234,209.4,20.7,2.53,38,#N/A,Tyler Conklin
253,Tommy Tremble,CAR,TE39,208,229,217.6,7.3,2.31,39,#N/A,Tommy Tremble
254,Tahj Brooks,CIN,RB75,242,335,265.7,27.1,#N/A,75,#N/A,Tahj Brooks
255,Elijah Arroyo,SEA,TE40,198,248,220,16.6,2.13,40,#N/A,Elijah Arroyo
256,Tyrone Tracy Jr.,NYG,RB76,215,260,237.2,16.1,#N/A,76,#N/A,Tyrone Tracy Jr.
257,Dawson Knox,BUF,TE41,204,247,221.2,15.9,2.01,41,#N/A,Dawson Knox
258,Kaleb Johnson,PIT,RB77,231,352,263.6,34.9,#N/A,77,#N/A,Kaleb Johnson
259,Tutu Atwell,LAR,WR105,231,276,246.3,15.2,#N/A,105,#N/A,Tutu Atwell
260,Demarcus Robinson,SF,WR106,169,319,232.6,49.2,#N/A,106,#N/A,Demarcus Robinson
261,Arian Smith,NYJ,WR107,167,282,232.8,46.2,#N/A,107,#N/A,Arian Smith
262,Chimere Dike,TEN,WR108,222,257,233.4,12.5,#N/A,108,#N/A,Chimere Dike
263,Hassan Haskins,LAC,RB78,231,312,259.7,23.4,#N/A,78,#N/A,Hassan Haskins
264,Nick Westbrook-Ikhine,MIA,WR109,234,281,251.8,16.3,#N/A,109,#N/A,Nick Westbrook-Ikhine
265,Tre Harris,LAC,WR110,235,287,252,19.2,#N/A,110,#N/A,Tre Harris
266,Kimani Vidal,LAC,RB79,220,306,262.7,28.1,#N/A,79,#N/A,Kimani Vidal
267,Tanner Conner,MIA,TE42,211,260,239.2,19.3,1.84,42,#N/A,Tanner Conner
268,Savion Williams,GB,WR111,234,253,240.6,7,#N/A,111,#N/A,Savion Williams
269,Jaylin Noel,HOU,WR112,236,288,255.2,19.9,#N/A,112,#N/A,Jaylin Noel
270,David Moore,CAR,WR113,231,273,248.2,16.9,#N/A,113,#N/A,David Moore
271,Jordan Whittington,LAR,WR114,233,274,248.2,13.7,#N/A,114,#N/A,Jordan Whittington
272,Tim Patrick,JAC,WR115,228,275,249.4,15.8,#N/A,115,#N/A,Tim Patrick
273,Elijah Higgins,ARI,TE43,214,277,249.6,21.4,1.77,43,#N/A,Elijah Higgins
274,Michael Mayer,LV,TE44,206,288,232.8,33.1,1.59,44,#N/A,Michael Mayer
275,Tez Johnson,TB,WR116,183,286,250.8,36.8,#N/A,116,#N/A,Tez Johnson
276,Greg Dortch,ARI,WR117,238,271,251.2,14.3,#N/A,117,#N/A,Greg Dortch
277,Gunnar Helm,TEN,TE45,216,246,234.5,11.4,1.52,45,#N/A,Gunnar Helm
278,Allen Lazard,NYJ,WR118,196,292,252.8,33.3,#N/A,118,#N/A,Allen Lazard
