RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
279,Luke Farrell,SF,TE46,207,273,253.6,23.7,1.28,46,#N/A,Luke Farrell
280,Lucas Krull,DEN,TE47,238,256,248.8,7,1.24,47,#N/A,Lucas Krull
281,Zay Jones,ARI,WR119,240,272,249.3,13.2,#N/A,119,#N/A,Zay Jones
282,Devaughn Vele,NO,WR120,230,291,255.5,23.6,#N/A,120,#N/A,Devaughn Vele
283,Luke Musgrave,GB,TE48,244,269,256.3,10.1,1.18,48,#N/A,Luke Musgrave
284,Luke Schoonmaker,DAL,TE49,241,291,262,18.3,1.09,49,#N/A,Luke Schoonmaker
285,Raheim Sanders,CLE,RB80,251,273,262,7.8,#N/A,80,#N/A,Raheim Sanders
286,Dylan Laube,LV,RB81,262,332,284.2,26.4,#N/A,81,#N/A,Dylan Laube
287,Tank Bigsby,PHI,RB82,255,365,283.6,41.7,#N/A,82,#N/A,Tank Bigsby
288,Dare Ogunbowale,HOU,RB83,262,304,275.4,16.2,#N/A,83,#N/A,Dare Ogunbowale
289,Jeremy Ruckert,NYJ,TE50,254,268,264,5.8,0.84,50,#N/A,Jeremy Ruckert
290,Chris Moore,WAS,WR121,218,267,245.3,20.4,#N/A,121,#N/A,Chris Moore
291,Roschon Johnson,CHI,RB84,264,302,276.6,13.5,#N/A,84,#N/A,Roschon Johnson
292,Brycen Tremayne,CAR,WR122,227,286,265.8,23.1,#N/A,122,#N/A,Brycen Tremayne
293,Davis Allen,LAR,TE51,247,287,265.8,14.7,0.70,51,#N/A,Davis Allen
294,Roman Wilson,PIT,WR123,255,282,267.5,9.9,#N/A,123,#N/A,Roman Wilson
295,Will Shipley,PHI,RB85,258,343,283,30.5,#N/A,85,#N/A,Will Shipley
296,Dameon Pierce,HOU,RB86,262,278,268.8,6.3,#N/A,86,#N/A,Dameon Pierce
297,Craig Reynolds,DET,RB87,264,277,269.5,5.3,#N/A,87,#N/A,Craig Reynolds
298,Mitchell Evans,CAR,TE52,238,299,270.3,26.6,0.64,52,#N/A,Mitchell Evans
299,Tyler Goodson,IND,RB88,267,320,280.6,19.9,#N/A,88,#N/A,Tyler Goodson
300,Trevor Etienne,CAR,RB89,256,339,284,32.3,#N/A,89,#N/A,Trevor Etienne
301,Jaylen Wright,MIA,RB90,266,315,281.6,18.4,#N/A,90,#N/A,Jaylen Wright
302,Sean Tucker,TB,RB91,259,354,288,36,#N/A,91,#N/A,Sean Tucker
303,Xavier Legette,CAR,WR124,195,254,224.5,29.5,#N/A,124,#N/A,Xavier Legette
304,Trey Sermon,PIT,RB92,263,357,290.2,34.2,#N/A,92,#N/A,Trey Sermon
305,Tyler Shough,NO,QB37,240,318,285.4,25.5,0.24,37,#N/A,Tyler Shough
306,Devin Neal,NO,RB93,265,364,295,38.1,#N/A,93,#N/A,Devin Neal
307,Jaleel McLaughlin,DEN,RB94,270,297,278.3,10.9,#N/A,94,#N/A,Jaleel McLaughlin
308,Ben Sinnott,WAS,TE53,262,314,279.3,20.9,0.50,53,#N/A,Ben Sinnott
309,Jack Bech,LV,WR125,251,307,279.5,20.8,#N/A,125,#N/A,Jack Bech
310,Jalen Milroe,SEA,QB38,249,315,280.3,23.5,0.10,38,#N/A,Jalen Milroe
311,Isaac Guerendo,SF,RB95,273,367,297.8,36,#N/A,95,#N/A,Isaac Guerendo
312,Jarquez Hunter,LAR,RB96,271,305,281.8,13.6,#N/A,96,#N/A,Jarquez Hunter
313,Tylan Wallace,BAL,WR126,252,280,270,12.8,#N/A,126,#N/A,Tylan Wallace
314,Jamari Thrash,CLE,WR127,264,283,276,8.5,#N/A,127,#N/A,Jamari Thrash
315,Ryan Flournoy,DAL,WR128,239,323,276.3,34.9,#N/A,128,#N/A,Ryan Flournoy
316,Van Jefferson,TEN,WR129,265,289,279.3,10.3,#N/A,129,#N/A,Van Jefferson
317,Marquez Valdes-Scantling,SF,WR130,248,272,260,12,#N/A,130,#N/A,Marquez Valdes-Scantling
318,Kyle Williams,NE,WR131,250,274,262,12,#N/A,131,#N/A,Kyle Williams
319,Trent Sherfield Sr.,DEN,WR132,258,309,282.3,20.9,#N/A,132,#N/A,Trent Sherfield Sr.
320,Dillon Gabriel,CLE,QB39,241,316,284,31.6,#N/A,39,#N/A,Dillon Gabriel
321,Charlie Kolar,BAL,TE54,250,285,267.5,17.5,0.33,54,#N/A,Charlie Kolar
322,Mitchell Trubisky,BUF,QB40,251,284,267.5,16.5,#N/A,40,#N/A,Mitchell Trubisky
323,Kyle Juszczyk,SF,RB97,221,221,221,0,#N/A,97,#N/A,Kyle Juszczyk
324,Skyy Moore,SF,WR133,266,322,291,23.3,#N/A,133,#N/A,Skyy Moore
325,Russell Gage Jr.,SF,WR134,233,233,233,0,#N/A,134,#N/A,Russell Gage Jr.
326,Hunter Long,JAC,TE55,235,321,278,43,0.17,55,#N/A,Hunter Long
327,KeAndre Lambert-Smith,LAC,WR135,241,370,305.5,64.5,#N/A,135,#N/A,KeAndre Lambert-Smith
328,Brock Wright,DET,TE56,265,304,284.5,19.5,0.17,56,#N/A,Brock Wright
329,Alec Ingold,MIA,RB98,277,298,287.5,10.5,#N/A,98,#N/A,Alec Ingold
330,Jalen Royals,KC,WR136,256,256,256,0,#N/A,136,#N/A,Jalen Royals
331,Darnell Washington,PIT,TE57,283,297,290,7,0.17,57,#N/A,Darnell Washington
332,Javon Baker,PHI,WR137,259,259,259,0,#N/A,137,#N/A,Javon Baker
333,Isaiah Likely,BAL,TE58,259,259,259,0,0.09,58,#N/A,Isaiah Likely
334,Xavier Restrepo,TEN,WR138,260,260,260,0,#N/A,138,#N/A,Xavier Restrepo
335,Darren Waller,MIA,TE59,263,263,263,0,0.08,59,#N/A,Darren Waller
336,Tai Felton,MIN,WR139,267,267,267,0,#N/A,139,#N/A,Tai Felton
337,Josh Oliver,MIN,TE60,293,296,294.5,1.5,#N/A,60,#N/A,Josh Oliver
338,Sincere McCormick,SF,RB99,280,310,295,15,#N/A,99,#N/A,Sincere McCormick
339,Mo Alie-Cox,IND,TE61,269,269,269,0,#N/A,61,#N/A,Mo Alie-Cox
340,Donovan Edwards,WAS,RB100,279,312,295.5,16.5,#N/A,100,#N/A,Donovan Edwards
341,Jaydon Blue,DAL,RB101,269,366,317.5,48.5,#N/A,101,#N/A,Jaydon Blue
342,John Metchie III,PHI,WR140,270,372,321,51,#N/A,140,#N/A,John Metchie III
343,Raheem Mostert,LV,RB102,273,273,273,0,#N/A,102,#N/A,Raheem Mostert
344,Malik Heath,GB,WR141,276,276,276,0,#N/A,141,#N/A,Malik Heath
345,Nathan Carter,ATL,RB103,276,276,276,0,#N/A,103,#N/A,Nathan Carter
346,Zach Wilson,MIA,QB41,280,319,299.5,19.5,#N/A,41,#N/A,Zach Wilson
347,Anthony Richardson Sr.,IND,QB42,282,317,299.5,17.5,#N/A,42,#N/A,Anthony Richardson Sr.
348,Elijah Mitchell,KC,RB104,278,278,278,0,#N/A,104,#N/A,Elijah Mitchell
349,Jimmy Garoppolo,LAR,QB43,281,320,300.5,19.5,#N/A,43,#N/A,Jimmy Garoppolo
350,Kylen Granson,PHI,TE62,279,346,312.5,33.5,#N/A,62,#N/A,Kylen Granson
351,Jacoby Brissett,ARI,QB44,281,281,281,0,#N/A,44,#N/A,Jacoby Brissett
352,Tip Reiman,ARI,TE63,282,282,282,0,#N/A,63,#N/A,Tip Reiman
353,Malik Willis,GB,QB45,283,283,283,0,#N/A,45,#N/A,Malik Willis
354,Harrison Bryant,HOU,TE64,287,318,302.5,15.5,#N/A,64,#N/A,Harrison Bryant
355,Joshua Dobbs,NE,QB46,285,285,285,0,#N/A,46,#N/A,Joshua Dobbs
356,Jarrett Stidham,DEN,QB47,287,287,287,0,#N/A,47,#N/A,Jarrett Stidham
357,Blaine Gabbert,FA,QB48,288,288,288,0,#N/A,48,#N/A,Blaine Gabbert
358,Tyson Bagent,CHI,QB49,289,289,289,0,#N/A,49,#N/A,Tyson Bagent
359,Hendon Hooker,CAR,QB50,290,290,290,0,#N/A,50,#N/A,Hendon Hooker
360,Julian Hill,MIA,TE65,290,290,290,0,#N/A,65,#N/A,Julian Hill
361,Taylor Heinicke,FA,QB51,291,291,291,0,#N/A,51,#N/A,Taylor Heinicke
362,Kyle Trask,FA,QB52,292,292,292,0,#N/A,52,#N/A,Kyle Trask
363,Stone Smartt,NYJ,TE66,293,373,333,40,#N/A,66,#N/A,Stone Smartt
364,Drew Sample,CIN,TE67,294,294,294,0,#N/A,67,#N/A,Drew Sample
365,Tanner McKee,PHI,QB53,294,294,294,0,#N/A,53,#N/A,Tanner McKee
366,Cooper Rush,BAL,QB54,296,296,296,0,#N/A,54,#N/A,Cooper Rush
367,Tyrell Shavers,BUF,WR142,296,296,296,0,#N/A,142,#N/A,Tyrell Shavers
368,Andy Dalton,CAR,QB55,297,297,297,0,#N/A,55,#N/A,Andy Dalton
369,Davis Mills,HOU,QB56,298,298,298,0,#N/A,56,#N/A,Davis Mills
370,Grant Calcaterra,PHI,TE68,298,338,318,20,#N/A,68,#N/A,Grant Calcaterra
371,Nick Mullens,JAC,QB57,299,299,299,0,#N/A,57,#N/A,Nick Mullens
372,Brett Rypien,CIN,QB58,300,300,300,0,#N/A,58,#N/A,Brett Rypien
373,Mason Rudolph,PIT,QB59,301,301,301,0,#N/A,59,#N/A,Mason Rudolph
374,Ryan Miller,TB,WR143,301,301,301,0,#N/A,143,#N/A,Ryan Miller
375,Kurtis Rourke,SF,QB60,303,303,303,0,#N/A,60,#N/A,Kurtis Rourke
376,Brandon Allen,TEN,QB61,304,304,304,0,#N/A,61,#N/A,Brandon Allen
377,Desmond Ridder,MIN,QB62,305,305,305,0,#N/A,62,#N/A,Desmond Ridder
378,Jackson Hawes,BUF,TE69,305,305,305,0,#N/A,69,#N/A,Jackson Hawes
379,Kirk Cousins,ATL,QB63,306,306,306,0,#N/A,63,#N/A,Kirk Cousins
380,Joe Milton III,DAL,QB64,307,321,314,7,#N/A,64,#N/A,Joe Milton III
381,Trey Lance,LAC,QB65,308,308,308,0,#N/A,65,#N/A,Trey Lance
382,Hunter Luepke,DAL,RB105,308,308,308,0,#N/A,105,#N/A,Hunter Luepke
383,Shedeur Sanders,CLE,QB66,309,309,309,0,#N/A,66,#N/A,Shedeur Sanders
384,John FitzPatrick,GB,TE70,310,310,310,0,#N/A,70,#N/A,John FitzPatrick
385,Charlie Woerner,ATL,TE71,313,313,313,0,#N/A,71,#N/A,Charlie Woerner
386,Collin Hill,FA,QB67,314,314,314,0,#N/A,67,#N/A,Collin Hill
387,Quinn Ewers,MIA,QB68,315,315,315,0,#N/A,68,#N/A,Quinn Ewers
388,Daniel Bellinger,NYG,TE72,316,316,316,0,#N/A,72,#N/A,Daniel Bellinger
389,Mitchell Tinsley,CIN,WR144,324,324,324,0,#N/A,144,#N/A,Mitchell Tinsley
390,Tanner Hudson,CIN,TE73,325,325,325,0,#N/A,73,#N/A,Tanner Hudson
391,Derius Davis,LAC,WR145,326,326,326,0,#N/A,145,#N/A,Derius Davis
392,Colby Parkinson,LAR,TE74,327,327,327,0,#N/A,74,#N/A,Colby Parkinson
393,Kameron Johnson,TB,WR146,328,328,328,0,#N/A,146,#N/A,Kameron Johnson
394,Johnny Mundt,JAC,TE75,329,329,329,0,#N/A,75,#N/A,Johnny Mundt
395,Nate Adkins,DEN,TE76,330,330,330,0,#N/A,76,#N/A,Nate Adkins
396,Ian Thomas,LV,TE77,331,331,331,0,#N/A,77,#N/A,Ian Thomas
397,Jack Stoll,NO,TE78,333,333,333,0,#N/A,78,#N/A,Jack Stoll
398,Cam Grandy,CIN,TE79,334,334,334,0,#N/A,79,#N/A,Cam Grandy
399,Brevyn Spann-Ford,DAL,TE80,336,336,336,0,#N/A,80,#N/A,Brevyn Spann-Ford
400,Scotty Miller,PIT,WR147,337,337,337,0,#N/A,147,#N/A,Scotty Miller
401,Trey Palmer,NO,WR148,340,340,340,0,#N/A,148,#N/A,Trey Palmer
402,Konata Mumpfield,LAR,WR149,341,341,341,0,#N/A,149,#N/A,Konata Mumpfield
403,Payne Durham,TB,TE81,342,342,342,0,#N/A,81,#N/A,Payne Durham
404,Drew Ogletree,IND,TE82,344,344,344,0,#N/A,82,#N/A,Drew Ogletree
405,Eric Saubert,SEA,TE83,345,345,345,0,#N/A,83,#N/A,Eric Saubert
406,Blake Whiteheart,CLE,TE84,347,347,347,0,#N/A,84,#N/A,Blake Whiteheart
407,Tucker Fisk,LAC,TE85,348,348,348,0,#N/A,85,#N/A,Tucker Fisk
408,Ashton Dulin,IND,WR150,349,349,349,0,#N/A,150,#N/A,Ashton Dulin
409,Robbie Ouzts,SEA,TE86,350,350,350,0,#N/A,86,#N/A,Robbie Ouzts
410,Robert Tonyan,KC,TE87,351,351,351,0,#N/A,87,#N/A,Robert Tonyan
411,Colson Yankoff,WAS,TE88,353,353,353,0,#N/A,88,#N/A,Colson Yankoff
412,Connor Heyward,PIT,TE89,355,355,355,0,#N/A,89,#N/A,Connor Heyward
413,Ben Skowronek,PIT,WR151,356,356,356,0,#N/A,151,#N/A,Ben Skowronek
414,Ben Yurosek,MIN,TE90,358,358,358,0,#N/A,90,#N/A,Ben Yurosek
415,Jakob Johnson,HOU,RB106,359,359,359,0,#N/A,106,#N/A,Jakob Johnson
416,Durham Smythe,CHI,TE91,360,360,360,0,#N/A,91,#N/A,Durham Smythe
417,Rasheen Ali,BAL,RB107,361,361,361,0,#N/A,107,#N/A,Rasheen Ali
418,Brayden Willis,SF,TE92,362,362,362,0,#N/A,92,#N/A,Brayden Willis
419,Jake Bobo,SEA,WR152,363,363,363,0,#N/A,152,#N/A,Jake Bobo
420,Willie Carter,CHI,RB108,368,368,368,0,#N/A,108,#N/A,Willie Carter
421,David Martin-Robinson,TEN,TE93,369,369,369,0,#N/A,93,#N/A,David Martin-Robinson
422,James Mitchell,CAR,TE94,371,371,371,0,#N/A,94,#N/A,James Mitchell
423,Mason Tipton,NO,WR153,374,374,374,0,#N/A,153,#N/A,Mason Tipton
424,Treyton Welch,NO,TE95,375,375,375,0,#N/A,95,#N/A,Treyton Welch
425,Zaire Mitchell-Paden,BAL,TE96,376,376,376,0,#N/A,96,#N/A,Zaire Mitchell-Paden
426,Dee Eskridge,MIA,WR154,377,377,377,0,#N/A,154,#N/A,Dee Eskridge
427,Kevin Austin Jr.,FA,WR155,378,378,378,0,#N/A,155,#N/A,Kevin Austin Jr.
428,Xavier Smith,LAR,WR156,379,379,379,0,#N/A,156,#N/A,Xavier Smith
429,Beaux Collins,NYG,WR157,380,380,380,0,#N/A,157,#N/A,Beaux Collins
430,KhaDarel Hodge,ATL,WR158,381,381,381,0,#N/A,158,#N/A,KhaDarel Hodge
431,DeAndre Carter,CLE,WR159,382,382,382,0,#N/A,159,#N/A,DeAndre Carter
432,Myles Price,MIN,WR160,383,383,383,0,#N/A,160,#N/A,Myles Price
433,Dareke Young,SEA,WR161,384,384,384,0,#N/A,161,#N/A,Dareke Young
434,Dalevon Campbell,CAR,WR162,385,385,385,0,#N/A,162,#N/A,Dalevon Campbell
435,Darius Cooper,PHI,WR163,386,386,386,0,#N/A,163,#N/A,Darius Cooper
436,Casey Washington,ATL,WR164,387,387,387,0,#N/A,164,#N/A,Casey Washington
437,Jahdae Walker,CHI,WR165,388,388,388,0,#N/A,165,#N/A,Jahdae Walker
438,Xavier Gipson,PHI,WR166,389,389,389,0,#N/A,166,#N/A,Xavier Gipson
439,Jalin Hyatt,NYG,WR167,390,390,390,0,#N/A,167,#N/A,Jalin Hyatt
440,Alex Bachman,LV,WR168,391,391,391,0,#N/A,168,#N/A,Alex Bachman
441,Isaiah Williams,NYJ,WR169,392,392,392,0,#N/A,169,#N/A,Isaiah Williams
442,Charlie Jones,CIN,WR170,393,393,393,0,#N/A,170,#N/A,Charlie Jones
443,Anthony Gould,IND,WR171,394,394,394,0,#N/A,171,#N/A,Anthony Gould
444,Simi Fehoko,ARI,WR172,395,395,395,0,#N/A,172,#N/A,Simi Fehoko
445,Gunner Olszewski,NYG,WR173,396,396,396,0,#N/A,173,#N/A,Gunner Olszewski
446,Jason Brownlee,KC,WR174,397,397,397,0,#N/A,174,#N/A,Jason Brownlee
