"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"117","Devin Neal",NO,"RB28","87","140","117.5","21.1"
"118","Darren Waller",MIA,"TE13","107","129","118.3","6.8"
"119","Zach Ertz",WAS,"TE14","109","132","118.5","7.2"
"120","Isaac TeSlaa",DET,"WR51","105","152","119.5","15.4"
"121","Pat Bryant",DEN,"WR52","108","145","120.4","14.6"
"122","Dallas Goedert",PHI,"TE15","92","138","120.7","12.9"
"123","David Montgomery",DET,"RB29","99","135","121.3","10.0"
"124","Zonovan Knight",ARI,"RB30","103","139","124.1","9.5"
"125","Evan Engram",DEN,"TE16","115","138","124.8","7.7"
"126","Dalton Schultz",HOU,"TE17","113","132","126.0","5.4"
"127","Rashid Shaheed",SEA,"WR53","118","144","127.4","10.8"
"128","Chris Rodriguez Jr.",WAS,"RB31","111","147","128.1","9.7"
"129","Elic Ayomanor",TEN,"WR54","108","146","128.8","12.0"
"130","Mason Taylor",NYJ,"TE18","127","142","133.1","4.9"
"131","Cooper Kupp",SEA,"WR55","121","149","133.6","9.5"
"132","Malik Washington",MIA,"WR56","118","171","133.6","16.0"
"133","Marquise Brown",KC,"WR57","121","150","134.3","11.3"
"134","Tez Johnson",TB,"WR58","122","152","134.8","10.0"
"135","Blake Corum",LAR,"RB32","119","144","136.4","8.6"
"136","Bhayshul Tuten",JAC,"RB33","129","144","138.0","6.0"
"137","Tony Pollard",TEN,"RB34","127","148","140.1","6.9"
"138","Isaiah Likely",BAL,"TE19","113","150","140.3","10.7"
"139","Keon Coleman",BUF,"WR59","130","169","142.6","12.7"
"140","T.J. Hockenson",MIN,"TE20","140","154","143.3","4.5"
"141","Cade Otton",TB,"TE21","129","156","143.4","9.9"
"142","Isiah Pacheco",KC,"RB35","136","155","145.0","5.3"
"143","Tyjae Spears",TEN,"RB36","137","157","147.2","7.7"
"144","Taysom Hill",NO,"TE22","128","171","147.7","14.1"
"145","Andrei Iosivas",CIN,"WR60","135","171","149.7","10.8"
"146","Tyler Allgeier",ATL,"RB37","143","157","151.0","5.0"
"147","Christian Kirk",HOU,"WR61","134","168","151.4","11.9"
"148","Rashod Bateman",BAL,"WR62","146","166","151.9","6.3"
"149","Jaleel McLaughlin",DEN,"RB38","144","157","152.0","3.5"
"150","Omarion Hampton",LAC,"RB39","97","246","139.2","44.8"
"151","Greg Dortch",ARI,"WR63","122","169","152.9","14.2"
"152","Dalton Kincaid",BUF,"TE23","69","158","106.5","36.2"
"153","Mike Gesicki",CIN,"TE24","150","169","155.7","4.5"
"154","Aaron Jones Sr.",MIN,"RB40","111","187","156.0","25.5"
"155","Sean Tucker",TB,"RB41","148","177","156.3","10.4"
"156","Samaje Perine",CIN,"RB42","141","188","157.7","11.9"
"157","J.J. McCarthy",MIN,"QB28","39","238","86.4","63.8"
"158","AJ Barner",SEA,"TE25","137","170","158.6","11.5"
"159","Tyler Lockett",LV,"WR64","136","178","159.4","13.6"
"160","Cedric Tillman",CLE,"WR65","134","175","159.9","13.6"
"161","Michael Carter",ARI,"RB43","142","169","160.6","7.5"
"162","Dylan Sampson",CLE,"RB44","147","193","161.4","11.4"
"163","Emanuel Wilson",GB,"RB45","147","174","161.7","9.1"
"164","Rachaad White",TB,"RB46","144","177","162.4","9.9"
"165","Gunnar Helm",TEN,"TE26","132","178","163.0","12.6"
"166","Calvin Austin III",PIT,"WR66","158","178","166.8","5.8"
"167","Max Brosmer",MIN,"QB29","74","281","157.0","79.5"
"168","Gabe Davis",BUF,"WR67","155","192","168.6","12.7"
"169","Darnell Washington",PIT,"TE27","162","183","168.7","7.0"
"170","Chig Okonkwo",TEN,"TE28","165","175","168.9","4.0"
"171","Keaton Mitchell",BAL,"RB47","159","179","170.6","7.0"
"172","David Njoku",CLE,"TE29","162","179","173.3","4.5"
"173","Ty Johnson",BUF,"RB48","161","186","176.1","7.8"
"174","Colby Parkinson",LAR,"TE30","143","239","176.4","23.1"
"175","Dawson Knox",BUF,"TE31","151","188","177.1","10.3"
"176","Brashard Smith",KC,"RB49","161","196","177.3","10.3"
"177","Jeremy McNichols",WAS,"RB50","169","188","180.3","5.1"
"178","DeAndre Hopkins",BAL,"WR68","152","190","171.0","9.6"
"179","Ray Davis",BUF,"RB51","166","196","181.7","9.8"
"180","Pat Freiermuth",PIT,"TE32","173","198","182.4","7.1"
"181","Ollie Gordon II",MIA,"RB52","174","189","182.4","3.8"
"182","Marvin Mims Jr.",DEN,"WR69","158","184","172.8","6.8"
"183","David Sills V",ATL,"WR70","146","221","174.2","21.9"
"184","Jacory Croskey-Merritt",WAS,"RB53","176","197","186.0","7.5"
"185","Nick Chubb",HOU,"RB54","174","199","187.3","9.1"
"186","Trey Benson",ARI,"RB55","119","258","168.4","43.2"
"187","Van Jefferson",TEN,"WR71","159","233","180.7","21.6"
"188","Isaiah Davis",NYJ,"RB56","178","204","192.8","9.0"
"189","Malik Davis",DAL,"RB57","186","228","201.9","12.7"
"190","Xavier Hutchinson",HOU,"WR72","159","194","176.0","11.5"
"191","Sterling Shepard",TB,"WR73","169","210","182.0","12.7"
"192","Jayden Daniels",WAS,"QB30","96","280","195.2","62.7"
"193","Jaylin Noel",HOU,"WR74","183","209","189.8","8.1"
"194","Ryan Flournoy",DAL,"WR75","181","207","190.8","8.1"
"195","Olamide Zaccheaus",CHI,"WR76","181","220","192.3","11.4"
"196","Noah Fant",CIN,"TE33","174","213","193.0","11.0"
"197","Tyquan Thornton",KC,"WR77","159","220","193.3","18.4"
"198","KaVontae Turpin",DAL,"WR78","167","223","193.4","15.3"
"199","Tee Higgins",CIN,"WR79","58","199","144.0","60.6"
"200","Joshua Palmer",BUF,"WR80","168","201","185.0","12.1"
"201","Roman Wilson",PIT,"WR81","173","223","197.9","13.9"
"202","Mitch Tinsley",CIN,"WR82","169","208","191.9","13.9"
"203","Tyrell Shavers",BUF,"WR83","175","209","195.0","11.8"
"204","Tank Bigsby",PHI,"RB58","197","230","211.6","10.7"
"205","Tre Harris",LAC,"WR84","193","247","214.0","16.6"
"206","Chris Brooks",GB,"RB59","199","224","214.5","9.1"
"207","Raheem Mostert",LV,"RB60","198","236","216.6","13.8"
"208","Tim Patrick",JAC,"WR85","194","226","208.7","11.0"
"209","Jonnu Smith",PIT,"TE34","194","203","199.3","3.6"
"210","Luke Musgrave",GB,"TE35","198","217","204.7","6.3"
"211","Jalen Nailor",MIN,"WR86","189","214","205.3","8.4"
"212","Jerome Ford",CLE,"RB61","180","226","206.7","13.7"
"213","JuJu Smith-Schuster",KC,"WR87","195","221","210.8","8.2"
"214","Jack Bech",LV,"WR88","191","233","211.3","12.5"
"215","Matthew Golden",GB,"WR89","166","215","200.8","17.9"
"216","Kaleb Johnson",PIT,"RB62","213","244","225.9","10.8"
"217","Isaiah Bond",CLE,"WR90","208","229","217.3","6.5"
"218","Jaylen Wright",MIA,"RB63","197","271","227.0","24.2"
"219","Mason Rudolph",PIT,"QB31","128","279","221.2","51.9"
"220","Tyler Badie",DEN,"RB64","213","228","221.2","6.0"
"221","Jaylin Lane",WAS,"WR91","218","232","221.8","4.8"
"222","Davis Mills",HOU,"QB32","147","284","225.8","48.0"
"223","LeQuint Allen Jr.",JAC,"RB65","215","238","226.2","8.4"
"224","Jahan Dotson",PHI,"WR92","215","254","227.2","12.8"
"225","Mason Tipton",NO,"WR93","204","228","216.8","7.7"
"226","Cole Kmet",CHI,"TE36","198","204","200.8","2.2"
"227","Zavier Scott",MIN,"RB66","218","245","230.7","9.5"
"228","Jackson Hawes",BUF,"TE37","176","242","204.5","24.3"
"229","Jordan Whittington",LAR,"WR94","212","225","220.4","4.5"
"230","Tutu Atwell",LAR,"WR95","218","233","222.4","5.4"
"231","Terrance Ferguson",LAR,"TE38","201","225","209.0","9.4"
"232","Xavier Weaver",ARI,"WR96","214","229","224.6","5.5"
"233","Brandin Cooks",BUF,"WR97","221","231","225.8","4.1"
"234","Will Shipley",PHI,"RB67","219","258","238.0","11.6"
"235","Konata Mumpfield",LAR,"WR98","224","234","229.6","3.2"
"236","Chris Moore",WAS,"WR99","227","266","239.3","13.4"
"237","Teddy Bridgewater",TB,"QB33","167","286","234.6","45.5"
"238","Jaydon Blue",DAL,"RB68","226","242","236.0","5.7"
"239","Drake London",ATL,"WR100","45","45","45.0","0.0"
"240","Evan Hull",NO,"RB69","227","243","237.6","5.6"
"241","Elijah Higgins",ARI,"TE39","207","248","226.8","15.8"
"242","Devontez Walker",BAL,"WR101","233","265","239.8","12.6"
"243","Dylan Laube",LV,"RB70","238","243","240.0","2.5"
"244","Davis Allen",LAR,"TE40","206","216","211.0","4.1"
"245","Jalen Tolbert",DAL,"WR102","231","254","240.2","10.5"
"246","Allen Lazard",NYJ,"WR103","230","273","242.4","15.5"
"247","Nick Westbrook-Ikhine",MIA,"WR104","234","259","242.6","10.4"
"248","Elijah Arroyo",SEA,"TE41","207","227","218.7","8.5"
"249","Amon-Ra St. Brown",DET,"WR105","90","90","90.0","0.0"
"250","Justin Fields",NYJ,"QB34","213","282","246.4","30.7"
"251","Jayden Reed",GB,"WR106","107","107","107.0","0.0"
"252","Kameron Johnson",TB,"WR107","236","270","248.6","14.8"
"253","Greg Dulcich",MIA,"TE42","195","269","225.3","31.6"
"254","Ross Dwelley",DET,"TE43","182","214","198.0","16.0"
"255","Alvin Kamara",NO,"RB71","117","117","117.0","0.0"
"256","Charlie Kolar",BAL,"TE44","224","253","237.3","11.9"
"257","Joe Flacco",CIN,"QB35","244","294","261.2","21.5"
"258","Tom Kennedy",DET,"WR108","168","168","168.0","0.0"
"259","Tanner Hudson",CIN,"TE45","225","231","228.0","3.0"
"260","Dyami Brown",JAC,"WR109","175","175","175.0","0.0"
"261","Treylon Burks",WAS,"WR110","185","185","185.0","0.0"
"262","Adam Trautman",DEN,"TE46","228","241","234.5","6.5"
"263","Brock Wright",DET,"TE47","186","186","186.0","0.0"
"264","Foster Moreau",NO,"TE48","210","260","235.0","25.0"
"265","Emari Demercado",ARI,"RB72","192","192","192.0","0.0"
"266","Braelon Allen",NYJ,"RB73","197","197","197.0","0.0"
"267","Dont'e Thornton Jr.",LV,"WR111","199","199","199.0","0.0"
"268","John FitzPatrick",GB,"TE49","239","248","243.5","4.5"
"269","Josh Whyle",GB,"TE50","210","210","210.0","0.0"
"270","Michael Mayer",LV,"TE51","211","211","211.0","0.0"
"271","Xavier Smith",LAR,"WR112","211","211","211.0","0.0"
"272","DJ Giddens",IND,"RB74","215","215","215.0","0.0"
"273","Luke Schoonmaker",DAL,"TE52","231","269","250.0","19.0"
"274","Noah Gray",KC,"TE53","217","217","217.0","0.0"
"275","Clyde Edwards-Helaire",KC,"RB75","219","219","219.0","0.0"
"276","Kalif Raymond",DET,"WR113","221","221","221.0","0.0"
"277","Dare Ogunbowale",HOU,"RB76","227","227","227.0","0.0"
"278","Kendall Milton",CIN,"RB77","228","228","228.0","0.0"
"279","Malachi Corley",CLE,"WR114","230","230","230.0","0.0"
"280","John Bates",WAS,"TE54","231","231","231.0","0.0"
"281","Jeremy Ruckert",NYJ,"TE55","249","266","257.5","8.5"
"282","Tyler Johnson",NYJ,"WR115","232","232","232.0","0.0"
"283","Johnny Mundt",JAC,"TE56","242","277","259.5","17.5"
"284","Patrick Ricard",BAL,"RB78","237","237","237.0","0.0"
"285","Hassan Haskins",LAC,"RB79","237","237","237.0","0.0"
"286","Ameer Abdullah",IND,"RB80","240","240","240.0","0.0"
"287","Zamir White",LV,"RB81","240","240","240.0","0.0"
"288","Drew Ogletree",IND,"TE57","241","241","241.0","0.0"
"289","MarShawn Lloyd",GB,"RB82","243","243","243.0","0.0"
"290","Rasheen Ali",BAL,"RB83","244","244","244.0","0.0"
"291","Jaret Patterson",LAC,"RB84","245","245","245.0","0.0"
"292","Tahj Brooks",CIN,"RB85","246","246","246.0","0.0"
"293","Josh Oliver",MIN,"TE58","249","249","249.0","0.0"
"294","Drew Sample",CIN,"TE59","260","273","266.5","6.5"
"295","Ian Thomas",LV,"TE60","250","250","250.0","0.0"
"296","Hunter Long",JAC,"TE61","250","250","250.0","0.0"
"297","Lil'Jordan Humphrey",DEN,"WR116","251","251","251.0","0.0"
"298","Devin Duvernay",CHI,"WR117","252","252","252.0","0.0"
"299","Quintin Morris",JAC,"TE62","253","253","253.0","0.0"
"300","Bo Melton",GB,"WR118","255","255","255.0","0.0"
"301","Cody White",SEA,"WR119","256","256","256.0","0.0"
"302","Arian Smith",NYJ,"WR120","256","256","256.0","0.0"
"303","Casey Washington",ATL,"WR121","257","257","257.0","0.0"
"304","Ricky White III",SEA,"WR122","257","257","257.0","0.0"
"305","LaJohntay Wester",BAL,"WR123","259","259","259.0","0.0"
"306","Audric Estime",NO,"RB86","261","261","261.0","0.0"
"307","A.J. Dillon",PHI,"RB87","262","262","262.0","0.0"
"308","Jermar Jefferson",FA,"RB88","262","262","262.0","0.0"
"309","Tylan Wallace",BAL,"WR124","263","263","263.0","0.0"
"310","Julius Chestnut",TEN,"RB89","264","264","264.0","0.0"
"311","Charlie Jones",CIN,"WR125","264","264","264.0","0.0"
"312","Jared Wiley",KC,"TE63","265","265","265.0","0.0"
"313","Connor Heyward",PIT,"TE64","267","267","267.0","0.0"
"314","Tyler Goodson",IND,"RB90","268","268","268.0","0.0"
"315","Xavier Restrepo",TEN,"WR126","268","268","268.0","0.0"
"316","Grant Calcaterra",PHI,"TE65","274","278","276.0","2.0"
"317","Luke McCaffrey",WAS,"WR127","270","270","270.0","0.0"
"318","Cade Stover",HOU,"TE66","271","271","271.0","0.0"
"319","Anthony Firkser",DET,"TE67","272","272","272.0","0.0"
"320","Will Dissly",LAC,"TE68","272","272","272.0","0.0"
"321","Julian Hill",MIA,"TE69","274","274","274.0","0.0"
"322","Joe Mixon",HOU,"RB91","275","275","275.0","0.0"
"323","Tyler Conklin",LAC,"TE70","276","276","276.0","0.0"
"324","Tyler Huntley",BAL,"QB36","282","287","284.5","2.5"
"325","Dillon Gabriel",CLE,"QB37","283","283","283.0","0.0"
"326","Tyson Bagent",CHI,"QB38","283","303","293.0","10.0"
"327","Anthony Richardson Sr.",IND,"QB39","285","285","285.0","0.0"
"328","Kenny Pickett",LV,"QB40","288","288","288.0","0.0"
"329","Zach Wilson",MIA,"QB41","289","289","289.0","0.0"
"330","Quinn Ewers",MIA,"QB42","290","290","290.0","0.0"
"331","Spencer Rattler",NO,"QB43","291","291","291.0","0.0"
"332","Malik Willis",GB,"QB44","292","292","292.0","0.0"
"333","Jalen Milroe",SEA,"QB45","293","293","293.0","0.0"
"334","Jake Browning",CIN,"QB46","295","295","295.0","0.0"
"335","Joe Milton III",DAL,"QB47","296","296","296.0","0.0"
"336","Trey Lance",LAC,"QB48","297","297","297.0","0.0"
"337","Jimmy Garoppolo",LAR,"QB49","298","298","298.0","0.0"
"338","Mitchell Trubisky",BUF,"QB50","299","299","299.0","0.0"
"339","Gardner Minshew II",KC,"QB51","300","300","300.0","0.0"
"340","Sam Howell",PHI,"QB52","301","301","301.0","0.0"
"341","Drew Lock",SEA,"QB53","302","302","302.0","0.0"
"342","Nick Mullens",JAC,"QB54","304","304","304.0","0.0"
"343","Jarrett Stidham",DEN,"QB55","305","305","305.0","0.0"
"344","Kyle Allen",DET,"QB56","306","306","306.0","0.0"
"345","Brandon Allen",TEN,"QB57","307","307","307.0","0.0"
