"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"76","Jordan Mason",MIN,"RB22","67","96","79.4","6.9"
"77","George Kittle",SF,"TE4","76","97","81.1","5.8"
"78","DJ Moore",CHI,"WR28","72","91","81.9","5.9"
"79","Jacory Croskey-Merritt",WAS,"RB23","66","101","84.4","7.4"
"80","Kendrick Bourne",SF,"WR29","71","120","85.3","11.6"
"81","Dallas Goedert",PHI,"TE5","78","98","85.5","5.3"
"82","Isiah Pacheco",KC,"RB24","68","101","86.2","8.6"
"83","Dalton Kincaid",BUF,"TE6","78","97","86.8","5.0"
"84","Matthew Golden",GB,"WR30","75","105","88.8","6.1"
"85","Rashid Shaheed",NO,"WR31","75","111","89.6","7.6"
"86","Jauan Jennings",SF,"WR32","75","120","90.0","9.8"
