RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
92,Tee Higgins,CIN,WR33,88,101,93.1,4.3,11.33,33,12.62,Tee Higgins
93,Dallas Goedert,PHI,TE5,91,107,95.5,4.7,16.45,5,16.65,Dallas Goedert
94,Josh Downs,IND,WR34,93,98,95.7,2,11.02,34,12.27,Josh Downs
95,George Kittle,SF,TE6,91,112,97.2,6.7,15.50,6,15.87,George Kittle
96,Matthew Golden,GB,WR35,88,103,97.7,4,10.73,35,11.92,Matthew Golden
97,Rhamondre Stevenson,NE,RB27,89,123,100.5,8.7,10.19,27,11.64,Rhamondre Stevenson
98,Sterling Shepard,TB,WR36,95,121,101.6,8.4,10.50,36,11.57,Sterling Shepard
99,Sam LaPorta,DET,TE7,92,113,102.1,5.5,14.49,7,15.16,Sam LaPorta
100,Tony Pollard,TEN,RB28,99,108,102.1,2.6,9.67,28,11.18,Tony Pollard
101,Cooper Kupp,SEA,WR37,99,117,102.8,5.2,10.20,37,11.21,Cooper Kupp
102,Jauan Jennings,SF,WR38,93,125,104.5,8.2,9.89,38,10.84,Jauan Jennings
103,Zonovan Knight,ARI,RB29,92,136,104.9,11.4,9.49,29,10.71,Zonovan Knight
104,Rashid Shaheed,NO,WR39,100,111,105.4,3,9.57,39,10.46,Rashid Shaheed
105,Isiah Pacheco,KC,RB30,103,108,106.3,1.3,9.11,30,10.23,Isiah Pacheco
106,Tre Tucker,LV,WR40,98,111,106.6,4.2,9.14,40,10.07,Tre Tucker
107,Travis Kelce,KC,TE8,92,114,108.1,5.4,13.14,8,14.52,Travis Kelce
108,Darren Waller,MIA,TE9,108,112,109.5,1.2,12.34,9,13.91,Darren Waller
109,TreVeyon Henderson,NE,RB31,101,145,112.2,12.2,8.58,31,9.72,TreVeyon Henderson
110,Elic Ayomanor,TEN,WR41,101,120,112.3,7.1,8.84,41,9.67,Elic Ayomanor
111,Zach Charbonnet,SEA,RB32,105,130,112.9,7,7.97,32,9.19,Zach Charbonnet
112,Troy Franklin,DEN,WR42,108,124,114.2,4.7,8.58,42,9.25,Troy Franklin
113,Hunter Henry,NE,TE10,108,120,114.4,3.6,11.90,10,13.33,Hunter Henry
114,Harold Fannin Jr.,CLE,TE11,110,124,114.4,4.3,11.45,11,12.77,Harold Fannin Jr.
115,Mason Taylor,NYJ,TE12,114,131,117.6,4.9,10.79,12,12.23,Mason Taylor
116,Christian Kirk,HOU,WR43,111,137,118,6.9,8.31,43,8.82,Christian Kirk
117,Cade Otton,TB,TE13,100,129,118.5,7.8,10.39,13,11.69,Cade Otton
118,Woody Marks,HOU,RB33,114,137,120.1,6.6,7.57,33,8.63,Woody Marks
119,Jerry Jeudy,CLE,WR44,98,127,120.4,7.9,8.05,44,8.37,Jerry Jeudy
120,Zach Ertz,WAS,TE14,115,129,122.7,5.2,9.98,14,11.16,Zach Ertz
121,Travis Hunter,JAC,WR45,113,128,122.9,4.7,7.83,45,7.89,Travis Hunter
122,Marquise Brown,KC,WR46,119,128,123.1,2.6,7.50,46,7.39,Marquise Brown
123,Kenneth Gainwell,PIT,RB34,107,145,123.5,11.9,7.35,34,8.04,Kenneth Gainwell
124,Kyle Pitts Sr.,ATL,TE15,118,129,125.1,3.9,9.59,15,10.62,Kyle Pitts Sr.
125,Tez Johnson,TB,WR47,113,138,125.2,7.7,7.21,47,6.85,Tez Johnson
126,Isaiah Bond,CLE,WR48,121,150,127.9,8.2,6.99,48,6.27,Isaiah Bond
127,Kayshon Boutte,NE,WR49,122,136,128.6,3.5,6.77,49,5.63,Kayshon Boutte
128,T.J. Hockenson,MIN,TE16,124,137,131,3.8,9.09,16,10.07,T.J. Hockenson
129,Marvin Mims Jr.,DEN,WR50,126,140,131.4,3.2,6.50,50,4.92,Marvin Mims Jr.
130,Mac Jones,SF,QB30,44,274,112,91.4,4.71,30,1.10,Mac Jones
131,Terry McLaurin,WAS,WR51,86,198,131.8,28.4,6.19,51,4.11,Terry McLaurin
132,Ryan Flournoy,DAL,WR52,111,198,134.6,23.6,5.91,52,3.15,Ryan Flournoy
133,Michael Mayer,LV,TE17,125,139,135,4.3,8.59,17,9.52,Michael Mayer
134,Evan Engram,DEN,TE18,132,145,136.6,4.6,8.30,18,8.94,Evan Engram
135,Malik Washington,MIA,WR53,128,146,138.1,5.5,5.70,53,1.95,Malik Washington
136,Tory Horton,SEA,WR54,132,152,139,7.1,5.34,54,0.29,Tory Horton
137,Theo Johnson,NYG,TE19,135,148,140.1,4.3,7.83,19,8.34,Theo Johnson
138,Kareem Hunt,KC,RB35,123,164,140.7,10.8,7.14,35,7.40,Kareem Hunt
139,Nick Chubb,HOU,RB36,127,153,143.8,7,6.89,36,6.69,Nick Chubb
140,RJ Harvey,DEN,RB37,132,154,143.8,6.4,6.53,37,5.90,RJ Harvey
141,Chig Okonkwo,TEN,TE20,141,150,143.8,2.8,7.52,20,7.70,Chig Okonkwo
142,Alec Pierce,IND,WR55,135,156,144.2,6.7,5.11,55,#N/A,Alec Pierce
143,Taysom Hill,NO,TE21,137,160,144.6,6.9,7.28,21,7.00,Taysom Hill
144,Luther Burden III,CHI,WR56,128,162,146.1,10.1,4.86,56,#N/A,Luther Burden III
145,Jordan Whittington,LAR,WR57,122,179,147.1,20.2,4.54,57,#N/A,Jordan Whittington
146,AJ Barner,SEA,TE22,140,156,147.1,4.4,6.98,22,6.23,AJ Barner
147,Josh Reynolds,NYJ,WR58,128,176,150,14.8,4.20,58,#N/A,Josh Reynolds
148,Tyquan Thornton,KC,WR59,127,186,150.8,18.3,3.82,59,#N/A,Tyquan Thornton
149,Hunter Long,JAC,TE23,144,155,151.2,2.9,6.57,23,5.34,Hunter Long
150,Tyler Allgeier,ATL,RB38,147,156,151.8,3.2,6.25,38,4.99,Tyler Allgeier
151,Jonnu Smith,PIT,TE24,144,160,152.3,4.4,6.14,24,4.27,Jonnu Smith
152,Dyami Brown,JAC,WR60,140,163,152.7,6.8,3.57,60,#N/A,Dyami Brown
153,Tyjae Spears,TEN,RB39,117,165,155.3,12.9,5.99,39,3.88,Tyjae Spears
154,Xavier Legette,CAR,WR61,142,175,156.1,11.4,3.37,61,#N/A,Xavier Legette
155,Michael Wilson,ARI,WR62,131,173,156.4,12.2,3.11,62,#N/A,Michael Wilson
156,Kendre Miller,NO,RB40,147,167,156.4,6.5,5.65,40,2.44,Kendre Miller
157,Oronde Gadsden II,LAC,TE25,140,207,158.4,19.2,5.69,25,2.83,Oronde Gadsden II
158,Hassan Haskins,LAC,RB41,141,166,158.9,7.8,5.35,41,0.22,Hassan Haskins
159,Olamide Zaccheaus,CHI,WR63,149,168,160.1,6.1,2.85,63,#N/A,Olamide Zaccheaus
160,Juwan Johnson,NO,TE26,153,172,160.6,7.3,5.28,26,0.35,Juwan Johnson
161,Michael Carter,ARI,RB42,148,167,161.6,5,5.07,42,#N/A,Michael Carter
162,Zay Jones,ARI,WR64,138,178,162.7,15.7,2.63,64,#N/A,Zay Jones
163,Kameron Johnson,TB,WR65,149,190,164.4,10.9,2.39,65,#N/A,Kameron Johnson
164,Darnell Washington,PIT,TE27,154,182,164.4,9.1,5.01,27,#N/A,Darnell Washington
165,J.J. McCarthy,MIN,QB31,45,252,165.7,84.7,4.19,31,#N/A,J.J. McCarthy
166,Luke McCaffrey,WAS,WR66,159,190,167.6,8.3,2.16,66,#N/A,Luke McCaffrey
167,Jalen Tolbert,DAL,WR67,156,198,169.9,11.5,1.96,67,#N/A,Jalen Tolbert
168,Bhayshul Tuten,JAC,RB43,163,182,172.4,6.9,4.68,43,#N/A,Bhayshul Tuten
169,Parker Washington,JAC,WR68,161,187,174.6,6.3,1.79,68,#N/A,Parker Washington
170,Jaylin Lane,WAS,WR69,163,192,175.1,7.3,1.55,69,#N/A,Jaylin Lane
171,Tyler Higbee,LAR,TE28,155,205,176.4,15.6,4.70,28,#N/A,Tyler Higbee
172,JuJu Smith-Schuster,KC,WR70,163,203,176.8,12.1,1.33,70,#N/A,JuJu Smith-Schuster
173,Blake Corum,LAR,RB44,168,189,177,6.9,4.49,44,#N/A,Blake Corum
174,Tommy Tremble,CAR,TE29,165,197,178.6,8.8,4.49,29,#N/A,Tommy Tremble
175,Isaac TeSlaa,DET,WR71,171,193,179.6,5.9,1.17,71,#N/A,Isaac TeSlaa
176,Noah Fant,CIN,TE30,163,191,179.7,8.7,4.35,30,#N/A,Noah Fant
177,DeMario Douglas,NE,WR72,165,193,180.3,9.3,0.99,72,#N/A,DeMario Douglas
178,Lil'Jordan Humphrey,NYG,WR73,162,199,180.6,10.5,0.77,73,#N/A,Lil'Jordan Humphrey
179,Jaydon Blue,DAL,RB45,172,189,180.6,3.9,4.15,45,#N/A,Jaydon Blue
180,Demarcus Robinson,SF,WR74,171,226,181.6,15.8,0.62,74,#N/A,Demarcus Robinson
181,Jeremy McNichols,WAS,RB46,170,196,183,8.9,3.92,46,#N/A,Jeremy McNichols
182,Van Jefferson,TEN,WR75,162,201,183.9,12.3,0.58,75,#N/A,Van Jefferson
183,Puka Nacua,LAR,WR76,104,198,153.2,29.5,0.45,76,#N/A,Puka Nacua
184,Colston Loveland,CHI,TE31,163,204,186,10.5,4.09,31,#N/A,Colston Loveland
185,Brashard Smith,KC,RB47,168,195,186.2,8,3.70,47,#N/A,Brashard Smith
186,Sean Tucker,TB,RB48,182,192,186.8,3,3.46,48,#N/A,Sean Tucker
187,Isaiah Davis,NYJ,RB49,170,196,187,6.9,3.19,49,#N/A,Isaiah Davis
188,Jalen Coker,CAR,WR77,139,202,174.4,22.1,0.04,77,#N/A,Jalen Coker
189,Dontayvion Wicks,GB,WR78,164,212,189.2,12.5,0.04,78,#N/A,Dontayvion Wicks
190,Tyrone Tracy Jr.,NYG,RB50,169,197,191.1,7.8,3.05,50,#N/A,Tyrone Tracy Jr.
191,Ricky Pearsall,SF,WR79,138,203,181.1,18.1,#N/A,79,#N/A,Ricky Pearsall
192,Jerome Ford,CLE,RB51,172,203,194.6,8,2.79,51,#N/A,Jerome Ford
193,Marvin Harrison Jr.,ARI,WR80,134,210,167.9,25.6,#N/A,80,#N/A,Marvin Harrison Jr.
194,Jayden Higgins,HOU,WR81,176,220,198.4,14.9,#N/A,81,#N/A,Jayden Higgins
195,Kyle Monangai,CHI,RB52,185,212,199.8,9.5,2.60,52,#N/A,Kyle Monangai
196,Samaje Perine,CIN,RB53,191,214,200.8,7.5,2.44,53,#N/A,Samaje Perine
197,Mike Evans,TB,WR82,152,208,190.7,15.2,#N/A,82,#N/A,Mike Evans
198,Jake Tonges,SF,TE32,163,228,204.1,15.1,3.92,32,#N/A,Jake Tonges
199,Brandin Cooks,NO,WR83,193,230,204.7,9.8,#N/A,83,#N/A,Brandin Cooks
200,Pat Bryant,DEN,WR84,189,217,205.4,7.6,#N/A,84,#N/A,Pat Bryant
201,Cole Kmet,CHI,TE33,195,216,206.6,5.7,3.66,33,#N/A,Cole Kmet
202,Ollie Gordon II,MIA,RB54,197,219,206.6,6.2,2.17,54,#N/A,Ollie Gordon II
203,Jalin Hyatt,NYG,WR85,192,241,207,13.3,#N/A,85,#N/A,Jalin Hyatt
204,Mack Hollins,NE,WR86,201,228,208.6,7.1,#N/A,86,#N/A,Mack Hollins
205,Carson Wentz,MIN,QB32,45,278,183.3,77.8,3.13,32,#N/A,Carson Wentz
206,David Njoku,CLE,TE34,177,233,198.3,15.5,3.45,34,#N/A,David Njoku
207,Greg Dortch,ARI,WR87,187,218,204.8,10,#N/A,87,#N/A,Greg Dortch
208,Chuba Hubbard,CAR,RB55,180,301,216.7,34.5,1.97,55,#N/A,Chuba Hubbard
209,Brian Robinson Jr.,SF,RB56,204,227,217.1,6.7,1.83,56,#N/A,Brian Robinson Jr.
210,Dylan Sampson,CLE,RB57,211,226,220.1,4.6,1.61,57,#N/A,Dylan Sampson
211,Zavier Scott,MIN,RB58,213,231,220.2,4.7,1.51,58,#N/A,Zavier Scott
212,Quentin Johnston,LAC,WR88,149,203,181.3,16.7,#N/A,88,#N/A,Quentin Johnston
213,Raheem Mostert,LV,RB59,213,247,221.6,8.7,1.43,59,#N/A,Raheem Mostert
214,Tyler Lockett,TEN,WR89,203,216,211.1,3.7,#N/A,89,#N/A,Tyler Lockett
215,Andrei Iosivas,CIN,WR90,183,232,211.5,12.1,#N/A,90,#N/A,Andrei Iosivas
216,Emanuel Wilson,GB,RB60,205,234,222.8,8,1.27,60,#N/A,Emanuel Wilson
217,Nick Westbrook-Ikhine,MIA,WR91,198,245,213,12.3,#N/A,91,#N/A,Nick Westbrook-Ikhine
218,Calvin Ridley,TEN,WR92,186,218,200.2,10.9,#N/A,92,#N/A,Calvin Ridley
219,Allen Lazard,NYJ,WR93,181,246,215.9,18.4,#N/A,93,#N/A,Allen Lazard
220,Tre Harris,LAC,WR94,179,246,209.9,22.4,#N/A,94,#N/A,Tre Harris
221,Kaleb Johnson,PIT,RB61,220,255,232.6,11.7,1.02,61,#N/A,Kaleb Johnson
222,Devin Singletary,NYG,RB62,222,256,234.2,10.3,0.92,62,#N/A,Devin Singletary
223,Dalton Schultz,HOU,TE35,156,232,200.6,21.8,3.18,35,#N/A,Dalton Schultz
224,Jalen Nailor,MIN,WR95,198,235,216.2,10.4,#N/A,95,#N/A,Jalen Nailor
225,Garrett Wilson,NYJ,WR96,149,236,184.3,26.7,#N/A,96,#N/A,Garrett Wilson
226,Trevor Etienne,CAR,RB63,224,261,237.6,12.8,0.81,63,#N/A,Trevor Etienne
227,Brock Bowers,LV,TE36,177,236,205.5,19.9,2.97,36,#N/A,Brock Bowers
228,Chimere Dike,TEN,WR97,213,232,221.9,5.9,#N/A,97,#N/A,Chimere Dike
229,DJ Giddens,IND,RB64,224,274,243,16.6,0.73,64,#N/A,DJ Giddens
230,Emari Demercado,ARI,RB65,225,268,243.4,14.4,0.58,65,#N/A,Emari Demercado
231,Emeka Egbuka,TB,WR98,173,223,195.9,14.4,#N/A,98,#N/A,Emeka Egbuka
232,Jack Bech,LV,WR99,198,254,226.2,17.1,#N/A,99,#N/A,Jack Bech
233,LeQuint Allen Jr.,JAC,RB66,226,293,247.7,19.8,0.38,66,#N/A,LeQuint Allen Jr.
234,Jimmy Horn Jr.,CAR,WR100,191,237,219.5,15.3,#N/A,100,#N/A,Jimmy Horn Jr.
235,A.J. Dillon,PHI,RB67,225,296,251,20.7,0.23,67,#N/A,A.J. Dillon
236,Arian Smith,NYJ,WR101,174,255,222.6,21,#N/A,101,#N/A,Arian Smith
237,Kyle Juszczyk,SF,RB68,217,278,246.8,19,0.16,68,#N/A,Kyle Juszczyk
238,Will Shipley,PHI,RB69,227,305,255.2,23.2,0.10,69,#N/A,Will Shipley
239,Chris Brooks,GB,RB70,229,298,256.3,21.6,0.02,70,#N/A,Chris Brooks
240,Xavier Hutchinson,HOU,WR102,206,240,220.4,11.8,#N/A,102,#N/A,Xavier Hutchinson
241,Chris Moore,WAS,WR103,179,250,223.3,22.6,#N/A,103,#N/A,Chris Moore
242,Noah Gray,KC,TE37,216,248,230.6,12.2,2.70,37,#N/A,Noah Gray
243,Jahan Dotson,PHI,WR104,224,243,231.6,5.8,#N/A,104,#N/A,Jahan Dotson
244,Pat Freiermuth,PIT,TE38,210,235,215.8,8.7,2.53,38,#N/A,Pat Freiermuth
245,Dont'e Thornton Jr.,LV,WR105,223,245,234,6.8,#N/A,105,#N/A,Dont'e Thornton Jr.
246,Tutu Atwell,LAR,WR106,203,241,221.5,15.8,#N/A,106,#N/A,Tutu Atwell
247,Elijah Arroyo,SEA,TE39,212,237,222.5,10.1,2.31,39,#N/A,Elijah Arroyo
248,KaVontae Turpin,DAL,WR107,159,242,206.8,28.2,#N/A,107,#N/A,KaVontae Turpin
249,Cam Akers,MIN,RB71,233,314,263.4,27.5,#N/A,71,#N/A,Cam Akers
250,Daniel Bellinger,NYG,TE40,214,247,231.2,13.2,2.13,40,#N/A,Daniel Bellinger
251,Kyler Murray,ARI,QB33,225,307,255.8,28.1,2.44,33,#N/A,Kyler Murray
252,Dameon Pierce,HOU,RB72,236,307,264.7,25.4,#N/A,72,#N/A,Dameon Pierce
253,Casey Washington,ATL,WR108,213,249,233.3,11.4,#N/A,108,#N/A,Casey Washington
254,Tyler Johnson,NYJ,WR109,216,249,234.7,10.4,#N/A,109,#N/A,Tyler Johnson
255,Chris Rodriguez Jr.,WAS,RB73,236,311,266.2,22.5,#N/A,73,#N/A,Chris Rodriguez Jr.
256,Gunnar Helm,TEN,TE41,207,244,222.6,15.1,2.01,41,#N/A,Gunnar Helm
257,Elijah Higgins,ARI,TE42,233,266,243.7,11.5,1.84,42,#N/A,Elijah Higgins
258,Julian Hill,MIA,TE43,231,278,244.3,16.1,1.77,43,#N/A,Julian Hill
259,Darnell Mooney,ATL,WR110,214,247,228,11.3,#N/A,110,#N/A,Darnell Mooney
260,Davis Allen,LAR,TE44,208,242,229.8,13.1,1.59,44,#N/A,Davis Allen
261,Scotty Miller,PIT,WR111,202,265,232.2,20.1,#N/A,111,#N/A,Scotty Miller
262,Mitchell Evans,CAR,TE45,232,277,249.2,17.2,1.52,45,#N/A,Mitchell Evans
263,Will Dissly,LAC,TE46,231,281,249.3,16.1,1.28,46,#N/A,Will Dissly
264,Jaylin Noel,HOU,WR112,201,253,235.8,20.7,#N/A,112,#N/A,Jaylin Noel
265,Roschon Johnson,CHI,RB74,241,330,271.8,27.6,#N/A,74,#N/A,Roschon Johnson
266,Austin Hooper,NE,TE47,218,263,238,16.9,1.24,47,#N/A,Austin Hooper
267,Jamari Thrash,CLE,WR113,229,254,242.4,8.9,#N/A,113,#N/A,Jamari Thrash
268,Johnny Mundt,JAC,TE48,223,269,246.4,15.7,1.18,48,#N/A,Johnny Mundt
269,Josh Oliver,MIN,TE49,227,279,248,18.7,1.09,49,#N/A,Josh Oliver
270,Roman Wilson,PIT,WR114,202,258,231,23.9,#N/A,114,#N/A,Roman Wilson
271,Nyheim Hines,LAC,RB75,250,313,273.1,22.3,#N/A,75,#N/A,Nyheim Hines
272,Nate Adkins,DEN,TE50,188,283,251.4,33.5,0.84,50,#N/A,Nate Adkins
273,Terrance Ferguson,LAR,TE51,234,273,253.8,15.5,0.70,51,#N/A,Terrance Ferguson
274,Devaughn Vele,NO,WR115,173,276,236.5,38.8,#N/A,115,#N/A,Devaughn Vele
275,Tahj Brooks,CIN,RB76,242,346,279.6,32.4,#N/A,76,#N/A,Tahj Brooks
276,Julius Chestnut,TEN,RB77,240,348,280.1,33.6,#N/A,77,#N/A,Julius Chestnut
277,Jeremy Ruckert,NYJ,TE52,245,274,259.8,10.5,0.64,52,#N/A,Jeremy Ruckert
278,Dylan Laube,LV,RB78,244,351,283.1,33.1,#N/A,78,#N/A,Dylan Laube
