"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"145","Oronde Gadsden II",LAC,"TE21","129","186","147.1","9.6"
"146","Jayden Higgins",HOU,"WR55","119","167","147.2","9.7"
"147","John Metchie III",NYJ,"WR56","139","153","147.5","3.6"
"148","Olamide Zaccheaus",CHI,"WR57","119","182","150.2","13.2"
"149","Chuba Hubbard",CAR,"RB40","139","170","151.1","9.0"
"150","Chig Okonkwo",TEN,"TE22","142","186","153.1","8.0"
"151","Devin Singletary",NYG,"RB41","144","173","154.8","9.1"
"152","Michael Mayer",LV,"TE23","113","215","147.8","19.1"
"153","Darnell Mooney",ATL,"WR58","145","169","155.9","5.6"
"154","Evan Engram",DEN,"TE24","147","188","157.0","7.9"
"155","Elic Ayomanor",TEN,"WR59","146","177","157.5","5.2"
"156","Jack Bech",LV,"WR60","134","183","158.3","9.2"
"157","Emari Demercado",ARI,"RB42","147","173","158.6","5.8"
"158","Kendrick Bourne",SF,"WR61","139","196","159.8","14.0"
"159","Emanuel Wilson",GB,"RB43","126","207","160.7","20.1"
"160","Malik Washington",MIA,"WR62","153","184","162.4","6.8"
"161","Mark Andrews",BAL,"TE25","152","180","162.5","8.1"
"162","Jeremy McNichols",WAS,"RB44","144","207","165.4","18.2"
"163","Tyler Allgeier",ATL,"RB45","144","175","166.1","9.0"
"164","Lamar Jackson",BAL,"QB32","24","322","80.8","91.9"
"165","Jaleel McLaughlin",DEN,"RB46","154","198","168.5","9.2"
"166","Tre Harris",LAC,"WR63","155","196","169.0","9.8"
"167","Rachaad White",TB,"RB47","159","195","169.8","8.2"
"168","Xavier Legette",CAR,"WR64","161","196","170.7","9.5"
"169","Marvin Mims Jr.",DEN,"WR65","158","189","168.5","7.9"
"170","Kyle Williams",NE,"WR66","151","268","178.3","18.6"
"171","Gunnar Helm",TEN,"TE26","158","204","178.3","9.9"
"172","Jalen McMillan",TB,"WR67","160","227","179.0","15.1"
"173","Keaton Mitchell",BAL,"RB48","171","207","179.1","9.3"
"174","Darnell Washington",PIT,"TE27","154","213","180.7","12.8"
"175","Adam Thielen",PIT,"WR68","157","242","180.7","15.6"
"176","Konata Mumpfield",LAR,"WR69","157","226","180.8","16.4"
"177","Marquise Brown",KC,"WR70","153","200","174.3","13.4"
"178","Cade Otton",TB,"TE28","157","213","181.8","10.8"
"179","Kareem Hunt",KC,"RB49","163","206","182.4","14.8"
"180","Pat Freiermuth",PIT,"TE29","164","209","187.2","9.4"
"181","Isaiah Likely",BAL,"TE30","165","210","188.5","9.6"
"182","Christian Kirk",HOU,"WR71","159","197","175.7","9.4"
"183","Ty Johnson",BUF,"RB50","168","214","190.7","12.0"
"184","Trayveon Williams",CLE,"RB51","166","247","191.4","18.9"
"185","Luke Musgrave",GB,"TE31","164","217","192.5","12.8"
"186","Malik Davis",DAL,"RB52","167","225","194.7","13.6"
"187","Isaiah Williams",NYJ,"WR72","159","224","188.8","10.6"
"188","Terrance Ferguson",LAR,"TE32","179","218","196.3","11.4"
"189","Brian Robinson Jr.",SF,"RB53","175","218","197.4","10.9"
"190","Jalen Nailor",MIN,"WR73","176","211","191.9","8.4"
"191","Dylan Sampson",CLE,"RB54","101","319","187.5","52.8"
"192","Sean Tucker",TB,"RB55","172","231","200.4","13.5"
"193","Marquez Valdes-Scantling",PIT,"WR74","165","250","194.9","15.7"
"194","KaVontae Turpin",DAL,"WR75","159","232","188.6","21.8"
"195","Kevin Austin Jr.",NO,"WR76","178","230","195.8","12.2"
"196","Andrei Iosivas",CIN,"WR77","177","239","189.9","14.9"
"197","Isaac TeSlaa",DET,"WR78","178","220","196.7","8.5"
"198","Treylon Burks",WAS,"WR79","161","254","191.9","22.6"
"199","Evan Hull",NO,"RB56","174","227","205.6","12.1"
"200","Tyler Huntley",BAL,"QB33","52","278","148.5","96.4"
"201","Isaiah Davis",NYJ,"RB57","185","227","210.3","9.2"
"202","Elijah Higgins",ARI,"TE33","164","236","199.5","17.0"
"203","Van Jefferson",TEN,"WR80","180","228","199.7","11.8"
"204","Jawhar Jordan",HOU,"RB58","170","261","206.0","20.0"
"205","Luther Burden III",CHI,"WR81","91","311","170.5","50.1"
"206","Mason Tipton",NO,"WR82","167","225","194.7","13.5"
"207","Demarcus Robinson",SF,"WR83","185","238","202.8","12.6"
"208","Dawson Knox",BUF,"TE34","202","218","210.8","4.6"
"209","Rashod Bateman",BAL,"WR84","192","232","205.7","10.2"
"210","Joshua Palmer",BUF,"WR85","169","242","205.8","16.2"
"211","Jaylen Wright",MIA,"RB59","174","229","213.8","10.7"
"212","Nick Chubb",HOU,"RB60","175","263","214.4","14.9"
"213","JuJu Smith-Schuster",KC,"WR86","183","260","211.7","18.5"
"214","Jordan Love",GB,"QB34","28","286","160.4","102.2"
"215","Ja'Tavion Sanders",CAR,"TE35","177","237","214.5","9.4"
"216","DeAndre Hopkins",BAL,"WR87","183","235","211.7","11.7"
"217","Zavier Scott",MIN,"RB61","202","264","227.3","12.4"
"218","Matthew Golden",GB,"WR88","169","257","217.0","20.2"
"219","DeMario Douglas",NE,"WR89","181","308","205.1","23.0"
"220","Isaiah Bond",CLE,"WR90","194","242","218.7","9.6"
"221","Lil'Jordan Humphrey",DEN,"WR91","178","246","206.7","20.5"
"222","Tank Bigsby",PHI,"RB62","197","297","236.7","22.0"
"223","LeQuint Allen Jr.",JAC,"RB63","199","275","220.6","12.9"
"224","Cole Kmet",CHI,"TE36","186","228","208.5","9.7"
"225","Isaiah Hodgins",NYG,"WR92","200","269","225.1","12.6"
"226","Dontayvion Wicks",GB,"WR93","200","257","229.7","9.0"
"227","Cedric Tillman",CLE,"WR94","211","320","230.2","18.1"
"228","Davis Allen",LAR,"TE37","203","238","217.0","8.5"
"229","Corey Kiner",ARI,"RB64","207","288","234.0","17.8"
"230","Hassan Haskins",LAC,"RB65","195","359","242.6","30.0"
"231","Rasheen Ali",BAL,"RB66","218","277","244.7","14.3"
"232","Tyler Badie",DEN,"RB67","222","273","242.6","13.5"
"233","Josh Oliver",MIN,"TE38","182","240","210.6","16.0"
"234","D'Ernest Johnson",NE,"RB68","176","385","249.8","41.3"
"235","Tyrell Shavers",BUF,"WR95","199","246","228.6","11.2"
"236","Xavier Smith",LAR,"WR96","225","254","237.2","6.9"
"237","Xavier Hutchinson",HOU,"WR97","228","255","237.6","6.9"
"238","Kalif Raymond",DET,"WR98","215","275","244.1","10.9"
"239","Greg Dulcich",MIA,"TE39","210","250","225.5","10.3"
"240","Jonnu Smith",PIT,"TE40","209","249","225.8","10.4"
"241","Calvin Austin III",PIT,"WR99","154","266","226.2","23.2"
"242","Ollie Gordon II",MIA,"RB69","223","325","256.9","23.4"
"243","David Sills V",ATL,"WR100","202","261","241.6","10.9"
"244","Jahan Dotson",PHI,"WR101","233","262","243.2","6.7"
"245","Raheem Mostert",LV,"RB70","229","284","256.6","15.1"
"246","Chris Brooks",GB,"RB71","230","292","262.1","14.9"
"247","Kyle Juszczyk",SF,"RB72","209","292","249.8","18.4"
"248","Jonathan Mingo",DAL,"WR102","235","267","244.3","8.6"
"249","Ben Sinnott",WAS,"TE41","206","249","229.0","9.1"
"250","Tyler Lockett",LV,"WR103","185","247","230.1","16.6"
"251","Ray Davis",BUF,"RB73","242","339","270.8","22.9"
"252","Tutu Atwell",LAR,"WR104","232","298","250.4","13.3"
"253","Ameer Abdullah",IND,"RB74","223","298","263.7","17.7"
"254","Shane Zylstra",DET,"TE42","228","240","232.9","4.0"
"255","Kayshon Boutte",NE,"WR105","163","313","222.9","33.0"
"256","Brashard Smith",KC,"RB75","239","292","264.3","15.1"
"257","Malachi Corley",CLE,"WR106","202","276","237.7","14.9"
"258","Xavier Weaver",ARI,"WR107","232","281","250.8","12.2"
"259","TreVeyon Henderson",NE,"RB76","115","316","237.0","51.5"
"260","Jake Tonges",SF,"TE43","166","318","245.6","43.3"
"261","Jeremy Ruckert",NYJ,"TE44","219","252","237.2","5.9"
"262","Kimani Vidal",LAC,"RB77","166","305","240.9","43.2"
"263","Brandin Cooks",BUF,"WR108","221","280","250.8","13.6"
"264","Ricky Pearsall",SF,"WR109","139","314","238.6","44.5"
"265","Jahdae Walker",CHI,"WR110","205","310","248.1","20.5"
"266","Will Shipley",PHI,"RB78","253","336","287.0","28.2"
"267","Dare Ogunbowale",HOU,"RB79","248","314","274.4","19.9"
"268","Austin Hooper",NE,"TE45","228","277","246.6","14.8"
"269","Tommy Tremble",CAR,"TE46","238","259","250.8","6.0"
"270","Tim Patrick",JAC,"WR111","244","285","261.9","10.1"
"271","Adam Trautman",DEN,"TE47","249","272","255.1","6.5"
"272","Kaleb Johnson",PIT,"RB80","248","397","299.4","42.5"
"273","Anthony Firkser",DET,"TE48","249","283","259.8","9.8"
"274","Jackson Hawes",BUF,"TE49","252","281","264.3","8.6"
"275","Tanner Hudson",CIN,"TE50","250","272","259.5","6.5"
"276","Hunter Luepke",DAL,"RB81","244","284","259.6","13.5"
"277","Cade Stover",HOU,"TE51","240","277","256.8","10.2"
"278","Jaylin Noel",HOU,"WR112","233","277","257.4","13.3"
"279","Rome Odunze",CHI,"WR113","228","321","259.6","31.4"
"280","Scotty Miller",PIT,"WR114","246","301","264.7","15.3"
"281","Stone Smartt",NYJ,"TE52","246","366","274.8","29.7"
"282","Roman Wilson",PIT,"WR115","241","281","256.8","13.9"
"283","Ty Chandler",MIN,"RB82","256","325","294.4","20.7"
"284","Tyler Goodson",IND,"RB83","250","362","307.3","36.7"
"285","Noah Gray",KC,"TE53","263","287","272.9","8.0"
"286","John Bates",WAS,"TE54","249","300","274.5","12.0"
"287","Cedrick Wilson Jr.",MIA,"WR116","243","305","276.4","19.6"
"288","Dylan Laube",LV,"RB84","260","372","307.4","33.7"
"289","Daniel Bellinger",NYG,"TE55","259","285","268.5","7.8"
"290","Ian Thomas",LV,"TE56","240","314","269.8","17.7"
"291","Jordan Whittington",LAR,"WR117","245","328","283.0","19.6"
"292","C.J. Ham",MIN,"RB85","252","377","306.7","32.5"
"293","Drew Sample",CIN,"TE57","263","297","277.7","9.8"
"294","Gage Larvadain",CLE,"WR118","244","302","284.0","16.3"
"295","Alec Ingold",MIA,"RB86","274","313","294.5","14.3"
"296","Patrick Ricard",BAL,"RB87","259","384","309.7","35.2"
"297","Trevor Etienne",CAR,"RB88","262","390","316.2","38.9"
"298","Tahj Brooks",CIN,"RB89","266","357","310.5","25.6"
"299","Theo Wease Jr.",MIA,"WR119","221","312","267.2","21.6"
"300","Jack Stoll",NO,"TE58","271","287","282.8","5.2"
"301","Will Dissly",LAC,"TE59","271","299","283.6","7.9"
"302","Adam Prentice",DEN,"RB90","269","361","302.7","27.5"
"303","Mitchell Evans",CAR,"TE60","272","298","284.2","6.6"
"304","James Proche II",TEN,"WR120","265","306","280.2","12.1"
"305","Chris Moore",WAS,"WR121","261","295","281.3","11.9"
"306","Tez Johnson",TB,"WR122","279","304","295.0","8.5"
"307","Jalen Tolbert",DAL,"WR123","251","325","289.7","22.8"
"308","Mitch Tinsley",CIN,"WR124","269","309","290.2","13.5"
"309","Dont'e Thornton Jr.",LV,"WR125","276","307","294.5","11.5"
"310","Jalen Royals",KC,"WR126","257","323","298.2","18.9"
"311","Kendall Milton",CIN,"RB91","262","385","317.1","41.9"
"312","Mo Alie-Cox",IND,"TE61","282","317","299.9","12.2"
"313","Quintin Morris",JAC,"TE62","280","314","290.8","9.9"
"314","Jimmy Horn Jr.",CAR,"WR127","272","303","292.3","9.2"
"315","Arian Smith",NYJ,"WR128","270","327","305.5","14.4"
"316","Josh Whyle",GB,"TE63","278","308","286.8","9.0"
"317","Bhayshul Tuten",JAC,"RB92","216","383","306.1","50.0"
"318","Dante Pettis",NO,"WR129","284","303","296.8","5.8"
"319","Tyrod Taylor",NYJ,"QB35","253","410","310.6","43.1"
"320","KeAndre Lambert-Smith",LAC,"WR130","306","356","322.4","14.2"
"321","Tyler Johnson",NYJ,"WR131","286","312","303.6","7.8"
"322","Darius Cooper",PHI,"WR132","298","329","311.8","10.2"
"323","Chase Edmonds",WAS,"RB93","271","383","331.0","39.2"
"324","Julian Hill",MIA,"TE64","294","310","299.4","6.4"
"325","Noah Fant",CIN,"TE65","267","291","283.0","7.9"
"326","Cam Akers",SEA,"RB94","283","380","333.6","37.9"
"327","Julius Chestnut",TEN,"RB95","280","387","334.7","40.6"
"328","Eric Gray",NYG,"RB96","290","370","336.0","30.7"
"329","Devin Duvernay",CHI,"WR133","300","347","321.0","17.2"
"330","Mecole Hardman Jr.",BUF,"WR134","307","338","321.5","11.6"
"331","Charlie Kolar",BAL,"TE66","288","335","310.1","15.0"
"332","Luke Schoonmaker",DAL,"TE67","289","299","295.8","3.4"
"333","Khalil Herbert",NYJ,"RB97","284","396","346.4","42.1"
"334","Kalel Mullings",TEN,"RB98","285","397","346.7","43.0"
"335","Reggie Gilliam",BUF,"RB99","281","394","342.1","42.7"
"336","Connor Heyward",PIT,"TE68","289","343","315.1","14.8"
"337","Jaret Patterson",LAC,"RB100","279","387","316.1","36.9"
"338","Ben Sims",MIN,"TE69","290","332","305.8","14.1"
"339","Blake Whiteheart",CLE,"TE70","296","316","305.8","8.1"
"340","Luke Farrell",SF,"TE71","283","297","287.2","5.1"
"341","Jalen Brooks",ARI,"WR135","302","319","307.3","5.5"
"342","Charlie Woerner",ATL,"TE72","301","316","308.0","5.4"
"343","Mason Taylor",NYJ,"TE73","217","311","260.5","35.1"
"344","Skyy Moore",SF,"WR136","307","331","323.1","7.5"
"345","Savion Williams",GB,"WR137","300","339","327.3","15.2"
"346","Tai Felton",MIN,"WR138","307","352","328.3","12.7"
"347","Grant Calcaterra",PHI,"TE74","300","343","330.7","14.2"
"348","Efton Chism III",NE,"WR139","272","366","319.3","35.6"
"349","Dyami Brown",JAC,"WR140","302","352","333.4","16.5"
"350","Brevyn Spann-Ford",DAL,"TE75","289","342","321.8","18.5"
"351","Alex Bachman",LV,"WR141","306","364","334.1","15.8"
"352","Jelani Woods",NYJ,"TE76","288","340","310.2","18.0"
"353","Shedrick Jackson",LV,"WR142","276","337","312.8","22.5"
"354","Cody White",SEA,"WR143","324","340","329.3","5.7"
"355","Alvin Kamara",NO,"RB101","279","399","314.4","43.1"
"356","Johnny Mundt",JAC,"TE77","313","321","317.2","2.6"
"357","Eric Saubert",SEA,"TE78","316","335","322.0","7.5"
"358","Colson Yankoff",WAS,"TE79","271","344","324.0","28.3"
"359","Drew Ogletree",IND,"TE80","317","374","349.7","17.8"
"360","Jeff Driskel",WAS,"QB36","247","331","279.3","36.9"
"361","Brenden Bates",CLE,"TE81","315","372","330.6","21.0"
"362","Durham Smythe",CHI,"TE82","318","349","332.6","11.0"
"363","Zach Wilson",MIA,"QB37","265","325","289.3","25.8"
"364","Dylan Drummond",ATL,"WR144","320","364","348.3","14.1"
"365","Ben Skowronek",PIT,"WR145","326","347","338.8","6.9"
"366","Devontez Walker",BAL,"WR146","336","367","350.3","11.0"
"367","Carter Runyon",LV,"TE83","321","357","339.4","13.1"
"368","Ben Yurosek",MIN,"TE84","289","346","325.8","22.9"
"369","Payne Durham",TB,"TE85","332","391","353.8","18.5"
"370","Riley Leonard",IND,"QB38","263","324","303.7","28.8"
"371","Michael Bandy",DEN,"WR147","306","370","344.8","24.4"
"372","Jameis Winston",NYG,"QB39","264","326","304.3","28.6"
"373","Brycen Tremayne",CAR,"WR148","338","364","345.8","9.5"
"374","Joe Flacco",CIN,"QB40","269","330","308.7","28.1"
"375","Josiah Deguara",ARI,"TE86","319","387","347.6","22.0"
"376","River Cracraft",WAS,"WR149","339","354","348.0","5.0"
"377","Teddy Bridgewater",TB,"QB41","272","329","309.7","26.6"
"378","Tyson Bagent",CHI,"QB42","275","331","311.7","25.9"
"379","Kenny Pickett",LV,"QB43","281","330","312.0","22.0"
"380","Trey Lance",LAC,"QB44","280","332","312.7","23.2"
"381","Bo Melton",GB,"WR150","337","369","351.0","10.6"
"382","Mason Rudolph",PIT,"QB45","284","334","315.0","22.1"
"383","Davis Mills",HOU,"QB46","283","335","315.3","23.0"
"384","LaJohntay Wester",BAL,"WR151","353","373","361.0","6.9"
"385","Kylen Granson",PHI,"TE87","297","387","352.6","30.8"
"386","Pharaoh Brown",ARI,"TE88","329","376","353.4","17.7"
"387","Nick Westbrook-Ikhine",MIA,"WR152","295","364","318.7","32.1"
"388","David Martin-Robinson",TEN,"TE89","350","389","358.8","15.1"
"389","Gunner Olszewski",NYG,"WR153","348","366","359.4","6.6"
"390","Joe Milton III",DAL,"QB47","253","333","293.0","40.0"
"391","Keon Coleman",BUF,"WR154","308","350","332.3","17.8"
"392","Ke'Shawn Williams",CIN,"WR155","347","379","361.8","11.6"
"393","Cam Grandy",CIN,"TE90","348","355","351.5","2.7"
"394","Jordan Watkins",SF,"WR156","331","369","351.8","15.1"
"395","Davante Adams",LAR,"WR157","190","190","190.0","0.0"
"396","Dee Eskridge",MIA,"WR158","348","375","363.0","9.6"
"397","Harrison Bryant",HOU,"TE91","358","380","363.2","8.4"
"398","Jalen Milroe",SEA,"QB48","266","336","301.0","35.0"
"399","Joshua Dobbs",NE,"QB49","267","337","302.0","35.0"
"400","Jimmy Garoppolo",LAR,"QB50","268","338","303.0","35.0"
"401","David Njoku",CLE,"TE92","271","335","303.0","32.0"
"402","British Brooks",HOU,"RB102","321","398","364.8","34.3"
"403","Mitchell Trubisky",BUF,"QB51","270","339","304.5","34.5"
"404","Nick Mullens",JAC,"QB52","271","340","305.5","34.5"
"405","Hunter Long",JAC,"TE93","297","316","306.5","9.5"
"406","Spencer Rattler",NO,"QB53","273","341","307.0","34.0"
"407","Laquon Treadwell",IND,"WR159","331","385","366.6","18.6"
"408","Jarrett Stidham",DEN,"QB54","274","342","308.0","34.0"
"409","Mac Jones",SF,"QB55","276","343","309.5","33.5"
"410","Hendon Hooker",NYJ,"QB56","277","344","310.5","33.5"
"411","Tanner McKee",PHI,"QB57","279","345","312.0","33.0"
"412","Deven Thompkins",ATL,"WR160","356","376","368.4","6.7"
"413","Brandon Allen",TEN,"QB58","282","346","314.0","32.0"
