RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
111,Cedric Tillman,CLE,WR44,109,117,113,2.1,8.05,44,8.37,Cedric Tillman
112,Jerry Jeudy,CLE,WR45,106,119,113.3,3.2,7.83,45,7.89,Jerry Jeudy
113,Keon Coleman,BUF,WR46,104,123,113.8,4.9,7.50,46,7.39,Keon Coleman
114,Tyrod Taylor,NYJ,QB32,43,189,115.9,49.4,3.13,32,#N/A,Tyrod Taylor
115,Cooper Kupp,SEA,WR47,111,122,117.4,3.4,7.21,47,6.85,Cooper Kupp
116,Juwan Johnson,NO,TE7,107,133,117.7,6.3,14.49,7,15.16,Juwan Johnson
117,Zach Charbonnet,SEA,RB31,105,130,117.8,7.7,8.58,31,9.72,Zach Charbonnet
118,Nick Chubb,HOU,RB32,99,132,118.5,10.8,7.97,32,9.19,Nick Chubb
119,TreVeyon Henderson,NE,RB33,105,137,118.5,11.4,7.57,33,8.63,TreVeyon Henderson
120,Kayshon Boutte,NE,WR48,112,124,119.1,3.3,6.99,48,6.27,Kayshon Boutte
121,Quentin Johnston,LAC,WR49,109,130,119.7,5.5,6.77,49,5.63,Quentin Johnston
122,Josh Downs,IND,WR50,112,132,122.5,5.2,6.50,50,4.92,Josh Downs
123,Rashid Shaheed,NO,WR51,115,127,123.3,2.8,6.19,51,4.11,Rashid Shaheed
124,Quinshon Judkins,CLE,RB34,99,132,123.6,10.1,7.35,34,8.04,Quinshon Judkins
125,Zach Ertz,WAS,TE8,117,134,123.8,5.8,13.14,8,14.52,Zach Ertz
126,Darnell Mooney,ATL,WR52,120,129,123.8,1.9,5.91,52,3.15,Darnell Mooney
127,Romeo Doubs,GB,WR53,120,128,125,2.2,5.70,53,1.95,Romeo Doubs
128,Jake Ferguson,DAL,TE9,114,132,125.9,6.1,12.34,9,13.91,Jake Ferguson
129,T.J. Hockenson,MIN,TE10,117,136,127.5,5.9,11.90,10,13.33,T.J. Hockenson
130,Troy Franklin,DEN,WR54,121,135,127.7,3.4,5.34,54,0.29,Troy Franklin
131,Elic Ayomanor,TEN,WR55,124,140,129.4,3.6,5.11,55,#N/A,Elic Ayomanor
132,Cam Skattebo,NYG,RB35,117,142,129.9,6.9,7.14,35,7.40,Cam Skattebo
133,Kyle Pitts Sr.,ATL,TE11,122,140,132.5,5.6,11.45,11,12.77,Kyle Pitts Sr.
134,Matthew Golden,GB,WR56,128,143,134.5,4.8,4.86,56,#N/A,Matthew Golden
135,Bhayshul Tuten,JAC,RB36,118,149,135.4,7.2,6.89,36,6.69,Bhayshul Tuten
136,Rashod Bateman,BAL,WR57,130,151,137.7,6.3,4.54,57,#N/A,#N/A
137,Dyami Brown,JAC,WR58,135,151,138.5,4.3,4.20,58,#N/A,#N/A
138,Dontayvion Wicks,GB,WR59,133,143,139.2,2.9,3.82,59,#N/A,Dontayvion Wicks
139,Calvin Austin III,PIT,WR60,128,148,140.2,5.8,3.57,60,#N/A,Calvin Austin III
140,David Njoku,CLE,TE12,139,147,141.4,2.4,10.79,12,12.23,David Njoku
141,Harold Fannin Jr.,CLE,TE13,134,147,141.6,3.7,10.39,13,11.69,Harold Fannin Jr.
142,Hunter Henry,NE,TE14,141,148,144.7,1.9,9.98,14,11.16,Hunter Henry
143,Evan Engram,DEN,TE15,133,167,145.7,8.9,9.59,15,10.62,Evan Engram
144,Trey Benson,ARI,RB37,141,151,146.5,3.9,6.53,37,5.90,Trey Benson
145,Mark Andrews,BAL,TE16,119,165,147.3,12.1,9.09,16,10.07,Mark Andrews
146,Dalton Kincaid,BUF,TE17,146,150,147.5,1.3,8.59,17,9.52,Dalton Kincaid
147,Tyrone Tracy Jr.,NYG,RB38,136,181,148.6,12.4,6.25,38,4.99,#N/A
148,Brenton Strange,JAC,TE18,147,158,149.9,3,8.30,18,8.94,Brenton Strange
149,Marvin Mims Jr.,DEN,WR61,141,163,150.6,7.6,3.37,61,#N/A,Marvin Mims Jr.
150,Chig Okonkwo,TEN,TE19,149,154,151.2,1.6,7.83,19,8.34,Chig Okonkwo
151,Tyler Allgeier,ATL,RB39,128,167,151.5,11.6,5.99,39,3.88,Tyler Allgeier
152,Joshua Palmer,BUF,WR62,128,161,151.7,8.4,3.11,62,#N/A,Joshua Palmer
153,DeMario Douglas,NE,WR63,139,177,152.9,8.8,2.85,63,#N/A,DeMario Douglas
154,Rachaad White,TB,RB40,118,168,153.8,14.1,5.65,40,2.44,Rachaad White
155,Ja'Tavion Sanders,CAR,TE20,149,164,153.9,4,7.52,20,7.70,Ja'Tavion Sanders
156,Tyquan Thornton,KC,WR64,143,162,155.2,5.8,2.63,64,#N/A,#N/A
157,DeAndre Hopkins,BAL,WR65,145,167,158.7,4.9,2.39,65,#N/A,#N/A
158,Adam Thielen,MIN,WR66,141,177,159.1,8.9,2.16,66,#N/A,#N/A
159,Jonnu Smith,PIT,TE21,149,165,159.4,4.8,7.28,21,7.00,Jonnu Smith
160,RJ Harvey,DEN,RB41,137,182,160.5,16.5,5.35,41,0.22,RJ Harvey
161,Xavier Legette,CAR,WR67,157,170,161.3,4,1.96,67,#N/A,#N/A
162,Pat Freiermuth,PIT,TE22,159,170,166.6,4.2,6.98,22,6.23,#N/A
163,Cade Otton,TB,TE23,153,177,167.7,5.4,6.57,23,5.34,Cade Otton
164,Tory Horton,SEA,WR68,157,207,168.4,13.7,1.79,68,#N/A,Tory Horton
165,Colston Loveland,CHI,TE24,156,192,168.5,9.5,6.14,24,4.27,Colston Loveland
166,Hunter Renfrow,CAR,WR69,139,197,169.8,14.3,1.55,69,#N/A,#N/A
167,Kareem Hunt,KC,RB42,154,181,170,9.5,5.07,42,#N/A,Kareem Hunt
168,Jerome Ford,CLE,RB43,162,188,170.3,8.8,4.68,43,#N/A,Jerome Ford
169,Alec Pierce,IND,WR70,157,194,170.8,10.4,1.33,70,#N/A,Alec Pierce
170,Jayden Higgins,HOU,WR71,162,204,170.8,11.1,1.17,71,#N/A,#N/A
171,Dalton Schultz,HOU,TE25,157,177,171.5,4.9,5.69,25,2.83,Dalton Schultz
172,Mike Gesicki,CIN,TE26,168,180,172.8,3.4,5.28,26,0.35,#N/A
173,Jalen Nailor,MIN,WR72,163,191,173.5,7.7,0.99,72,#N/A,#N/A
174,Theo Johnson,NYG,TE27,174,185,178.2,3.1,5.01,27,#N/A,Theo Johnson
175,Jake Tonges,SF,TE28,169,186,179.1,5.6,4.70,28,#N/A,Jake Tonges
176,Christian Kirk,HOU,WR73,143,196,168.1,15.9,0.77,73,#N/A,Christian Kirk
177,AJ Barner,SEA,TE29,175,190,180.5,3.9,4.49,29,#N/A,AJ Barner
178,Najee Harris,LAC,RB44,172,188,182.9,4.1,4.49,44,#N/A,Najee Harris
179,Braelon Allen,NYJ,RB45,177,199,183.5,5,4.15,45,#N/A,Braelon Allen
180,Dylan Sampson,CLE,RB46,166,190,183.6,6.2,3.92,46,#N/A,#N/A
181,Kenneth Gainwell,PIT,RB47,142,191,184.1,12.4,3.70,47,#N/A,Kenneth Gainwell
182,KaVontae Turpin,DAL,WR74,167,201,186.4,10.3,0.62,74,#N/A,KaVontae Turpin
183,Rico Dowdle,CAR,RB48,186,191,188.5,1.5,3.46,48,#N/A,Rico Dowdle
184,Brian Robinson Jr.,SF,RB49,180,196,188.7,3.7,3.19,49,#N/A,#N/A
185,Malik Washington,MIA,WR75,171,196,178.5,8,0.58,75,#N/A,Malik Washington
186,Darius Slayton,NYG,WR76,173,200,189.9,8.6,0.45,76,#N/A,Darius Slayton
187,Olamide Zaccheaus,CHI,WR77,159,209,181.8,19.3,0.04,77,#N/A,#N/A
188,Cole Kmet,CHI,TE30,174,210,185.8,9.7,4.35,30,#N/A,Cole Kmet
189,Jeremy McNichols,WAS,RB50,188,210,198.8,8.1,3.05,50,#N/A,Jeremy McNichols
190,Miles Sanders,DAL,RB51,191,216,199.3,6.5,2.79,51,#N/A,Miles Sanders
191,Ray Davis,BUF,RB52,186,219,199.5,8.6,2.60,52,#N/A,Ray Davis
192,Noah Fant,CIN,TE31,183,206,192.9,5.8,4.09,31,#N/A,Noah Fant
193,Justice Hill,BAL,RB53,166,215,202.4,13.9,2.44,53,#N/A,Justice Hill
194,Tre Tucker,LV,WR78,156,209,194.2,15.3,0.04,78,#N/A,Tre Tucker
195,Pat Bryant,DEN,WR79,174,273,203.5,34.5,#N/A,79,#N/A,#N/A
196,Woody Marks,HOU,RB54,190,220,207.1,10.1,2.17,54,#N/A,Woody Marks
197,Devontez Walker,BAL,WR80,175,285,207.2,35.3,#N/A,80,#N/A,Devontez Walker
198,Blake Corum,LAR,RB55,183,221,208.1,13.1,1.97,55,#N/A,#N/A
199,Xavier Worthy,KC,WR81,124,198,178.7,23.5,#N/A,81,#N/A,Xavier Worthy
200,Kyle Monangai,CHI,RB56,197,217,210.4,6.7,1.83,56,#N/A,Kyle Monangai
201,JuJu Smith-Schuster,KC,WR82,158,208,191.6,12.6,#N/A,82,#N/A,JuJu Smith-Schuster
202,Parker Washington,JAC,WR83,187,264,211,24.2,#N/A,83,#N/A,#N/A
203,Ollie Gordon II,MIA,RB57,203,222,213.1,6.6,1.61,57,#N/A,#N/A
204,Dallas Goedert,PHI,TE32,164,215,182.6,17.4,3.92,32,#N/A,Dallas Goedert
205,Dont'e Thornton Jr.,LV,WR84,174,208,197.7,11,#N/A,84,#N/A,#N/A
206,Tyler Higbee,LAR,TE33,192,202,198.6,4,3.66,33,#N/A,Tyler Higbee
207,Michael Wilson,ARI,WR85,173,209,199.1,9.1,#N/A,85,#N/A,Michael Wilson
208,Ray-Ray McCloud III,ATL,WR86,185,210,200,7.5,#N/A,86,#N/A,Ray-Ray McCloud III
209,Ty Johnson,BUF,RB58,208,230,218.4,6.9,1.51,58,#N/A,#N/A
210,A.J. Dillon,PHI,RB59,191,301,218.6,28.3,1.43,59,#N/A,#N/A
211,Marcus Mariota,WAS,QB33,155,232,211,25.9,2.44,33,#N/A,Marcus Mariota
212,Kendre Miller,NO,RB60,203,234,219.5,8.6,1.27,60,#N/A,Kendre Miller
213,Antonio Gibson,NE,RB61,198,231,220,9.4,1.02,61,#N/A,#N/A
214,Elijah Moore,BUF,WR87,194,280,212.3,24.9,#N/A,87,#N/A,#N/A
215,Chris Brooks,GB,RB62,201,235,222.8,9.5,0.92,62,#N/A,#N/A
216,Kaleb Johnson,PIT,RB63,197,274,224,20.3,0.81,63,#N/A,#N/A
217,Luke Farrell,SF,TE34,200,261,217.9,22.4,3.45,34,#N/A,#N/A
218,Andrei Iosivas,CIN,WR88,205,213,210.3,2.1,#N/A,88,#N/A,#N/A
219,Brandin Cooks,NO,WR89,211,222,215.9,3.7,#N/A,89,#N/A,#N/A
220,Adam Trautman,DEN,TE35,203,257,216.5,19.3,3.18,35,#N/A,#N/A
221,Isaiah Davis,NYJ,RB64,218,294,240.3,21.6,0.73,64,#N/A,#N/A
222,Zamir White,LV,RB65,208,299,240.9,22.6,0.58,65,#N/A,Zamir White
223,Isaac TeSlaa,DET,WR90,207,230,219.5,7.1,#N/A,90,#N/A,#N/A
224,Brycen Tremayne,CAR,WR91,172,278,208.9,29.7,#N/A,91,#N/A,#N/A
225,Noah Brown,WAS,WR92,198,219,209.1,6,#N/A,92,#N/A,Noah Brown
226,Samaje Perine,CIN,RB66,217,262,237,13.8,0.38,66,#N/A,Samaje Perine
227,LeQuint Allen Jr.,JAC,RB67,215,263,237.7,14.2,0.23,67,#N/A,#N/A
228,Chris Rodriguez Jr.,WAS,RB68,209,250,232.6,14.8,0.16,68,#N/A,#N/A
229,Jaylin Noel,HOU,WR93,205,245,216.8,10.9,#N/A,93,#N/A,#N/A
230,Tyler Badie,DEN,RB69,220,272,241.8,15.2,0.10,69,#N/A,Tyler Badie
231,Xavier Hutchinson,HOU,WR94,206,226,217.2,5.8,#N/A,94,#N/A,#N/A
232,Julius Chestnut,TEN,RB70,219,296,244.4,20.4,0.02,70,#N/A,#N/A
233,Savion Williams,GB,WR95,212,256,231.7,11.1,#N/A,95,#N/A,Savion Williams
234,Tutu Atwell,LAR,WR96,213,232,223,7.5,#N/A,96,#N/A,Tutu Atwell
235,Tyler Lockett,TEN,WR97,222,243,228.7,6.2,#N/A,97,#N/A,#N/A
236,Adonai Mitchell,IND,WR98,222,251,233.2,8.3,#N/A,98,#N/A,Adonai Mitchell
237,Tre Harris,LAC,WR99,225,242,233.2,4.9,#N/A,99,#N/A,Tre Harris
238,Emanuel Wilson,GB,RB71,224,275,248.6,15,#N/A,71,#N/A,#N/A
239,Mack Hollins,NE,WR100,221,249,235.8,6.9,#N/A,100,#N/A,#N/A
240,Nick Westbrook-Ikhine,MIA,WR101,222,257,235.8,10,#N/A,101,#N/A,#N/A
241,Luther Burden III,CHI,WR102,222,253,235.8,8.4,#N/A,102,#N/A,Luther Burden III
242,Jalen Tolbert,DAL,WR103,218,244,237.4,7.2,#N/A,103,#N/A,#N/A
243,Brashard Smith,KC,RB72,227,291,252.4,17.1,#N/A,72,#N/A,#N/A
244,DJ Giddens,IND,RB73,225,269,246.2,11.5,#N/A,73,#N/A,#N/A
245,Jordan Whittington,LAR,WR104,222,257,239.9,8.7,#N/A,104,#N/A,Jordan Whittington
246,Dameon Pierce,HOU,RB74,211,270,240.8,16.3,#N/A,74,#N/A,#N/A
247,Jahan Dotson,PHI,WR105,233,287,244.9,16.3,#N/A,105,#N/A,#N/A
248,Chimere Dike,TEN,WR106,243,258,248.1,5.1,#N/A,106,#N/A,#N/A
249,Tank Bigsby,PHI,RB75,232,299,255.6,17.3,#N/A,75,#N/A,#N/A
250,Roman Wilson,PIT,WR107,238,261,245.5,7.5,#N/A,107,#N/A,#N/A
251,Sterling Shepard,TB,WR108,205,248,236.3,15,#N/A,108,#N/A,Sterling Shepard
252,Sean Tucker,TB,RB76,229,302,260.7,17.6,#N/A,76,#N/A,Sean Tucker
253,Michael Mayer,LV,TE36,202,217,208.4,6,2.97,36,#N/A,Michael Mayer
254,Devaughn Vele,NO,WR109,240,277,251.3,12.4,#N/A,109,#N/A,#N/A
255,Isaiah Bond,CLE,WR110,243,284,251.8,14,#N/A,110,#N/A,Isaiah Bond
256,Mason Taylor,NYJ,TE37,170,215,189.8,19.3,2.70,37,#N/A,Mason Taylor
257,Austin Hooper,NE,TE38,203,223,215.2,6.8,2.53,38,#N/A,#N/A
258,Dawson Knox,BUF,TE39,202,250,220.6,16.8,2.31,39,#N/A,Dawson Knox
259,Devin Singletary,NYG,RB77,249,302,264.8,18.6,#N/A,77,#N/A,#N/A
260,Luke Musgrave,GB,TE40,205,266,231.6,22.6,2.13,40,#N/A,#N/A
261,Noah Gray,KC,TE41,185,239,213.8,24.9,2.01,41,#N/A,#N/A
262,Elijah Higgins,ARI,TE42,205,269,235.6,23.2,1.84,42,#N/A,Elijah Higgins
263,Grant Calcaterra,PHI,TE43,185,237,216.5,19.6,1.77,43,#N/A,Grant Calcaterra
264,Jeremy Ruckert,NYJ,TE44,199,265,237.8,23.3,1.59,44,#N/A,#N/A
265,Elijah Arroyo,SEA,TE45,213,240,220.5,11.3,1.52,45,#N/A,#N/A
266,Jaylin Lane,WAS,WR111,226,261,241.2,12.7,#N/A,111,#N/A,Jaylin Lane
267,Tyler Conklin,LAC,TE46,214,247,226.8,12.3,1.28,46,#N/A,#N/A
268,Tanner Conner,MIA,TE47,202,275,244.8,24.7,1.24,47,#N/A,#N/A
269,Tyler Johnson,NYJ,WR112,179,235,199.3,25.3,#N/A,112,#N/A,#N/A
270,Allen Lazard,NYJ,WR113,178,268,236.5,35.1,#N/A,113,#N/A,#N/A
271,Will Dissly,LAC,TE48,229,252,237.8,8.6,1.18,48,#N/A,Will Dissly
272,Gunnar Helm,TEN,TE49,234,256,243.8,7.9,1.09,49,#N/A,#N/A
273,Brock Wright,DET,TE50,193,276,244.8,31.2,0.84,50,#N/A,#N/A
274,Kalif Raymond,DET,WR114,235,267,248.5,11.6,#N/A,114,#N/A,#N/A
275,Tommy Tremble,CAR,TE51,241,260,252.5,7.7,0.70,51,#N/A,Tommy Tremble
276,Roschon Johnson,CHI,RB78,256,300,267,16.6,#N/A,78,#N/A,#N/A
277,Dylan Laube,LV,RB79,259,309,270,19.5,#N/A,79,#N/A,#N/A
278,Kendrick Bourne,SF,WR115,195,209,202,7,#N/A,115,#N/A,Kendrick Bourne
279,Craig Reynolds,DET,RB80,258,307,271.6,17.9,#N/A,80,#N/A,#N/A
280,Jack Bech,LV,WR116,241,274,261.8,12.6,#N/A,116,#N/A,#N/A
281,Isaac Guerendo,SF,RB81,262,305,273.2,16.5,#N/A,81,#N/A,Isaac Guerendo
282,Tylan Wallace,BAL,WR117,189,236,212.5,23.5,#N/A,117,#N/A,#N/A
283,Trevor Etienne,CAR,RB82,257,301,274.8,19.1,#N/A,82,#N/A,#N/A
284,Tahj Brooks,CIN,RB83,258,304,275.2,17.9,#N/A,83,#N/A,Tahj Brooks
