"RK","PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"137","Emari Demercado",ARI,"RB35","114","168","137.1","17.8"
"138","David Njoku",CLE,"TE23","120","165","137.9","11.2"
"139","Christian Kirk",HOU,"WR53","123","153","138.1","8.5"
"140","AJ Barner",SEA,"TE24","131","147","142.7","3.6"
"141","Sterling Shepard",TB,"WR54","122","160","145.9","10.9"
"142","Jalen Coker",CAR,"WR55","137","156","147.5","5.8"
"143","Xavier Legette",CAR,"WR56","138","154","148.7","3.7"
"144","Blake Corum",LAR,"RB36","139","176","148.7","10.5"
"145","Chuba Hubbard",CAR,"RB37","132","176","149.0","13.5"
"146","Michael Wilson",ARI,"WR57","136","155","149.3","4.1"
"147","Pat Freiermuth",PIT,"TE25","145","172","151.2","8.2"
"148","Mack Hollins",NE,"WR58","149","161","152.6","2.5"
"149","Isaiah Davis",NYJ,"RB38","130","176","153.0","16.3"
"150","Bhayshul Tuten",JAC,"RB39","129","177","156.2","16.5"
"151","Jonnu Smith",PIT,"TE26","146","163","157.0","6.0"
"152","Tyler Allgeier",ATL,"RB40","141","177","157.5","12.2"
"153","Xavier Hutchinson",HOU,"WR59","150","182","157.5","6.9"
"154","Cedric Tillman",CLE,"WR60","136","179","158.2","10.3"
"155","Terrell Jennings",NE,"RB41","127","235","158.7","22.3"
"156","Kenneth Gainwell",PIT,"RB42","139","173","159.1","13.0"
"157","Jaylin Lane",WAS,"WR61","147","189","160.5","9.7"
"158","Pat Bryant",DEN,"WR62","151","182","160.5","6.7"
"159","DeAndre Hopkins",BAL,"WR63","154","184","161.9","7.5"
"160","Isaiah Likely",BAL,"TE27","140","181","162.6","15.3"
"161","Chris Moore",WAS,"WR64","153","208","163.3","11.0"
"162","Matthew Golden",GB,"WR65","137","200","154.6","13.4"
"163","Jalen Nailor",MIN,"WR66","156","200","166.0","8.7"
"164","Elijah Arroyo",SEA,"TE28","159","188","168.9","8.3"
"165","Jayden Higgins",HOU,"WR67","155","224","170.2","15.1"
"166","Emanuel Wilson",GB,"RB43","145","178","170.9","8.5"
"167","Tyler Higbee",LAR,"TE29","144","197","172.1","15.4"
"168","Brandin Cooks",NO,"WR68","153","195","172.3","10.0"
"169","Justice Hill",BAL,"RB44","162","182","172.6","6.7"
"170","Nick Westbrook-Ikhine",MIA,"WR69","164","205","172.7","9.8"
"171","Taysom Hill",NO,"TE30","144","231","174.3","19.9"
"172","Jeremy McNichols",WAS,"RB45","165","194","177.1","7.2"
"173","Dyami Brown",JAC,"WR70","137","185","161.9","11.9"
"174","Ja'Tavion Sanders",CAR,"TE31","163","205","179.9","13.5"
"175","Jaylin Noel",HOU,"WR71","153","231","174.3","18.9"
"176","Jordan Whittington",LAR,"WR72","164","210","184.4","15.8"
"177","Dylan Sampson",CLE,"RB46","159","221","185.3","14.6"
"178","Ollie Gordon II",MIA,"RB47","162","199","187.1","9.2"
"179","D'Andre Swift",CHI,"RB48","69","252","140.7","62.7"
"180","Luther Burden III",CHI,"WR73","152","192","180.9","9.8"
"181","Brock Purdy",SF,"QB29","27","293","129.6","65.0"
"182","Devin Neal",NO,"RB49","166","223","190.6","10.6"
"183","Brian Robinson Jr.",SF,"RB50","177","225","191.2","13.9"
"184","Darnell Washington",PIT,"TE32","174","204","191.5","6.9"
"185","Jack Bech",LV,"WR74","155","222","184.8","19.7"
"186","Tank Bigsby",PHI,"RB51","175","240","192.3","19.7"
"187","Tyler Johnson",NYJ,"WR75","171","245","185.9","19.3"
"188","Jaret Patterson",LAC,"RB52","172","232","195.5","17.1"
"189","Zay Jones",ARI,"WR76","179","205","189.4","7.3"
"190","Tre Harris",LAC,"WR77","173","213","189.6","11.8"
"191","Ty Johnson",BUF,"RB53","175","231","199.1","17.3"
"192","Michael Mayer",LV,"TE33","146","207","185.7","21.6"
"193","Ray-Ray McCloud III",NYG,"WR78","164","232","194.1","17.6"
"194","Hunter Long",JAC,"TE34","179","208","194.9","6.6"
"195","Roman Wilson",PIT,"WR79","185","214","195.0","8.6"
"196","Keaton Mitchell",BAL,"RB54","178","232","202.4","13.6"
"197","Sean Tucker",TB,"RB55","172","243","204.8","26.2"
"198","Elijah Moore",BUF,"WR80","183","215","198.6","8.4"
"199","Jahan Dotson",PHI,"WR81","184","256","202.4","14.4"
"200","Jerome Ford",CLE,"RB56","179","244","212.4","17.5"
"201","Isaiah Bond",CLE,"WR82","178","226","201.3","10.3"
"202","Chris Rodriguez Jr.",WAS,"RB57","186","237","217.0","14.1"
"203","Kyle Williams",NE,"WR83","155","256","204.8","23.6"
"204","Devaughn Vele",NO,"WR84","165","238","197.4","22.9"
"205","Tyler Lockett",LV,"WR85","168","262","205.7","25.0"
"206","Ray Davis",BUF,"RB58","176","247","219.4","18.0"
"207","Treylon Burks",WAS,"WR86","200","263","214.9","15.1"
"208","Curtis Samuel",BUF,"WR87","190","245","208.6","12.9"
"209","Greg Dulcich",MIA,"TE35","163","234","193.4","17.6"
"210","Cody White",SEA,"WR88","165","345","202.6","39.5"
"211","Kalif Raymond",DET,"WR89","200","234","211.6","8.0"
"212","Greg Dortch",ARI,"WR90","193","234","212.3","11.5"
"213","Demarcus Robinson",SF,"WR91","192","250","213.8","12.9"
"214","Isaac TeSlaa",DET,"WR92","201","275","216.0","15.5"
"215","Malik Heath",GB,"WR93","184","273","216.1","19.3"
"216","Bucky Irving",TB,"RB59","66","255","152.3","77.6"
"217","Arian Smith",NYJ,"WR94","204","261","221.8","13.2"
"218","Allen Lazard",NYJ,"WR95","208","262","222.4","10.6"
"219","Jamari Thrash",CLE,"WR96","200","246","218.2","10.1"
"220","Brittain Brown",CHI,"RB60","188","273","225.5","17.5"
"221","Dawson Knox",BUF,"TE36","199","228","208.3","8.3"
"222","Brian Thomas Jr.",JAC,"WR97","79","248","166.6","52.9"
"223","LeQuint Allen Jr.",JAC,"RB61","213","294","238.6","18.2"
"224","Raheem Mostert",LV,"RB62","222","264","233.1","10.3"
"225","Kameron Johnson",TB,"WR98","208","255","222.1","11.1"
"226","Zavier Scott",MIN,"RB63","182","314","245.3","28.2"
"227","Tyler Badie",DEN,"RB64","219","271","240.4","13.7"
"228","Kyle Juszczyk",SF,"RB65","202","255","234.3","14.5"
"229","Ameer Abdullah",IND,"RB66","219","279","246.4","13.6"
"230","David Sills V",ATL,"WR99","189","240","216.9","13.0"
"231","Savion Williams",GB,"WR100","204","251","225.3","11.7"
"232","Jimmy Horn Jr.",CAR,"WR101","194","230","218.4","10.4"
"233","Cooper Kupp",SEA,"WR102","170","237","206.4","19.6"
"234","Terrance Ferguson",LAR,"TE37","201","229","209.1","6.7"
"235","Tyler Goodson",IND,"RB67","230","311","253.4","19.9"
"236","Michael Carter",ARI,"RB68","216","304","244.8","20.5"
"237","Ricky Pearsall",SF,"WR103","124","255","202.8","34.0"
"238","Chris Brooks",GB,"RB69","231","280","251.4","15.6"
"239","Austin Hooper",NE,"TE38","197","213","207.2","4.2"
"240","Jaylen Wright",MIA,"RB70","218","319","256.9","24.4"
"241","Kaleb Johnson",PIT,"RB71","237","301","257.0","20.4"
"242","Chris Godwin Jr.",TB,"WR104","158","243","202.8","26.7"
"243","Dont'e Thornton Jr.",LV,"WR105","211","261","234.9","12.2"
"244","Will Shipley",PHI,"RB72","228","285","247.2","14.5"
"245","Tyrell Shavers",BUF,"WR106","218","250","232.2","9.8"
"246","Kayshon Boutte",NE,"WR107","169","256","224.2","20.6"
"247","Alec Ingold",MIA,"RB73","234","285","252.3","13.8"
"248","Dare Ogunbowale",HOU,"RB74","233","296","250.3","16.6"
"249","Travis Homer",CHI,"RB75","226","320","255.1","23.7"
"250","Rhamondre Stevenson",NE,"RB76","134","288","239.8","34.7"
"251","Tommy Tremble",CAR,"TE39","212","245","222.2","11.1"
"252","Elijah Higgins",ARI,"TE40","206","245","226.6","12.9"
"253","Dylan Laube",LV,"RB77","241","303","264.9","20.1"
"254","Patrick Ricard",BAL,"RB78","238","325","268.5","26.3"
"255","Trevor Etienne",CAR,"RB79","244","327","268.6","22.8"
"256","Adam Trautman",DEN,"TE41","210","235","222.1","7.3"
"257","D'Ernest Johnson",NE,"RB80","243","323","264.3","22.7"
"258","Jackson Hawes",BUF,"TE42","211","234","227.1","7.4"
"259","Adam Prentice",DEN,"RB81","243","331","273.3","25.9"
"260","Skyy Moore",SF,"WR108","224","346","255.3","35.4"
"261","Johnny Mundt",JAC,"TE43","213","242","233.1","8.4"
"262","Charlie Kolar",BAL,"TE44","222","247","234.3","8.3"
"263","C.J. Ham",MIN,"RB82","241","324","265.4","22.3"
"264","Brock Wright",DET,"TE45","214","272","239.7","17.8"
"265","John FitzPatrick",GB,"TE46","211","242","229.6","9.9"
"266","Craig Reynolds",DET,"RB83","245","316","266.6","20.9"
"267","Marvin Mims Jr.",DEN,"WR109","220","261","235.0","13.2"
"268","DJ Giddens",IND,"RB84","251","304","268.4","18.5"
"269","Luke McCaffrey",WAS,"WR110","190","236","202.8","15.6"
"270","Davis Allen",LAR,"TE47","217","232","225.9","4.5"
"271","Trey Benson",ARI,"RB85","214","258","242.1","13.9"
"272","Adonai Mitchell",NYJ,"WR111","188","279","226.1","25.8"
"273","Tanner Conner",MIA,"TE48","229","260","242.5","8.9"
"274","Isaac Guerendo",SF,"RB86","260","339","282.7","25.8"
"275","Colby Parkinson",LAR,"TE49","226","257","239.0","9.4"
"276","Nathan Carter",ATL,"RB87","257","326","276.1","21.0"
"277","Austin Trammell",JAC,"WR112","216","351","257.6","45.2"
"278","Dante Miller",NYG,"RB88","258","297","272.0","15.0"
"279","Jeremy Ruckert",NYJ,"TE50","229","275","249.9","15.9"
"280","A.J. Dillon",PHI,"RB89","266","345","285.3","23.9"
"281","Roschon Johnson",CHI,"RB90","263","332","286.2","24.2"
"282","Max Brosmer",MIN,"QB30","244","351","280.8","31.3"
"283","Kene Nwangwu",NYJ,"RB91","259","343","288.5","27.5"
"284","Joshua Palmer",BUF,"WR113","201","243","227.2","14.4"
"285","Zamir White",LV,"RB92","260","307","276.0","14.7"
"286","Cam Akers",MIN,"RB93","265","310","277.1","15.4"
"287","Tyler Huntley",BAL,"QB31","260","350","279.5","29.4"
"288","Russell Wilson",NYG,"QB32","261","349","282.8","29.3"
"289","Josh Williams",TB,"RB94","255","334","283.0","23.9"
"290","Tim Jones",JAC,"WR114","218","285","240.0","25.3"
"291","Spencer Rattler",NO,"QB33","265","353","285.6","28.4"
"292","Daniel Bellinger",NYG,"TE51","211","239","224.8","12.4"
"293","Mitchell Evans",CAR,"TE52","241","259","251.4","6.7"
"294","Sincere McCormick",SF,"RB95","269","312","283.3","14.7"
"295","Cedrick Wilson Jr.",MIA,"WR115","236","270","255.4","12.3"
"296","Adam Thielen",MIN,"WR116","220","280","256.2","23.1"
"297","Foster Moreau",NO,"TE53","246","272","258.6","8.4"
"298","Jordan Watkins",SF,"WR117","222","295","262.4","24.8"
"299","Harrison Bryant",HOU,"TE54","232","286","263.4","17.6"
"300","Mo Alie-Cox",IND,"TE55","248","273","263.6","8.7"
"301","John Bates",WAS,"TE56","259","271","264.2","4.3"
"302","Mason Tipton",NO,"WR118","218","278","244.3","25.2"
"303","Ben Sinnott",WAS,"TE57","217","315","267.6","32.8"
"304","Jake Tonges",SF,"TE58","259","287","267.8","10.2"
"305","Beaux Collins",NYG,"WR119","225","266","246.3","14.8"
"306","Luke Farrell",SF,"TE59","253","305","270.0","18.7"
"307","Donovan Edwards",WAS,"RB96","268","311","285.3","14.9"
"308","Jalen Milroe",SEA,"QB34","228","300","272.4","26.4"
"309","Tyler Conklin",LAC,"TE60","253","320","274.4","25.8"
"310","Tucker Fisk",LAC,"TE61","236","283","256.5","20.5"
"311","Charlie Woerner",ATL,"TE62","260","313","276.8","18.8"
"312","Tim Patrick",JAC,"WR120","166","348","258.3","65.2"
"313","Terry McLaurin",WAS,"WR121","103","227","165.0","62.0"
"314","Grant Calcaterra",PHI,"TE63","251","284","261.3","13.4"
"315","Thomas Fidone II",NYG,"TE64","249","334","280.2","28.5"
"316","Connor Heyward",PIT,"TE65","263","317","281.0","20.6"
"317","Lil'Jordan Humphrey",NYG,"WR122","195","276","235.0","33.1"
"318","Mitchell Trubisky",BUF,"QB35","248","329","278.8","30.5"
"319","Cole Kmet",CHI,"TE66","210","337","253.7","59.0"
"320","Xavier Smith",LAR,"WR123","225","277","256.3","22.5"
"321","Drew Ogletree",IND,"TE67","269","293","282.0","10.7"
"322","Tyrod Taylor",NYJ,"QB36","132","291","211.5","79.5"
"323","Gunner Olszewski",NYG,"WR124","249","290","267.3","17.0"
"324","Devin Duvernay",CHI,"WR125","240","333","275.0","41.3"
"325","Jack Stoll",NO,"TE68","254","310","277.7","23.7"
"326","Ashton Dulin",IND,"WR126","277","289","281.0","5.7"
"327","Collin Hill",FA,"QB37","152","152","152.0","0.0"
"328","Casey Washington",ATL,"WR127","242","342","290.3","40.9"
"329","Chris Manhertz",NYG,"TE69","267","335","290.3","31.6"
"330","Ryan Miller",TB,"WR128","280","300","292.7","9.0"
"331","Ian Thomas",LV,"TE70","257","271","264.0","7.0"
"332","Durham Smythe",CHI,"TE71","245","299","272.0","27.0"
"333","Gage Larvadain",CLE,"WR129","248","297","272.5","24.5"
"334","Konata Mumpfield",LAR,"WR130","272","274","273.0","1.0"
"335","KhaDarel Hodge",ATL,"WR131","249","344","300.7","39.2"
"336","Dontayvion Wicks",GB,"WR132","200","200","200.0","0.0"
"337","British Brooks",HOU,"RB97","262","299","280.5","18.5"
"338","Tahj Washington",MIA,"WR133","276","290","283.0","7.0"
"339","Kirk Cousins",ATL,"QB38","272","358","308.0","36.5"
"340","Tyson Bagent",CHI,"QB39","269","355","308.3","35.5"
"341","Andy Dalton",CAR,"QB40","275","361","310.3","36.8"
"342","Julian Hill",MIA,"TE72","216","216","216.0","0.0"
"343","Malachi Corley",CLE,"WR134","284","288","286.0","2.0"
"344","Zach Wilson",MIA,"QB41","274","360","310.7","36.2"
"345","Efton Chism III",NE,"WR135","267","306","286.5","19.5"
"346","Brycen Tremayne",CAR,"WR136","279","296","287.5","8.5"
"347","Isaiah Williams",NYJ,"WR137","288","289","288.5","0.5"
"348","Braxton Berrios",HOU,"WR138","222","222","222.0","0.0"
"349","John Metchie III",NYJ,"WR139","291","294","292.5","1.5"
"350","Dee Eskridge",MIA,"WR140","281","308","294.5","13.5"
"351","Malik Willis",GB,"QB42","257","333","295.0","38.0"
"352","Blake Whiteheart",CLE,"TE73","283","312","297.5","14.5"
"353","Jimmy Garoppolo",LAR,"QB43","259","341","300.0","41.0"
"354","Michael Bandy",DEN,"WR141","255","348","301.5","46.5"
"355","Payne Durham",TB,"TE74","297","313","305.0","8.0"
"356","Ricky White III",SEA,"WR142","255","255","255.0","0.0"
"357","Josh Oliver",MIN,"TE75","256","256","256.0","0.0"
"358","Hendon Hooker",FA,"QB44","258","258","258.0","0.0"
"359","Joshua Dobbs",NE,"QB45","264","352","308.0","44.0"
"360","Ben Skowronek",PIT,"WR143","262","262","262.0","0.0"
"361","Kyle Trask",FA,"QB46","263","263","263.0","0.0"
"362","Derius Davis",LAC,"WR144","282","337","309.5","27.5"
"363","Jarrett Stidham",DEN,"QB47","266","354","310.0","44.0"
"364","Trent Sherfield Sr.",DEN,"WR145","275","347","311.0","36.0"
"365","Taylor Heinicke",FA,"QB48","267","267","267.0","0.0"
"366","Aidan O'Connell",LV,"QB49","268","268","268.0","0.0"
"367","KeAndre Lambert-Smith",LAC,"WR146","281","343","312.0","31.0"
"368","Riley Leonard",IND,"QB50","270","356","313.0","43.0"
"369","Mason Rudolph",PIT,"QB51","271","357","314.0","43.0"
"370","Ben Yurosek",MIN,"TE76","272","272","272.0","0.0"
"371","Tanner McKee",PHI,"QB52","273","359","316.0","43.0"
"372","Bo Melton",GB,"WR147","276","276","276.0","0.0"
"373","Shedeur Sanders",CLE,"QB53","276","362","319.0","43.0"
"374","Kylen Granson",PHI,"TE77","315","318","316.5","1.5"
"375","Nick Mullens",JAC,"QB54","277","363","320.0","43.0"
"376","Quinn Ewers",MIA,"QB55","278","364","321.0","43.0"
"377","Patrick Mahomes II",KC,"QB56","281","281","281.0","0.0"
"378","Dak Prescott",DAL,"QB57","282","282","282.0","0.0"
"379","Jalin Hyatt",NYG,"WR148","282","282","282.0","0.0"
"380","Joe Flacco",CIN,"QB58","283","283","283.0","0.0"
"381","Tai Felton",MIN,"WR149","283","283","283.0","0.0"
"382","Cam Ward",TEN,"QB59","284","284","284.0","0.0"
"383","Tylan Wallace",BAL,"WR150","302","338","320.0","18.0"
"384","Josiah Deguara",FA,"TE78","319","321","320.0","1.0"
"385","Joe Milton III",DAL,"QB60","285","285","285.0","0.0"
"386","Jack Westover",NE,"TE79","285","285","285.0","0.0"
"387","Blaine Gabbert",FA,"QB61","286","286","286.0","0.0"
"388","Jake Browning",CIN,"QB62","287","287","287.0","0.0"
"389","Quintin Morris",JAC,"TE80","307","336","321.5","14.5"
"390","Brandon Allen",TEN,"QB63","288","288","288.0","0.0"
"391","Cooper Rush",BAL,"QB64","290","290","290.0","0.0"
"392","Amar Johnson",LAC,"RB98","291","291","291.0","0.0"
"393","Desmond Ridder",FA,"QB65","292","292","292.0","0.0"
"394","Ben Sims",MIN,"TE81","292","292","292.0","0.0"
"395","Anthony Richardson Sr.",IND,"QB66","294","294","294.0","0.0"
"396","Trey Lance",LAC,"QB67","295","295","295.0","0.0"
"397","Brett Rypien",IND,"QB68","296","296","296.0","0.0"
"398","Kurtis Rourke",SF,"QB69","297","297","297.0","0.0"
"399","Joe Burrow",CIN,"QB70","298","298","298.0","0.0"
"400","Will Howard",PIT,"QB71","299","299","299.0","0.0"
"401","Michael Pratt",FA,"QB72","300","300","300.0","0.0"
"402","Seth Henigan",FA,"QB73","301","301","301.0","0.0"
"403","Ross Dwelley",DET,"TE82","322","338","330.0","8.0"
"404","Nick Kallerup",SEA,"TE83","327","335","331.0","4.0"
"405","Anthony Gould",IND,"WR151","307","307","307.0","0.0"
"406","Nick Vannett",MIN,"TE84","308","308","308.0","0.0"
"407","Trey Sermon",PIT,"RB99","309","309","309.0","0.0"
"408","Andrew Beck",NYJ,"TE85","310","310","310.0","0.0"
"409","Jelani Woods",NYJ,"TE86","311","311","311.0","0.0"
"410","Brenden Bates",CLE,"TE87","331","336","333.5","2.5"
"411","Robbie Ouzts",SEA,"TE88","312","312","312.0","0.0"
"412","Carter Runyon",LV,"TE89","314","314","314.0","0.0"
"413","Josh Whyle",GB,"TE90","316","316","316.0","0.0"
"414","Reggie Gilliam",BUF,"RB100","317","317","317.0","0.0"
