RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
58,Alvin Kamara,NO,RB17,35,96,57.7,8.7,14.46,17,15.94,Alvin Kamara
59,Marvin Harrison Jr.,ARI,WR13,43,71,59,6.1,19.24,13,19.79,Marvin Harrison Jr.
60,A.J. Brown,PHI,WR14,42,88,62.2,8,18.85,14,19.36,A.J. Brown
61,Chuba Hubbard,CAR,RB18,47,84,62.5,6.6,13.93,18,15.50,Chuba Hubbard
62,Tee Higgins,CIN,WR15,42,84,62.5,7.4,18.45,15,18.94,Tee Higgins
63,Sam Darnold,SEA,QB29,44,94,65.2,10.5,5.49,29,4.94,Sam Darnold
64,Omarion Hampton,LAC,RB19,49,92,66.3,8,13.61,19,15.07,Omarion Hampton
65,Courtland Sutton,DEN,WR16,58,76,66.6,3.6,17.80,16,18.54,Courtland Sutton
66,Mike Evans,TB,WR17,51,77,66.7,4.7,17.11,17,18.15,Mike Evans
67,DK Metcalf,PIT,WR18,56,94,68.3,7.2,16.66,18,17.77,DK Metcalf
68,Emeka Egbuka,TB,WR19,42,93,70.2,7.3,16.38,19,17.40,Emeka Egbuka
69,Davante Adams,LAR,WR20,64,83,70.7,3.9,15.71,20,17.04,Davante Adams
70,Zay Flowers,BAL,WR21,38,88,72.1,8.7,15.41,21,16.69,Zay Flowers
71,Tony Pollard,TEN,RB20,61,88,72.9,6.5,12.91,20,14.65,Tony Pollard
72,Tetairoa McMillan,CAR,WR22,66,84,73.2,4.5,15.02,22,16.34,Tetairoa McMillan
73,Cam Ward,TEN,QB30,53,133,76.4,17.3,4.71,30,1.10,Cam Ward
74,Terry McLaurin,WAS,WR23,67,116,76.7,7.5,14.68,23,15.99,Terry McLaurin
75,DJ Moore,CHI,WR24,70,113,77.1,7,14.35,24,15.65,DJ Moore
76,DeVonta Smith,PHI,WR25,72,99,80.4,5.9,13.93,25,15.31,DeVonta Smith
77,Sam LaPorta,DET,TE2,50,116,80.6,23.4,22.09,2,20.17,Sam LaPorta
78,D'Andre Swift,CHI,RB21,64,96,80.7,5.7,12.47,21,14.22,D'Andre Swift
79,Brock Bowers,LV,TE3,48,158,75.1,28.8,19.81,3,18.66,Brock Bowers
80,Travis Hunter,JAC,WR26,65,108,82.9,7.9,13.64,26,14.97,Travis Hunter
81,Russell Wilson,NYG,QB31,45,209,83.7,27.1,4.19,31,#N/A,Russell Wilson
82,Jakobi Meyers,LV,WR27,66,95,83.8,6.8,13.26,27,14.64,Jakobi Meyers
83,Tyreek Hill,MIA,WR28,67,111,83.9,8.4,12.97,28,14.30,Tyreek Hill
84,Ricky Pearsall,SF,WR29,67,102,84,8,12.55,29,13.97,Ricky Pearsall
85,TreVeyon Henderson,NE,RB22,57,119,85.6,11.2,12.10,22,13.80,TreVeyon Henderson
86,Javonte Williams,DAL,RB23,52,115,86.2,14.2,11.65,23,13.38,Javonte Williams
87,Jerry Jeudy,CLE,WR30,70,100,87.7,6.1,12.30,30,13.63,Jerry Jeudy
88,Kenneth Walker III,SEA,RB24,57,123,88,11.5,11.23,24,12.95,Kenneth Walker III
89,George Pickens,DAL,WR31,68,126,88.3,9.1,12.08,31,13.30,George Pickens
90,Marquise Brown,KC,WR32,65,107,90.4,8.9,11.73,32,12.96,Marquise Brown
91,Jaylen Warren,PIT,RB25,75,127,90.6,11.8,10.87,25,12.52,Jaylen Warren
92,Rome Odunze,CHI,WR33,77,105,91,5.8,11.33,33,12.62,Rome Odunze
93,Deebo Samuel Sr.,WAS,WR34,43,101,92.5,11,11.02,34,12.27,Deebo Samuel Sr.
94,Chris Olave,NO,WR35,77,112,93.5,5.6,10.73,35,11.92,Chris Olave
95,Jameson Williams,DET,WR36,83,124,94.2,7.4,10.50,36,11.57,Jameson Williams
96,Calvin Ridley,TEN,WR37,73,113,95.9,7.6,10.20,37,11.21,Calvin Ridley
97,David Montgomery,DET,RB26,77,118,96.3,9.2,10.55,26,12.08,David Montgomery
98,J.K. Dobbins,DEN,RB27,80,123,98.2,11.4,10.19,27,11.64,J.K. Dobbins
99,Aaron Jones Sr.,MIN,RB28,74,118,100.3,9.7,9.67,28,11.18,Aaron Jones Sr.
100,Stefon Diggs,NE,WR38,93,115,101.5,5.6,9.89,38,10.84,Stefon Diggs
101,Tyler Warren,IND,TE4,80,137,101.8,10.1,17.90,4,17.55,Tyler Warren
102,Khalil Shakir,BUF,WR39,90,113,103.4,5.9,9.57,39,10.46,Khalil Shakir
103,Travis Kelce,KC,TE5,78,128,103.9,10.4,16.45,5,16.65,Travis Kelce
104,Keenan Allen,LAC,WR40,64,161,104.1,15.2,9.14,40,10.07,Keenan Allen
105,Jaylen Waddle,MIA,WR41,81,175,104.5,13.6,8.84,41,9.67,Jaylen Waddle
106,Jacory Croskey-Merritt,WAS,RB29,78,164,107.2,13,9.49,29,10.71,Jacory Croskey-Merritt
107,Zach Charbonnet,SEA,RB30,82,127,107.5,10,9.11,30,10.23,Zach Charbonnet
108,Michael Pittman Jr.,IND,WR42,87,122,107.8,7.2,8.58,42,9.25,Michael Pittman Jr.
109,Spencer Rattler,NO,QB32,55,258,110.3,60.2,3.13,32,#N/A,Spencer Rattler
110,Isiah Pacheco,KC,RB31,89,149,111.1,12.8,8.58,31,9.72,Isiah Pacheco
111,Matthew Golden,GB,WR43,91,144,112.2,11.8,8.31,43,8.82,Matthew Golden
112,Cedric Tillman,CLE,WR44,94,129,112.9,7.2,8.05,44,8.37,Cedric Tillman
113,Quentin Johnston,LAC,WR45,77,132,114.1,8.3,7.83,45,7.89,Quentin Johnston
114,T.J. Hockenson,MIN,TE6,93,128,114.2,7.7,15.50,6,15.87,T.J. Hockenson
115,Keon Coleman,BUF,WR46,53,129,114.5,15.3,7.50,46,7.39,Keon Coleman
116,Tucker Kraft,GB,TE7,96,134,116.7,9,14.49,7,15.16,Tucker Kraft
117,Tyrone Tracy Jr.,NYG,RB32,88,147,117.8,12.5,7.97,32,9.19,Tyrone Tracy Jr.
118,Austin Ekeler,WAS,RB33,106,156,119.1,10.8,7.57,33,8.63,Austin Ekeler
119,DeMario Douglas,NE,WR47,105,166,119.3,12.5,7.21,47,6.85,DeMario Douglas
120,Jayden Reed,GB,WR48,99,132,119.7,7.9,6.99,48,6.27,Jayden Reed
121,Jordan Mason,MIN,RB34,91,148,119.9,12.2,7.35,34,8.04,Jordan Mason
122,Josh Downs,IND,WR49,99,140,121.9,7.8,6.77,49,5.63,Josh Downs
123,RJ Harvey,DEN,RB35,92,148,123.1,11.4,7.14,35,7.40,RJ Harvey
124,Cooper Kupp,SEA,WR50,105,152,124.9,9.7,6.50,50,4.92,Cooper Kupp
125,Mark Andrews,BAL,TE8,107,146,126.7,7.7,13.14,8,14.52,Mark Andrews
126,Rashid Shaheed,NO,WR51,116,136,128.1,4.9,6.19,51,4.11,Rashid Shaheed
127,Wan'Dale Robinson,NYG,WR52,97,141,128.3,9.2,5.91,52,3.15,Wan'Dale Robinson
128,David Njoku,CLE,TE9,104,147,129,8.2,12.34,9,13.91,David Njoku
129,Nick Chubb,HOU,RB36,106,177,129.1,13.2,6.89,36,6.69,Nick Chubb
130,Adam Thielen,MIN,WR53,108,187,131.7,17.8,5.70,53,1.95,Adam Thielen
131,Jake Ferguson,DAL,TE10,116,158,132,8.9,11.90,10,13.33,Jake Ferguson
132,Romeo Doubs,GB,WR54,113,146,133.1,7,5.34,54,0.29,Romeo Doubs
133,Dylan Sampson,CLE,RB37,78,171,134.1,20.3,6.53,37,5.90,Dylan Sampson
134,Dallas Goedert,PHI,TE11,108,153,135.7,7.6,11.45,11,12.77,Dallas Goedert
135,Kyle Pitts Sr.,ATL,TE12,117,154,135.7,7.9,10.79,12,12.23,Kyle Pitts Sr.
136,Jauan Jennings,SF,WR55,92,200,135.9,21.6,5.11,55,#N/A,Jauan Jennings
137,Rashod Bateman,BAL,WR56,129,153,136.5,5.1,4.86,56,#N/A,Rashod Bateman
138,Rhamondre Stevenson,NE,RB38,106,153,136.8,12.6,6.25,38,4.99,Rhamondre Stevenson
139,Marvin Mims Jr.,DEN,WR57,122,169,138.4,7,4.54,57,#N/A,Marvin Mims Jr.
140,Brenton Strange,JAC,TE13,118,166,139.4,8.8,10.39,13,11.69,Brenton Strange
141,Kayshon Boutte,NE,WR58,96,205,141.2,20.1,4.20,58,#N/A,Kayshon Boutte
142,Joshua Palmer,BUF,WR59,122,152,141.5,5.7,3.82,59,#N/A,Joshua Palmer
143,Hunter Henry,NE,TE14,124,159,142.9,7.6,9.98,14,11.16,Hunter Henry
144,Dalton Kincaid,BUF,TE15,129,161,146.5,8.2,9.59,15,10.62,Dalton Kincaid
145,Xavier Legette,CAR,WR60,133,162,142,5.7,3.57,60,#N/A,Xavier Legette
146,Zach Ertz,WAS,TE16,126,162,148.3,8.2,9.09,16,10.07,Zach Ertz
147,Harold Fannin Jr.,CLE,TE17,118,172,149.4,11.2,8.59,17,9.52,Harold Fannin Jr.
148,Trey Benson,ARI,RB39,120,183,151.5,10.3,5.99,39,3.88,Trey Benson
149,Jayden Higgins,HOU,WR61,139,196,151.5,10.5,3.37,61,#N/A,Jayden Higgins
150,Juwan Johnson,NO,TE18,114,174,153.7,12.4,8.30,18,8.94,Juwan Johnson
151,Evan Engram,DEN,TE19,103,205,139.7,23.6,7.83,19,8.34,Evan Engram
152,Colston Loveland,CHI,TE20,144,173,157.6,5.8,7.52,20,7.70,Colston Loveland
153,Dyami Brown,JAC,WR62,136,230,153.6,18.4,3.11,62,#N/A,Dyami Brown
154,Chig Okonkwo,TEN,TE21,144,167,159.1,4.5,7.28,21,7.00,Chig Okonkwo
155,Alec Pierce,IND,WR63,147,196,159.2,12,2.85,63,#N/A,Alec Pierce
156,Jonnu Smith,PIT,TE22,134,170,159.5,6.2,6.98,22,6.23,Jonnu Smith
157,Rachaad White,TB,RB40,123,220,162.8,17.2,5.65,40,2.44,Rachaad White
158,Dontayvion Wicks,GB,WR64,148,274,165,20.1,2.63,64,#N/A,Dontayvion Wicks
159,Ja'Tavion Sanders,CAR,TE23,156,185,165.5,5.3,6.57,23,5.34,Ja'Tavion Sanders
160,Luther Burden III,CHI,WR65,121,268,165.6,27.6,2.39,65,#N/A,Luther Burden III
161,Braelon Allen,NYJ,RB41,148,210,166.3,13.3,5.35,41,0.22,Braelon Allen
162,Darnell Mooney,ATL,WR66,112,241,146.3,22,2.16,66,#N/A,Darnell Mooney
163,Cade Otton,TB,TE24,156,181,168.7,4.8,6.14,24,4.27,Cade Otton
164,Pat Freiermuth,PIT,TE25,159,176,169.6,3.8,5.69,25,2.83,Pat Freiermuth
165,Mike Gesicki,CIN,TE26,157,184,169.7,5.2,5.28,26,0.35,Mike Gesicki
166,Jerome Ford,CLE,RB42,152,257,170.1,17.4,5.07,42,#N/A,Jerome Ford
167,Dalton Schultz,HOU,TE27,155,185,172.5,5.4,5.01,27,#N/A,Dalton Schultz
168,Calvin Austin III,PIT,WR67,73,197,158.3,20.1,1.96,67,#N/A,Calvin Austin III
169,Tyler Allgeier,ATL,RB43,153,193,178.3,7.2,4.68,43,#N/A,Tyler Allgeier
170,Rico Dowdle,CAR,RB44,168,211,179.7,9.5,4.49,44,#N/A,Rico Dowdle
171,Theo Johnson,NYG,TE28,162,206,178,7.5,4.70,28,#N/A,Theo Johnson
172,Jalen Nailor,MIN,WR68,137,214,168.9,12.4,1.79,68,#N/A,Jalen Nailor
173,Andrei Iosivas,CIN,WR69,152,221,169.4,14.7,1.55,69,#N/A,Andrei Iosivas
174,Brian Robinson Jr.,SF,RB45,148,201,185.4,11.7,4.15,45,#N/A,Brian Robinson Jr.
175,Cam Skattebo,NYG,RB46,147,247,183.4,17.3,3.92,46,#N/A,Cam Skattebo
176,Najee Harris,LAC,RB47,148,229,187.9,13.3,3.70,47,#N/A,Najee Harris
177,Elic Ayomanor,TEN,WR70,110,210,172.6,20,1.33,70,#N/A,Elic Ayomanor
178,DeAndre Hopkins,BAL,WR71,140,200,176.3,13.2,1.17,71,#N/A,DeAndre Hopkins
179,Christian Kirk,HOU,WR72,122,238,169.1,19.2,0.99,72,#N/A,Christian Kirk
180,Ray-Ray McCloud III,ATL,WR73,150,191,174.6,10.7,0.77,73,#N/A,Ray-Ray McCloud III
181,Kareem Hunt,KC,RB48,155,214,189,14,3.46,48,#N/A,Kareem Hunt
182,Kenneth Gainwell,PIT,RB49,130,220,189.6,18.2,3.19,49,#N/A,Kenneth Gainwell
183,Bhayshul Tuten,JAC,RB50,155,252,196.2,16.5,3.05,50,#N/A,Bhayshul Tuten
184,Noah Fant,CIN,TE29,158,209,178.9,7.6,4.49,29,#N/A,Noah Fant
185,Tank Bigsby,PHI,RB51,148,290,198.8,32.9,2.79,51,#N/A,Tank Bigsby
186,Troy Franklin,DEN,WR74,138,241,180.1,17.7,0.62,74,#N/A,Troy Franklin
187,Tre Tucker,LV,WR75,131,201,180.4,12.2,0.58,75,#N/A,Tre Tucker
188,Pat Bryant,DEN,WR76,157,340,185,37.6,0.45,76,#N/A,Pat Bryant
189,JuJu Smith-Schuster,KC,WR77,122,246,180.4,20.9,0.04,77,#N/A,JuJu Smith-Schuster
190,Dont'e Thornton Jr.,LV,WR78,145,230,182,15.6,0.04,78,#N/A,Dont'e Thornton Jr.
191,Jake Tonges,SF,TE30,140,302,184.4,22,4.35,30,#N/A,Jake Tonges
192,Kaleb Johnson,PIT,RB52,174,342,207.8,28.9,2.60,52,#N/A,Kaleb Johnson
193,Mason Taylor,NYJ,TE31,162,217,180.8,10.2,4.09,31,#N/A,Mason Taylor
194,Isaac TeSlaa,DET,WR79,117,338,191.8,27.9,#N/A,79,#N/A,Isaac TeSlaa
195,Tyler Conklin,LAC,TE32,172,249,186.2,12.7,3.92,32,#N/A,Tyler Conklin
196,Ray Davis,BUF,RB53,185,264,211.1,12.2,2.44,53,#N/A,Ray Davis
197,Michael Wilson,ARI,WR80,145,207,189.5,15.4,#N/A,80,#N/A,Michael Wilson
198,Darius Slayton,NYG,WR81,152,205,190.7,15.4,#N/A,81,#N/A,Darius Slayton
199,Miles Sanders,DAL,RB54,183,262,209.8,13.7,2.17,54,#N/A,Miles Sanders
200,Ollie Gordon II,MIA,RB55,183,233,210.6,11.2,1.97,55,#N/A,Ollie Gordon II
201,DJ Giddens,IND,RB56,188,261,214.6,13.4,1.83,56,#N/A,DJ Giddens
202,Woody Marks,HOU,RB57,190,296,221.3,19,1.61,57,#N/A,Woody Marks
203,Elijah Arroyo,SEA,TE33,171,285,195.9,21.6,3.66,33,#N/A,Elijah Arroyo
204,Tyquan Thornton,KC,WR82,142,227,196.4,13.9,#N/A,82,#N/A,Tyquan Thornton
205,Ty Johnson,BUF,RB58,183,298,221.6,17.2,1.51,58,#N/A,Ty Johnson
206,Kendre Miller,NO,RB59,191,259,220.3,13.4,1.43,59,#N/A,Kendre Miller
207,Sterling Shepard,TB,WR83,163,248,197.3,11.7,#N/A,83,#N/A,Sterling Shepard
208,Malik Washington,MIA,WR84,160,234,200.5,11.1,#N/A,84,#N/A,Malik Washington
209,Xavier Hutchinson,HOU,WR85,187,253,201.6,12.1,#N/A,85,#N/A,Xavier Hutchinson
210,Tyler Lockett,TEN,WR86,168,221,202.2,9.2,#N/A,86,#N/A,Tyler Lockett
211,Quinshon Judkins,CLE,RB60,123,269,216.8,29.7,1.27,60,#N/A,Quinshon Judkins
212,Blake Corum,LAR,RB61,193,251,225.4,10.3,1.02,61,#N/A,Blake Corum
213,KaVontae Turpin,DAL,WR87,170,232,203.1,11,#N/A,87,#N/A,KaVontae Turpin
214,Justice Hill,BAL,RB62,159,247,217.6,18.1,0.92,62,#N/A,Justice Hill
215,A.J. Dillon,PHI,RB63,181,322,222.8,28.1,0.81,63,#N/A,A.J. Dillon
216,Brandin Cooks,NO,WR88,170,227,208.1,8.7,#N/A,88,#N/A,Brandin Cooks
217,Dameon Pierce,HOU,RB64,198,276,229,13.7,0.73,64,#N/A,Dameon Pierce
218,Jaxson Dart,NYG,QB33,145,415,198.7,74.4,2.44,33,#N/A,Jaxson Dart
219,Olamide Zaccheaus,CHI,WR89,129,244,212.8,21.9,#N/A,89,#N/A,Olamide Zaccheaus
220,Adonai Mitchell,IND,WR90,185,251,217.8,13.6,#N/A,90,#N/A,Adonai Mitchell
221,Tory Horton,SEA,WR91,176,260,213.1,14,#N/A,91,#N/A,Tory Horton
222,Nick Westbrook-Ikhine,MIA,WR92,192,263,214.4,11.5,#N/A,92,#N/A,Nick Westbrook-Ikhine
223,Tutu Atwell,LAR,WR93,194,228,209.5,6.8,#N/A,93,#N/A,Tutu Atwell
224,Hunter Long,JAC,TE34,184,321,203,26.3,3.45,34,#N/A,Hunter Long
225,Chris Rodriguez Jr.,WAS,RB65,182,419,224.9,39.9,0.58,65,#N/A,Chris Rodriguez Jr.
226,Will Shipley,PHI,RB66,201,277,235.3,14.8,0.38,66,#N/A,Will Shipley
227,Kyle Monangai,CHI,RB67,195,257,236.5,12.3,0.23,67,#N/A,Kyle Monangai
228,Jaylin Noel,HOU,WR94,186,257,219.9,13.9,#N/A,94,#N/A,Jaylin Noel
229,Isaiah Davis,NYJ,RB68,203,343,238.4,22.3,0.16,68,#N/A,Isaiah Davis
230,Josh Reynolds,NYJ,WR95,165,251,221.5,16.2,#N/A,95,#N/A,Josh Reynolds
231,Xavier Worthy,KC,WR96,121,262,203.3,27.3,#N/A,96,#N/A,Xavier Worthy
232,Devin Singletary,NYG,RB69,194,299,244.6,15.5,0.10,69,#N/A,Devin Singletary
233,Samaje Perine,CIN,RB70,202,254,238.9,10.8,0.02,70,#N/A,Samaje Perine
234,Jeremy McNichols,WAS,RB71,208,257,239,12.1,#N/A,71,#N/A,Jeremy McNichols
235,Jahan Dotson,PHI,WR97,200,254,230.3,13.3,#N/A,97,#N/A,Jahan Dotson
236,Raheim Sanders,CLE,RB72,213,270,237.8,13.4,#N/A,72,#N/A,Raheim Sanders
237,Noah Brown,WAS,WR98,165,233,219.7,13.4,#N/A,98,#N/A,Noah Brown
238,Brashard Smith,KC,RB73,187,422,248.9,33.2,#N/A,73,#N/A,Brashard Smith
239,Emanuel Wilson,GB,RB74,211,280,250.1,13,#N/A,74,#N/A,Emanuel Wilson
240,Ben Skowronek,PIT,WR99,188,303,223.7,21.3,#N/A,99,#N/A,Ben Skowronek
241,Tre' Harris,LAC,WR100,163,345,231.7,28,#N/A,100,#N/A,Tre' Harris
242,Jaydon Blue,DAL,RB75,205,304,243.7,18,#N/A,75,#N/A,Jaydon Blue
243,Kyle Juszczyk,SF,RB76,194,262,233.2,14.2,#N/A,76,#N/A,Kyle Juszczyk
244,Jalen Tolbert,DAL,WR101,212,289,240.2,14.7,#N/A,101,#N/A,Jalen Tolbert
245,Jalen Royals,KC,WR102,210,272,237.9,12.7,#N/A,102,#N/A,Jalen Royals
246,Casey Washington,ATL,WR103,203,263,238.4,12.6,#N/A,103,#N/A,Casey Washington
247,Roman Wilson,PIT,WR104,214,308,239.4,18.3,#N/A,104,#N/A,Roman Wilson
248,Roschon Johnson,CHI,RB77,192,285,249.6,17.1,#N/A,77,#N/A,Roschon Johnson
249,Devaughn Vele,NO,WR105,210,295,241.8,18.8,#N/A,105,#N/A,Devaughn Vele
250,Julius Chestnut,TEN,RB78,222,295,253.3,13.4,#N/A,78,#N/A,Julius Chestnut
251,Sean Tucker,TB,RB79,226,306,262.1,16.4,#N/A,79,#N/A,Sean Tucker
252,Zamir White,LV,RB80,219,293,259,15.9,#N/A,80,#N/A,Zamir White
253,Davis Allen,LAR,TE35,181,316,213.1,28.7,3.18,35,#N/A,Davis Allen
254,Devin Neal,NO,RB81,234,304,263.7,15.8,#N/A,81,#N/A,Devin Neal
255,Tahj Brooks,CIN,RB82,204,437,266.7,37.1,#N/A,82,#N/A,Tahj Brooks
256,LeQuint Allen Jr.,JAC,RB83,218,310,260.4,17.4,#N/A,83,#N/A,LeQuint Allen Jr.
257,Kyle Williams,NE,WR106,180,317,246.8,30.9,#N/A,106,#N/A,Kyle Williams
258,Jack Bech,LV,WR107,217,329,252.3,20.5,#N/A,107,#N/A,Jack Bech
259,Antonio Gibson,NE,RB84,207,310,260.2,16.2,#N/A,84,#N/A,Antonio Gibson
260,Marquez Valdes-Scantling,SF,WR108,223,267,250.8,10.2,#N/A,108,#N/A,Marquez Valdes-Scantling
261,Cole Kmet,CHI,TE36,171,223,194.3,13.3,2.97,36,#N/A,Cole Kmet
262,Xavier Smith,LAR,WR109,201,403,247.6,41.6,#N/A,109,#N/A,Xavier Smith
263,Chris Brooks,GB,RB85,220,323,264.8,16.3,#N/A,85,#N/A,Chris Brooks
264,Tre Turner,FA,WR110,169,252,217.3,27.5,#N/A,110,#N/A,Tre Turner
265,Dare Ogunbowale,HOU,RB86,215,293,260.4,17.5,#N/A,86,#N/A,Dare Ogunbowale
266,Trevor Etienne,CAR,RB87,247,318,265.7,15.1,#N/A,87,#N/A,Trevor Etienne
267,Tyler Badie,DEN,RB88,217,278,262.8,15.9,#N/A,88,#N/A,Tyler Badie
268,Isaac Guerendo,SF,RB89,222,349,276.4,23.1,#N/A,89,#N/A,Isaac Guerendo
269,Raheem Mostert,LV,RB90,229,303,267.7,14.3,#N/A,90,#N/A,Raheem Mostert
270,Jalen Milroe,SEA,QB34,145,329,262.6,42.3,1.29,34,#N/A,Jalen Milroe
271,Jaylen Wright,MIA,RB91,239,309,270.4,14.8,#N/A,91,#N/A,Jaylen Wright
272,Jaleel McLaughlin,DEN,RB92,234,364,271.8,21.1,#N/A,92,#N/A,Jaleel McLaughlin
273,Jarquez Hunter,LAR,RB93,244,321,275.6,15.3,#N/A,93,#N/A,Jarquez Hunter
274,Keaton Mitchell,BAL,RB94,256,313,278.4,13.1,#N/A,94,#N/A,Keaton Mitchell
275,Ty Chandler,MIN,RB95,266,357,285.2,19.2,#N/A,95,#N/A,Ty Chandler
276,Jordan James,SF,RB96,265,443,286.9,34.5,#N/A,96,#N/A,Jordan James
277,Hunter Renfrow,CAR,WR111,187,266,229,21.8,#N/A,111,#N/A,Hunter Renfrow
