RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
70,Brian Thomas Jr.,JAC,WR24,60,78,72.4,4,14.35,24,15.65,Brian Thomas Jr.
71,David Montgomery,DET,RB20,56,88,72.5,9.7,12.91,20,14.65,David Montgomery
72,Mac Jones,SF,QB25,41,225,72.9,49.3,10.35,25,10.57,Mac Jones
73,Marvin Harrison Jr.,ARI,WR25,67,76,73,2.6,13.93,25,15.31,Marvin Harrison Jr.
74,Cam Ward,TEN,QB26,55,80,73,8.2,9.35,26,9.56,Cam Ward
75,J.K. Dobbins,DEN,RB21,57,101,74.5,12.3,12.47,21,14.22,J.K. Dobbins
76,Chuba Hubbard,CAR,RB22,66,90,76.4,8.6,12.10,22,13.80,Chuba Hubbard
77,Ladd McConkey,LAC,WR26,69,83,76.7,4.7,13.64,26,14.97,Ladd McConkey
78,Jake Ferguson,DAL,TE4,61,81,77.5,3.9,17.90,4,17.55,Jake Ferguson
79,DeVonta Smith,PHI,WR27,73,85,77.8,3.2,13.26,27,14.64,DeVonta Smith
80,Chris Godwin Jr.,TB,WR28,73,95,81.7,7.3,12.97,28,14.30,Chris Godwin Jr.
81,Jameson Williams,DET,WR29,73,85,82.4,3.1,12.55,29,13.97,Jameson Williams
82,Stefon Diggs,NE,WR30,70,92,83.5,5.4,12.30,30,13.63,Stefon Diggs
83,Tony Pollard,TEN,RB23,70,101,85.1,7.4,11.65,23,13.38,Tony Pollard
84,Jordan Addison,MIN,WR31,82,100,85.7,3.9,12.08,31,13.30,Jordan Addison
85,Tee Higgins,CIN,WR32,82,96,87.3,3.5,11.73,32,12.96,Tee Higgins
86,Khalil Shakir,BUF,WR33,83,92,87.5,2.3,11.33,33,12.62,Khalil Shakir
87,Rachaad White,TB,RB24,48,134,88.1,28,11.23,24,12.95,Rachaad White
88,Chase Brown,CIN,RB25,57,114,90.2,12.3,10.87,25,12.52,Chase Brown
89,Cooper Rush,BAL,QB27,48,229,78,37.2,7.82,27,8.39,Cooper Rush
90,Hunter Henry,NE,TE5,88,96,90.5,1.4,16.45,5,16.65,Hunter Henry
91,Sam LaPorta,DET,TE6,89,108,94.5,5.3,15.50,6,15.87,Sam LaPorta
92,Juwan Johnson,NO,TE7,91,107,95.6,4.5,14.49,7,15.16,Juwan Johnson
93,Dalton Kincaid,BUF,TE8,93,108,95.9,4,13.14,8,14.52,Dalton Kincaid
94,Dillon Gabriel,CLE,QB28,52,276,96,53.5,6.72,28,6.94,Dillon Gabriel
95,Jerry Jeudy,CLE,WR34,88,103,96.2,4.1,11.02,34,12.27,Jerry Jeudy
96,Elic Ayomanor,TEN,WR35,91,112,96.4,5,10.73,35,11.92,Elic Ayomanor
97,Keon Coleman,BUF,WR36,89,102,97.5,4.1,10.50,36,11.57,Keon Coleman
98,Tre Tucker,LV,WR37,89,119,98,5.8,10.20,37,11.21,Tre Tucker
99,Troy Franklin,DEN,WR38,93,104,98.2,2.7,9.89,38,10.84,Troy Franklin
100,Cooper Kupp,SEA,WR39,92,123,102.8,7.4,9.57,39,10.46,Cooper Kupp
101,TreVeyon Henderson,NE,RB26,89,110,102.9,5.4,10.55,26,12.08,TreVeyon Henderson
102,Travis Kelce,KC,TE9,94,109,105.3,4.8,12.34,9,13.91,Travis Kelce
103,Rashid Shaheed,NO,WR40,99,124,105.7,6.5,9.14,40,10.07,Rashid Shaheed
104,Marquise Brown,KC,WR41,100,134,107.8,8.3,8.84,41,9.67,Marquise Brown
105,Calvin Ridley,TEN,WR42,98,124,109.4,9.6,8.58,42,9.25,Calvin Ridley
106,Zach Charbonnet,SEA,RB27,100,124,109.5,5.2,10.19,27,11.64,Zach Charbonnet
107,Rhamondre Stevenson,NE,RB28,97,132,109.9,8.7,9.67,28,11.18,Rhamondre Stevenson
108,Travis Hunter,JAC,WR43,94,123,111,9.8,8.31,43,8.82,Travis Hunter
109,Malik Washington,MIA,WR44,93,138,111.9,11.4,8.05,44,8.37,Malik Washington
110,Josh Downs,IND,WR45,105,132,112,6,7.83,45,7.89,Josh Downs
111,Dallas Goedert,PHI,TE10,107,123,113.4,4.9,11.90,10,13.33,Dallas Goedert
112,Darius Slayton,NYG,WR46,95,147,114,13.1,7.50,46,7.39,Darius Slayton
113,Christian Kirk,HOU,WR47,103,124,114.7,7.1,7.21,47,6.85,Christian Kirk
114,T.J. Hockenson,MIN,TE11,111,123,115.6,3.1,11.45,11,12.77,T.J. Hockenson
115,Brenton Strange,JAC,TE12,109,126,115.7,4.1,10.79,12,12.23,Brenton Strange
116,Zach Ertz,WAS,TE13,94,126,116,6.7,10.39,13,11.69,Zach Ertz
117,Harold Fannin Jr.,CLE,TE14,113,129,120.3,4.8,9.98,14,11.16,Harold Fannin Jr.
118,RJ Harvey,DEN,RB29,100,143,121.2,12.4,9.49,29,10.71,RJ Harvey
119,Mark Andrews,BAL,TE15,112,127,121.8,4.5,9.59,15,10.62,Mark Andrews
120,Isiah Pacheco,KC,RB30,108,138,123.5,9.2,9.11,30,10.23,Isiah Pacheco
121,David Njoku,CLE,TE16,118,131,125.7,4.7,9.09,16,10.07,David Njoku
122,Jacory Croskey-Merritt,WAS,RB31,112,154,127.2,12.3,8.58,31,9.72,Jacory Croskey-Merritt
123,Nick Chubb,HOU,RB32,108,151,127.4,13.7,7.97,32,9.19,Nick Chubb
124,Kareem Hunt,KC,RB33,116,137,128.7,7.8,7.57,33,8.63,Kareem Hunt
125,Kayshon Boutte,NE,WR48,121,144,129,6.2,6.99,48,6.27,Kayshon Boutte
126,Tory Horton,SEA,WR49,114,146,129.1,11.3,6.77,49,5.63,Tory Horton
127,Darren Waller,MIA,TE17,113,184,131.1,19.2,8.59,17,9.52,Darren Waller
128,Marvin Mims Jr.,DEN,WR50,120,144,131.8,8,6.50,50,4.92,Marvin Mims Jr.
129,Jalen Tolbert,DAL,WR51,120,147,131.9,9.9,6.19,51,4.11,Jalen Tolbert
130,KaVontae Turpin,DAL,WR52,109,146,132.1,9.1,5.91,52,3.15,KaVontae Turpin
131,Emari Demercado,ARI,RB34,116,162,133.6,17,7.35,34,8.04,Emari Demercado
132,Theo Johnson,NYG,TE18,126,155,133.9,7.6,8.30,18,8.94,Theo Johnson
133,Kendrick Bourne,SF,WR53,105,164,134.6,19.3,5.70,53,1.95,Kendrick Bourne
134,Justice Hill,BAL,RB35,126,144,134.6,4.3,7.14,35,7.40,Justice Hill
135,Dalton Schultz,HOU,TE19,117,156,136.2,11.1,7.83,19,8.34,Dalton Schultz
136,Rashod Bateman,BAL,WR54,127,148,137.1,5.7,5.34,54,0.29,Rashod Bateman
137,Sterling Shepard,TB,WR55,127,145,138,5.5,5.11,55,#N/A,Sterling Shepard
138,Jake Tonges,SF,TE20,125,161,138.4,11.4,7.52,20,7.70,Jake Tonges
139,Chig Okonkwo,TEN,TE21,127,155,139.2,9.2,7.28,21,7.00,Chig Okonkwo
140,Hunter Renfrow,CAR,WR56,124,167,140.1,9.7,4.86,56,#N/A,Hunter Renfrow
141,Mason Taylor,NYJ,TE22,120,154,140.4,10.1,6.98,22,6.23,Mason Taylor
142,Tyquan Thornton,KC,WR57,125,151,141.7,7.2,4.54,57,#N/A,Tyquan Thornton
143,JuJu Smith-Schuster,KC,WR58,140,163,145.9,5.3,4.20,58,#N/A,JuJu Smith-Schuster
144,Isaiah Bond,CLE,WR59,114,184,147.3,18.8,3.82,59,#N/A,Isaiah Bond
145,Michael Wilson,ARI,WR60,141,156,148.1,3.4,3.57,60,#N/A,Michael Wilson
146,Joshua Palmer,BUF,WR61,140,172,148.3,7,3.37,61,#N/A,Joshua Palmer
147,Luke McCaffrey,WAS,WR62,137,189,151.3,12.5,3.11,62,#N/A,Luke McCaffrey
148,Bhayshul Tuten,JAC,RB36,133,167,151.3,9.5,6.89,36,6.69,Bhayshul Tuten
149,Rico Dowdle,CAR,RB37,136,166,152.6,10.4,6.53,37,5.90,Rico Dowdle
150,Evan Engram,DEN,TE23,130,165,153.3,8.6,6.57,23,5.34,Evan Engram
151,Parker Washington,JAC,WR63,140,174,153.4,8.8,2.85,63,#N/A,Parker Washington
152,AJ Barner,SEA,TE24,131,165,153.8,9.4,6.14,24,4.27,AJ Barner
153,Kendre Miller,NO,RB38,139,168,155.2,7.3,6.25,38,4.99,Kendre Miller
154,Chris Rodriguez Jr.,WAS,RB39,149,168,156.3,5.1,5.99,39,3.88,Chris Rodriguez Jr.
155,Tommy Tremble,CAR,TE25,133,178,156.7,11.2,5.69,25,2.83,Tommy Tremble
156,Demarcus Robinson,SF,WR64,130,210,157.4,25.9,2.63,64,#N/A,Demarcus Robinson
157,Ollie Gordon II,MIA,RB40,148,164,158.5,4.3,5.65,40,2.44,Ollie Gordon II
158,Blake Corum,LAR,RB41,153,169,162.4,3.9,5.35,41,0.22,Blake Corum
159,Cade Otton,TB,TE26,147,183,163.4,9.1,5.28,26,0.35,Cade Otton
160,Oronde Gadsden II,LAC,TE27,154,171,163.7,5.4,5.01,27,#N/A,Oronde Gadsden II
161,Jeremy McNichols,WAS,RB42,160,174,163.7,3.5,5.07,42,#N/A,Jeremy McNichols
162,Brandin Cooks,NO,WR65,152,189,165.5,10.2,2.39,65,#N/A,Brandin Cooks
163,Mike Gesicki,CIN,TE28,157,204,168.3,9.5,4.70,28,#N/A,Mike Gesicki
164,Dont'e Thornton Jr.,LV,WR66,146,185,170.3,10.1,2.16,66,#N/A,Dont'e Thornton Jr.
165,Jaylin Lane,WAS,WR67,153,187,171.3,8.6,1.96,67,#N/A,Jaylin Lane
166,Michael Carter,ARI,RB43,110,272,163.8,57.3,4.68,43,#N/A,Michael Carter
167,Adonai Mitchell,IND,WR68,132,195,166.3,15.6,1.79,68,#N/A,Adonai Mitchell
168,Brian Robinson Jr.,SF,RB44,170,186,175,4.6,4.49,44,#N/A,Brian Robinson Jr.
169,DeAndre Hopkins,BAL,WR69,145,203,167.1,16.8,1.55,69,#N/A,DeAndre Hopkins
170,Zavier Scott,MIN,RB45,167,199,175.4,9.3,4.15,45,#N/A,Zavier Scott
171,Devin Singletary,NYG,RB46,165,208,176.6,13,3.92,46,#N/A,Devin Singletary
172,Jalen Nailor,MIN,WR70,161,193,176.8,8.5,1.33,70,#N/A,Jalen Nailor
173,Jerome Ford,CLE,RB47,162,200,177.4,9.9,3.70,47,#N/A,Jerome Ford
174,Elijah Arroyo,SEA,TE29,163,196,180.9,8.3,4.49,29,#N/A,Elijah Arroyo
175,Isaiah Likely,BAL,TE30,155,191,181.3,7.5,4.35,30,#N/A,Isaiah Likely
176,Brashard Smith,KC,RB48,160,204,183.2,13.5,3.46,48,#N/A,Brashard Smith
177,Antonio Gibson,NE,RB49,164,201,183.8,10.6,3.19,49,#N/A,Antonio Gibson
178,Miles Sanders,DAL,RB50,167,221,185.2,17.1,3.05,50,#N/A,Miles Sanders
179,DeMario Douglas,NE,WR71,147,207,171.7,14.8,1.17,71,#N/A,DeMario Douglas
180,Dyami Brown,JAC,WR72,145,195,173,13.4,0.99,72,#N/A,Dyami Brown
181,Noah Gray,KC,TE31,176,216,189.3,9.8,4.09,31,#N/A,Noah Gray
182,Isaiah Davis,NYJ,RB51,165,234,191.3,21.2,2.79,51,#N/A,Isaiah Davis
183,Jayden Higgins,HOU,WR73,152,198,176.7,11.7,0.77,73,#N/A,Jayden Higgins
184,Xavier Hutchinson,HOU,WR74,172,193,176.7,4.6,0.62,74,#N/A,Xavier Hutchinson
185,Isaac TeSlaa,DET,WR75,167,203,187.6,8.9,0.58,75,#N/A,Isaac TeSlaa
186,Austin Hooper,NE,TE32,177,217,190.6,10.4,3.92,32,#N/A,Austin Hooper
187,Sean Tucker,TB,RB52,155,252,198.2,30.2,2.60,52,#N/A,Sean Tucker
188,Alec Pierce,IND,WR76,137,253,184.3,29.4,0.45,76,#N/A,Alec Pierce
189,Ty Johnson,BUF,RB53,178,222,199.3,10.2,2.44,53,#N/A,Ty Johnson
190,Tyler Lockett,TEN,WR77,176,194,185.8,5.2,0.04,77,#N/A,Tyler Lockett
191,Terry McLaurin,WAS,WR78,82,259,169.9,46.5,0.04,78,#N/A,Terry McLaurin
192,Mack Hollins,NE,WR79,182,195,188.2,4.7,#N/A,79,#N/A,Mack Hollins
193,Nick Westbrook-Ikhine,MIA,WR80,153,230,193.4,18.6,#N/A,80,#N/A,Nick Westbrook-Ikhine
194,Elijah Moore,BUF,WR81,185,207,193.8,5.8,#N/A,81,#N/A,Elijah Moore
195,Adam Thielen,MIN,WR82,180,219,193.9,11.9,#N/A,82,#N/A,Adam Thielen
196,Ray Davis,BUF,RB54,187,223,207.8,9.8,2.17,54,#N/A,Ray Davis
197,Andrei Iosivas,CIN,WR83,186,219,195.2,8,#N/A,83,#N/A,Andrei Iosivas
198,Dylan Sampson,CLE,RB55,189,239,209.9,13.2,1.97,55,#N/A,Dylan Sampson
199,Luke Farrell,SF,TE33,177,233,197.3,13.1,3.66,33,#N/A,Luke Farrell
200,Tutu Atwell,LAR,WR84,191,209,199,6.4,#N/A,84,#N/A,Tutu Atwell
201,Greg Dortch,ARI,WR85,159,200,185.4,11,#N/A,85,#N/A,Greg Dortch
202,Dawson Knox,BUF,TE34,193,222,201.5,6.3,3.45,34,#N/A,Dawson Knox
203,Samaje Perine,CIN,RB56,188,261,216.9,17.3,1.83,56,#N/A,Samaje Perine
204,Bucky Irving,TB,RB57,24,330,172.6,110,1.61,57,#N/A,Bucky Irving
205,Brycen Tremayne,CAR,WR86,175,239,201,16.6,#N/A,86,#N/A,Brycen Tremayne
206,Jahan Dotson,PHI,WR87,189,242,201.3,12.2,#N/A,87,#N/A,Jahan Dotson
207,Jordan Whittington,LAR,WR88,187,206,197.7,5.2,#N/A,88,#N/A,Jordan Whittington
208,Raheem Mostert,LV,RB58,187,251,224.3,16.7,1.51,58,#N/A,Raheem Mostert
209,LeQuint Allen Jr.,JAC,RB59,191,245,221.5,13.4,1.43,59,#N/A,LeQuint Allen Jr.
210,DJ Giddens,IND,RB60,200,267,225.8,17.4,1.27,60,#N/A,DJ Giddens
211,Chris Moore,WAS,WR89,174,227,203.5,13.7,#N/A,89,#N/A,Chris Moore
212,Chimere Dike,TEN,WR90,182,221,204.7,10.1,#N/A,90,#N/A,Chimere Dike
213,Xavier Legette,CAR,WR91,128,241,206.1,31,#N/A,91,#N/A,Xavier Legette
214,Julius Chestnut,TEN,RB61,206,271,238.1,21.4,1.02,61,#N/A,Julius Chestnut
215,A.J. Dillon,PHI,RB62,208,266,238.2,17.2,0.92,62,#N/A,A.J. Dillon
216,Hassan Haskins,LAC,RB63,204,270,238.3,16.3,0.81,63,#N/A,Hassan Haskins
217,Tyler Badie,DEN,RB64,207,269,235.7,16.6,0.73,64,#N/A,Tyler Badie
218,Tyjae Spears,TEN,RB65,186,268,226.3,23.7,0.58,65,#N/A,Tyjae Spears
219,Kalif Raymond,DET,WR92,201,244,211.9,9.6,#N/A,92,#N/A,Kalif Raymond
220,Tyler Higbee,LAR,TE35,166,199,181,7.7,3.18,35,#N/A,Tyler Higbee
221,Pat Bryant,DEN,WR93,206,231,215.4,7.7,#N/A,93,#N/A,Pat Bryant
222,Allen Lazard,NYJ,WR94,205,236,220.4,8.3,#N/A,94,#N/A,Allen Lazard
223,Josh Reynolds,NYJ,WR95,182,229,212.2,11.1,#N/A,95,#N/A,Josh Reynolds
224,Will Shipley,PHI,RB66,206,279,245.3,21.3,0.38,66,#N/A,Will Shipley
225,Trevor Etienne,CAR,RB67,214,279,245.5,18.9,0.23,67,#N/A,Trevor Etienne
226,Kyle Juszczyk,SF,RB68,197,266,230.7,20.7,0.16,68,#N/A,Kyle Juszczyk
227,Marcus Mariota,WAS,QB29,80,298,211.2,85.3,5.49,29,4.94,Marcus Mariota
228,Zamir White,LV,RB69,201,290,245.6,24.9,0.10,69,#N/A,Zamir White
229,Devontez Walker,BAL,WR96,214,265,228.9,13.9,#N/A,96,#N/A,Devontez Walker
230,Kimani Vidal,LAC,RB70,220,281,251,19.1,0.02,70,#N/A,Kimani Vidal
231,Jaylin Noel,HOU,WR97,214,235,223.7,5.6,#N/A,97,#N/A,Jaylin Noel
232,Kyle Williams,NE,WR98,219,243,228.4,7.5,#N/A,98,#N/A,Kyle Williams
233,Cam Akers,MIN,RB71,223,287,251.7,19.4,#N/A,71,#N/A,Cam Akers
234,Ryan Flournoy,DAL,WR99,200,240,220.5,10.1,#N/A,99,#N/A,Ryan Flournoy
235,Lamar Jackson,BAL,QB30,4,317,169.9,132.1,4.71,30,1.10,Lamar Jackson
236,Arian Smith,NYJ,WR100,215,247,232.9,8,#N/A,100,#N/A,Arian Smith
237,Davis Allen,LAR,TE36,194,235,216,11.8,2.97,36,#N/A,Davis Allen
238,Skyy Moore,SF,WR101,197,234,217,11.6,#N/A,101,#N/A,Skyy Moore
239,Tahj Brooks,CIN,RB72,213,287,252.1,21.1,#N/A,72,#N/A,Tahj Brooks
240,Tre Harris,LAC,WR102,214,241,228.3,9.1,#N/A,102,#N/A,Tre Harris
241,Dylan Laube,LV,RB73,218,284,253.8,19.9,#N/A,73,#N/A,Dylan Laube
242,Dare Ogunbowale,HOU,RB74,219,286,254.6,20.5,#N/A,74,#N/A,Dare Ogunbowale
243,Devaughn Vele,NO,WR103,218,272,233.3,14,#N/A,103,#N/A,Devaughn Vele
244,Curtis Samuel,BUF,WR104,190,240,219.3,15.8,#N/A,104,#N/A,Curtis Samuel
245,Jalin Hyatt,NYG,WR105,207,248,223,11.4,#N/A,105,#N/A,Jalin Hyatt
246,Jaydon Blue,DAL,RB75,216,288,254.6,21.9,#N/A,75,#N/A,Jaydon Blue
247,Adam Trautman,DEN,TE37,210,230,217.3,7.4,2.70,37,#N/A,Adam Trautman
248,George Holani,SEA,RB76,225,291,262.5,20.2,#N/A,76,#N/A,George Holani
249,Alec Ingold,MIA,RB77,231,285,254.2,17,#N/A,77,#N/A,Alec Ingold
250,Isaac Guerendo,SF,RB78,226,293,261.3,21.2,#N/A,78,#N/A,Isaac Guerendo
251,Tylan Wallace,BAL,WR106,228,247,236.8,6.8,#N/A,106,#N/A,Tylan Wallace
252,Gunnar Helm,TEN,TE38,203,228,215.3,8.3,2.53,38,#N/A,Gunnar Helm
253,Tyler Conklin,LAC,TE39,201,235,218,11.4,2.31,39,#N/A,Tyler Conklin
254,Van Jefferson,TEN,WR107,231,261,240.6,8.7,#N/A,107,#N/A,Van Jefferson
255,Jamari Thrash,CLE,WR108,221,243,233.6,7.2,#N/A,108,#N/A,Jamari Thrash
256,Tez Johnson,TB,WR109,232,243,237,3.8,#N/A,109,#N/A,Tez Johnson
257,Tyler Shough,NO,QB31,96,300,259.5,51.3,4.19,31,#N/A,Tyler Shough
258,Tank Bigsby,PHI,RB79,234,299,265.9,21.2,#N/A,79,#N/A,Tank Bigsby
259,Jaleel McLaughlin,DEN,RB80,235,294,264.3,17.7,#N/A,80,#N/A,Jaleel McLaughlin
260,Zonovan Knight,ARI,RB81,220,286,259.4,15.7,#N/A,81,#N/A,Zonovan Knight
261,Joe Flacco,CLE,QB32,104,316,237.1,78.8,3.13,32,#N/A,Joe Flacco
262,Tyler Johnson,NYJ,WR110,230,257,241.6,8.8,#N/A,110,#N/A,Tyler Johnson
263,Marquez Valdes-Scantling,SF,WR111,197,249,231.6,19.1,#N/A,111,#N/A,Marquez Valdes-Scantling
264,Beaux Collins,NYG,WR112,236,255,243.5,6.6,#N/A,112,#N/A,Beaux Collins
265,Tyler Goodson,IND,RB82,238,295,266.6,20.1,#N/A,82,#N/A,Tyler Goodson
266,Luke Schoonmaker,DAL,TE40,225,251,233.9,7.9,2.13,40,#N/A,Luke Schoonmaker
267,Jackson Hawes,BUF,TE41,214,250,234,12.8,2.01,41,#N/A,Jackson Hawes
268,Jaylen Wright,MIA,RB83,260,299,275.7,14.4,#N/A,83,#N/A,Jaylen Wright
269,Mitchell Evans,CAR,TE42,214,255,229,13.9,1.84,42,#N/A,Mitchell Evans
270,Jalen Milroe,SEA,QB33,181,313,268.3,38,2.44,33,#N/A,Jalen Milroe
271,Elijah Higgins,ARI,TE43,227,236,231.3,3.4,1.77,43,#N/A,Elijah Higgins
272,Jack Bech,LV,WR113,225,269,248.7,14.7,#N/A,113,#N/A,Jack Bech
273,Hunter Long,JAC,TE44,215,256,237.5,13.7,1.59,44,#N/A,Hunter Long
274,Hunter Luepke,DAL,RB84,248,288,267.7,14.3,#N/A,84,#N/A,Hunter Luepke
275,Ja'Tavion Sanders,CAR,TE45,203,249,221.6,17.3,1.52,45,#N/A,Ja'Tavion Sanders
276,Jarquez Hunter,LAR,RB85,258,296,276.1,15.2,#N/A,85,#N/A,Jarquez Hunter
277,Tyrod Taylor,NYJ,QB34,179,311,270.9,36.9,1.29,34,#N/A,Tyrod Taylor
278,Devin Neal,NO,RB86,259,303,278.5,15.1,#N/A,86,#N/A,Devin Neal
