RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
279,Drew Sample,CIN,TE46,222,244,230.8,7.5,1.28,46,#N/A,Drew Sample
280,Julian Hill,MIA,TE47,226,238,230.8,4.5,1.24,47,#N/A,Julian Hill
281,Colby Parkinson,LAR,TE48,212,272,234.4,27.6,1.18,48,#N/A,Colby Parkinson
282,Noah Fant,CIN,TE49,165,252,213.5,34.1,1.09,49,#N/A,Noah Fant
283,CeeDee Lamb,DAL,WR114,222,267,238.2,16.2,#N/A,114,#N/A,CeeDee Lamb
284,Daniel Bellinger,NYG,TE50,230,251,238.4,7.9,0.84,50,#N/A,Daniel Bellinger
285,Jeremy Ruckert,NYJ,TE51,232,250,239.2,8,0.70,51,#N/A,Jeremy Ruckert
286,Russell Wilson,NYG,QB35,253,314,281.3,18.5,1.08,35,#N/A,Russell Wilson
287,Donovan Edwards,WAS,RB87,266,307,282.2,15.5,#N/A,87,#N/A,Donovan Edwards
288,Tyrone Tracy Jr.,NYG,RB88,265,306,282.3,15.7,#N/A,88,#N/A,Tyrone Tracy Jr.
289,Josh Oliver,MIN,TE52,236,257,247.2,8.9,0.64,52,#N/A,Josh Oliver
290,Tip Reiman,ARI,TE53,244,258,249.8,4.7,0.50,53,#N/A,Tip Reiman
291,Ben Sinnott,WAS,TE54,236,260,251.4,8.7,0.33,54,#N/A,Ben Sinnott
292,Noah Brown,WAS,WR115,236,277,255,16.5,#N/A,115,#N/A,Noah Brown
293,Brock Wright,DET,TE55,250,261,255.2,4.2,0.17,55,#N/A,Brock Wright
294,Ashton Dulin,IND,WR116,242,273,256.6,11.4,#N/A,116,#N/A,Ashton Dulin
295,Jimmy Horn Jr.,CAR,WR117,240,282,257.2,14.7,#N/A,117,#N/A,Jimmy Horn Jr.
296,Mitchell Trubisky,BUF,QB36,255,315,283.5,18.8,0.40,36,#N/A,Mitchell Trubisky
297,Sincere McCormick,SF,RB89,265,305,284.1,15.7,#N/A,89,#N/A,Sincere McCormick
298,Trent Sherfield Sr.,DEN,WR118,241,275,259.6,11.5,#N/A,118,#N/A,Trent Sherfield Sr.
299,Dameon Pierce,HOU,RB90,269,308,285.1,15.8,#N/A,90,#N/A,Dameon Pierce
300,Tanner Conner,MIA,TE56,226,260,243.5,15.6,0.17,56,#N/A,Tanner Conner
301,Audric Estime,PHI,RB91,260,328,279.7,23,#N/A,91,#N/A,Audric Estime
302,Rasheen Ali,BAL,RB92,266,309,285.5,15.2,#N/A,92,#N/A,Rasheen Ali
303,Craig Reynolds,DET,RB93,261,303,279.7,15,#N/A,93,#N/A,Craig Reynolds
304,Dante Miller,NYG,RB94,270,312,287.9,15.2,#N/A,94,#N/A,Dante Miller
305,Player Name,FA,WR119,28,28,28,0,#N/A,119,#N/A,Player Name
306,Ja'Quinden Jackson,JAC,RB95,270,308,285.7,15.3,#N/A,95,#N/A,Ja'Quinden Jackson
307,Ian Thomas,LV,TE57,251,263,256.5,5.1,0.17,57,#N/A,Ian Thomas
308,Zach Wilson,MIA,QB37,128,319,259.8,77.5,0.24,37,#N/A,Zach Wilson
309,Mo Alie-Cox,IND,TE58,257,264,260.5,2.7,0.09,58,#N/A,Mo Alie-Cox
310,Tucker Fisk,LAC,TE59,255,269,261,5.5,0.08,59,#N/A,Tucker Fisk
311,D'Ernest Johnson,ARI,RB96,272,329,291.4,19.4,#N/A,96,#N/A,D'Ernest Johnson
312,Johnny Mundt,JAC,TE60,261,271,265.5,4.2,#N/A,60,#N/A,Johnny Mundt
313,Nate Adkins,DEN,TE61,262,272,265.5,3.9,#N/A,61,#N/A,Nate Adkins
314,Elijah Mitchell,KC,RB97,275,325,293.3,17.1,#N/A,97,#N/A,Elijah Mitchell
315,Keaton Mitchell,BAL,RB98,274,324,294,17.1,#N/A,98,#N/A,Keaton Mitchell
316,Russell Gage Jr.,SF,WR120,194,263,228.5,34.5,#N/A,120,#N/A,Russell Gage Jr.
317,Tim Patrick,JAC,WR121,217,259,238,21,#N/A,121,#N/A,Tim Patrick
318,Andy Dalton,CAR,QB38,179,318,270,64.4,0.10,38,#N/A,Andy Dalton
319,Lucas Krull,DEN,TE62,228,273,250.5,22.5,#N/A,62,#N/A,Lucas Krull
320,KeAndre Lambert-Smith,LAC,WR122,200,305,252.5,52.5,#N/A,122,#N/A,KeAndre Lambert-Smith
321,John Metchie III,PHI,WR123,232,278,255,23,#N/A,123,#N/A,John Metchie III
322,Adam Prentice,DEN,RB99,268,326,299.4,19.1,#N/A,99,#N/A,Adam Prentice
323,Anthony Richardson Sr.,IND,QB39,261,320,292.8,24.9,#N/A,39,#N/A,Anthony Richardson Sr.
324,Kylen Granson,PHI,TE63,241,277,259,18,#N/A,63,#N/A,Kylen Granson
325,Charlie Kolar,BAL,TE64,246,280,263,17,#N/A,64,#N/A,Charlie Kolar
326,Jimmy Garoppolo,LAR,QB40,264,321,295.3,23.6,#N/A,40,#N/A,Jimmy Garoppolo
327,Harrison Bryant,HOU,TE65,250,279,264.5,14.5,#N/A,65,#N/A,Harrison Bryant
328,Grant Calcaterra,PHI,TE66,257,274,265.5,8.5,#N/A,66,#N/A,Grant Calcaterra
329,Stone Smartt,NYJ,TE67,256,282,269,13,#N/A,67,#N/A,Stone Smartt
330,Javon Baker,PHI,WR124,219,219,219,0,#N/A,124,#N/A,Javon Baker
331,Tai Felton,MIN,WR125,220,220,220,0,#N/A,125,#N/A,Tai Felton
332,Xavier Restrepo,TEN,WR126,225,225,225,0,#N/A,126,#N/A,Xavier Restrepo
333,Terrance Ferguson,LAR,TE68,229,229,229,0,#N/A,68,#N/A,Terrance Ferguson
334,Joe Milton III,DAL,QB41,282,324,303.5,18.3,#N/A,41,#N/A,Joe Milton III
335,Zay Jones,ARI,WR127,238,238,238,0,#N/A,127,#N/A,Zay Jones
336,Mitch Tinsley,CIN,WR128,249,249,249,0,#N/A,128,#N/A,Mitch Tinsley
337,Dee Eskridge,MIA,WR129,256,256,256,0,#N/A,129,#N/A,Dee Eskridge
338,Tyrell Shavers,BUF,WR130,260,260,260,0,#N/A,130,#N/A,Tyrell Shavers
339,Hendon Hooker,CAR,QB42,278,322,305.3,19.5,#N/A,42,#N/A,Hendon Hooker
340,Michael Mayer,LV,TE69,265,265,265,0,#N/A,69,#N/A,Michael Mayer
341,Joshua Dobbs,NE,QB43,281,323,307,18.6,#N/A,43,#N/A,Joshua Dobbs
342,Xavier Weaver,ARI,WR131,271,271,271,0,#N/A,131,#N/A,Xavier Weaver
343,Tanner McKee,PHI,QB44,282,325,308.3,18.8,#N/A,44,#N/A,Tanner McKee
344,Jake Bobo,SEA,WR132,273,273,273,0,#N/A,132,#N/A,Jake Bobo
345,Malachi Corley,CLE,WR133,277,277,277,0,#N/A,133,#N/A,Malachi Corley
346,Brevyn Spann-Ford,DAL,TE70,283,283,283,0,#N/A,70,#N/A,Brevyn Spann-Ford
347,Desmond Ridder,MIN,QB45,290,327,312.3,16.1,#N/A,45,#N/A,Desmond Ridder
348,Blaine Gabbert,FA,QB46,284,284,284,0,#N/A,46,#N/A,Blaine Gabbert
349,Taylor Heinicke,FA,QB47,285,285,285,0,#N/A,47,#N/A,Taylor Heinicke
350,Moliki Matavao,NO,TE71,285,285,285,0,#N/A,71,#N/A,Moliki Matavao
351,Kameron Johnson,TB,WR134,285,285,285,0,#N/A,134,#N/A,Kameron Johnson
352,Aidan O'Connell,LV,QB48,286,286,286,0,#N/A,48,#N/A,Aidan O'Connell
353,Nick Mullens,JAC,QB49,292,321,306.5,14.5,#N/A,49,#N/A,Nick Mullens
354,Jarrett Stidham,DEN,QB50,288,288,288,0,#N/A,50,#N/A,Jarrett Stidham
355,Drew Ogletree,IND,TE72,289,289,289,0,#N/A,72,#N/A,Drew Ogletree
356,Kyle Trask,FA,QB51,291,291,291,0,#N/A,51,#N/A,Kyle Trask
357,Trey Lance,LAC,QB52,297,322,309.5,12.5,#N/A,52,#N/A,Trey Lance
358,Brandon Allen,TEN,QB53,293,293,293,0,#N/A,53,#N/A,Brandon Allen
359,Shedeur Sanders,CLE,QB54,298,326,315.7,12.6,#N/A,54,#N/A,Shedeur Sanders
360,Brett Rypien,CIN,QB55,295,295,295,0,#N/A,55,#N/A,Brett Rypien
361,Davis Mills,HOU,QB56,296,296,296,0,#N/A,56,#N/A,Davis Mills
362,Caleb Williams,CHI,QB57,300,300,300,0,#N/A,57,#N/A,Caleb Williams
363,Jordan Love,GB,QB58,302,302,302,0,#N/A,58,#N/A,Jordan Love
364,Gage Larvadain,CLE,WR135,302,302,302,0,#N/A,135,#N/A,Gage Larvadain
365,Michael Penix Jr.,ATL,QB59,303,303,303,0,#N/A,59,#N/A,Michael Penix Jr.
366,Ryan Miller,TB,WR136,303,303,303,0,#N/A,136,#N/A,Ryan Miller
367,Aaron Rodgers,PIT,QB60,304,304,304,0,#N/A,60,#N/A,Aaron Rodgers
368,Mason Tipton,NO,WR137,304,304,304,0,#N/A,137,#N/A,Mason Tipton
369,Malik Willis,GB,QB61,305,305,305,0,#N/A,61,#N/A,Malik Willis
370,Tyson Bagent,CHI,QB62,306,306,306,0,#N/A,62,#N/A,Tyson Bagent
371,Tahj Washington,MIA,WR138,306,306,306,0,#N/A,138,#N/A,Tahj Washington
372,Mason Rudolph,PIT,QB63,307,307,307,0,#N/A,63,#N/A,Mason Rudolph
373,Anthony Gould,IND,WR139,307,307,307,0,#N/A,139,#N/A,Anthony Gould
374,Kirk Cousins,ATL,QB64,308,308,308,0,#N/A,64,#N/A,Kirk Cousins
375,Jalen Cropper,DAL,WR140,308,308,308,0,#N/A,140,#N/A,Jalen Cropper
376,Nikko Remigio,KC,WR141,309,309,309,0,#N/A,141,#N/A,Nikko Remigio
377,Malik Turner,SF,WR142,310,310,310,0,#N/A,142,#N/A,Malik Turner
378,Kurtis Rourke,SF,QB65,310,310,310,0,#N/A,65,#N/A,Kurtis Rourke
379,J.J. McCarthy,MIN,QB66,312,312,312,0,#N/A,66,#N/A,J.J. McCarthy
380,Collin Hill,FA,QB67,313,313,313,0,#N/A,67,#N/A,Collin Hill
381,Quinn Ewers,MIA,QB68,314,314,314,0,#N/A,68,#N/A,Quinn Ewers
382,Devin Leary,FA,QB69,315,315,315,0,#N/A,69,#N/A,Devin Leary
383,Will Howard,PIT,QB70,316,316,316,0,#N/A,70,#N/A,Will Howard
384,Max Brosmer,MIN,QB71,317,317,317,0,#N/A,71,#N/A,Max Brosmer
385,Michael Pratt,FA,QB72,318,318,318,0,#N/A,72,#N/A,Michael Pratt
