RK,PLAYER NAME,TEAM,POS,BEST,WORST,AVG.,STD.DEV,PROJ,POS_RK,ND,ADD
111,Josh Downs,IND,WR43,91,129,109.3,7.6,8.31,43,8.82,Josh Downs
112,Cooper Kupp,SEA,WR44,94,134,111.4,7.8,8.05,44,8.37,Cooper Kupp
113,Jauan Jennings,SF,WR45,78,173,114.4,16.7,7.83,45,7.89,Jauan Jennings
114,Christian Kirk,HOU,WR46,94,139,115.7,7,7.50,46,7.39,Christian Kirk
115,Austin Ekeler,WAS,RB30,85,148,117,11,9.11,30,10.23,Austin Ekeler
116,Mark Andrews,BAL,TE8,104,138,117.4,9.9,13.14,8,14.52,Mark Andrews
117,Evan Engram,DEN,TE9,87,149,120.3,13.8,12.34,9,13.91,Evan Engram
118,Javonte Williams,DAL,RB31,99,148,120.5,7.4,8.58,31,9.72,Javonte Williams
119,Jayden Reed,GB,WR47,95,155,121.6,9.1,7.21,47,6.85,Jayden Reed
120,J.K. Dobbins,DEN,RB32,85,237,123.1,31.9,7.97,32,9.19,J.K. Dobbins
121,Jerome Ford,CLE,RB33,88,208,124.1,19.3,7.57,33,8.63,Jerome Ford
122,Keon Coleman,BUF,WR48,101,157,124.3,8.7,6.99,48,6.27,Keon Coleman
123,Rashid Shaheed,NO,WR49,113,147,124.7,5.7,6.77,49,5.63,Rashid Shaheed
124,Cedric Tillman,CLE,WR50,97,168,126.4,12.1,6.50,50,4.92,Cedric Tillman
125,Darnell Mooney,ATL,WR51,105,225,126.4,17.5,6.19,51,4.11,Darnell Mooney
126,Rhamondre Stevenson,NE,RB34,109,155,128.2,10.8,7.35,34,8.04,Rhamondre Stevenson
127,Tank Bigsby,JAC,RB35,94,178,129.1,14.3,7.14,35,7.40,Tank Bigsby
128,Marvin Mims Jr.,DEN,WR52,121,157,130,8.1,5.91,52,3.15,Marvin Mims Jr.
129,Tucker Kraft,GB,TE10,108,147,131.5,9.7,11.90,10,13.33,Tucker Kraft
130,Rashod Bateman,BAL,WR53,120,159,131.7,8.8,5.70,53,1.95,Rashod Bateman
131,Marquise Brown,KC,WR54,103,165,134.3,11.7,5.34,54,0.29,Marquise Brown
132,Tyler Warren,IND,TE11,110,154,134.6,7.6,11.45,11,12.77,Tyler Warren
133,Jake Ferguson,DAL,TE12,110,149,135.3,5.1,10.79,12,12.23,Jake Ferguson
134,Jordan Mason,MIN,RB36,102,180,136.6,16,6.89,36,6.69,Jordan Mason
135,Zach Charbonnet,SEA,RB37,119,153,136.7,10.4,6.53,37,5.90,Zach Charbonnet
136,Adam Thielen,MIN,WR55,116,168,136.8,11.9,5.11,55,#N/A,Adam Thielen
137,Romeo Doubs,GB,WR56,118,160,136.8,10.3,4.86,56,#N/A,Romeo Doubs
138,Wan'Dale Robinson,NYG,WR57,105,170,137.6,11.5,4.54,57,#N/A,Wan'Dale Robinson
139,Dallas Goedert,PHI,TE13,128,159,141.4,5.2,10.39,13,11.69,Dallas Goedert
140,DeMario Douglas,NE,WR58,112,189,142,14.2,4.20,58,#N/A,DeMario Douglas
141,Kaleb Johnson,PIT,RB38,99,205,143.3,24.4,6.25,38,4.99,Kaleb Johnson
142,Hunter Henry,NE,TE14,135,164,143.6,5.7,9.98,14,11.16,Hunter Henry
143,Xavier Legette,CAR,WR59,113,179,144.7,14.8,3.82,59,#N/A,Xavier Legette
144,Rachaad White,TB,RB39,124,182,145,11.3,5.99,39,3.88,Rachaad White
145,Nick Chubb,HOU,RB40,109,268,141.2,24.5,5.65,40,2.44,Nick Chubb
146,Dalton Kincaid,BUF,TE15,131,159,146,5.3,9.59,15,10.62,Dalton Kincaid
147,Joshua Palmer,BUF,WR60,123,186,147,13,3.57,60,#N/A,Joshua Palmer
148,Zach Ertz,WAS,TE16,131,161,149,5.4,9.09,16,10.07,Zach Ertz
149,Kyle Pitts Sr.,ATL,TE17,132,162,149.1,5.2,8.59,17,9.52,Kyle Pitts Sr.
150,Dylan Sampson,CLE,RB41,97,218,151.6,20.9,5.35,41,0.22,Dylan Sampson
151,Colston Loveland,CHI,TE18,137,166,151.6,6,8.30,18,8.94,Colston Loveland
152,Brenton Strange,JAC,TE19,134,172,152.2,7.2,7.83,19,8.34,Brenton Strange
153,Chig Okonkwo,TEN,TE20,141,166,155.1,5.4,7.52,20,7.70,Chig Okonkwo
154,Jacory Croskey-Merritt,WAS,RB42,112,260,154.6,34.2,5.07,42,#N/A,Jacory Croskey-Merritt
155,Jonnu Smith,PIT,TE21,134,222,159.3,12.1,7.28,21,7.00,Jonnu Smith
156,Braelon Allen,NYJ,RB43,129,212,160.5,17.3,4.68,43,#N/A,Braelon Allen
157,Jayden Higgins,HOU,WR61,118,237,161.7,18.3,3.37,61,#N/A,Jayden Higgins
158,Cade Otton,TB,TE22,136,219,160.1,11.3,6.98,22,6.23,Cade Otton
159,Ja'Tavion Sanders,CAR,TE23,149,216,164,9.8,6.57,23,5.34,Ja'Tavion Sanders
160,Rico Dowdle,CAR,RB44,130,213,166.2,17.5,4.49,44,#N/A,Rico Dowdle
161,Pat Freiermuth,PIT,TE24,144,177,162.6,6,6.14,24,4.27,Pat Freiermuth
162,Darius Slayton,NYG,WR62,138,237,160.7,13.3,3.11,62,#N/A,Darius Slayton
163,Mason Taylor,NYJ,TE25,154,283,169.4,18.3,5.69,25,2.83,Mason Taylor
164,Dalton Schultz,HOU,TE26,150,207,167.4,7.4,5.28,26,0.35,Dalton Schultz
165,Keenan Allen,LAC,WR63,97,218,147,26.7,2.85,63,#N/A,Keenan Allen
166,Mike Gesicki,CIN,TE27,151,189,164.7,6.4,5.01,27,#N/A,Mike Gesicki
167,Trey Benson,ARI,RB45,146,219,173.8,15.1,4.15,45,#N/A,Trey Benson
168,Cam Skattebo,NYG,RB46,130,252,173.9,25,3.92,46,#N/A,Cam Skattebo
169,Luther Burden III,CHI,WR64,122,257,168.2,24.2,2.63,64,#N/A,Luther Burden III
170,Alec Pierce,IND,WR65,158,207,171.5,10.5,2.39,65,#N/A,Alec Pierce
171,Juwan Johnson,NO,TE28,149,190,169.9,6.6,4.70,28,#N/A,Juwan Johnson
172,Theo Johnson,NYG,TE29,154,213,174.4,9.6,4.49,29,#N/A,Theo Johnson
173,Tyler Allgeier,ATL,RB47,153,201,181.6,9.9,3.70,47,#N/A,Tyler Allgeier
174,DeAndre Hopkins,BAL,WR66,147,214,172,12.3,2.16,66,#N/A,DeAndre Hopkins
175,Ollie Gordon II,MIA,RB48,143,261,182.5,24.8,3.46,48,#N/A,Ollie Gordon II
176,Michael Wilson,ARI,WR67,138,191,173.7,10.9,1.96,67,#N/A,Michael Wilson
177,Quentin Johnston,LAC,WR68,139,217,173.8,12.7,1.79,68,#N/A,Quentin Johnston
178,Ray Davis,BUF,RB49,170,270,192.6,13.8,3.19,49,#N/A,Ray Davis
179,Kareem Hunt,KC,RB50,148,258,191.6,17.1,3.05,50,#N/A,Kareem Hunt
180,Tyler Lockett,TEN,WR69,140,203,174.6,9.2,1.55,69,#N/A,Tyler Lockett
181,Elijah Arroyo,SEA,TE30,165,275,181,17,4.35,30,#N/A,Elijah Arroyo
182,Brian Robinson Jr.,SF,RB51,104,324,193.3,31.3,2.79,51,#N/A,Brian Robinson Jr.
183,Dontayvion Wicks,GB,WR70,150,231,181.6,13.6,1.33,70,#N/A,Dontayvion Wicks
184,Jaydon Blue,DAL,RB52,161,235,196.5,16,2.60,52,#N/A,Jaydon Blue
185,Calvin Austin III,PIT,WR71,159,231,186,14.2,1.17,71,#N/A,Calvin Austin III
186,Tre' Harris,LAC,WR72,136,305,182.8,24.7,0.99,72,#N/A,Tre' Harris
187,Dyami Brown,JAC,WR73,154,245,183.3,12.3,0.77,73,#N/A,Dyami Brown
188,Cole Kmet,CHI,TE31,166,215,184.8,11.8,4.09,31,#N/A,Cole Kmet
189,Chris Rodriguez Jr.,WAS,RB53,143,270,203,25.8,2.44,53,#N/A,Chris Rodriguez Jr.
190,Bhayshul Tuten,JAC,RB54,158,268,200.2,18.1,2.17,54,#N/A,Bhayshul Tuten
191,Woody Marks,HOU,RB55,152,273,203.7,22.8,1.97,55,#N/A,Woody Marks
192,Najee Harris,LAC,RB56,134,252,199.7,24.6,1.83,56,#N/A,Najee Harris
193,Justice Hill,BAL,RB57,145,242,202.2,20.3,1.61,57,#N/A,Justice Hill
194,Roschon Johnson,CHI,RB58,180,262,209,16.4,1.51,58,#N/A,Roschon Johnson
195,Adonai Mitchell,IND,WR74,160,229,188.8,11.7,0.62,74,#N/A,Adonai Mitchell
196,Harold Fannin Jr.,CLE,TE32,164,251,194.3,19.3,3.92,32,#N/A,Harold Fannin Jr.
197,Elic Ayomanor,TEN,WR75,168,332,194.5,24,0.58,75,#N/A,Elic Ayomanor
198,Andrei Iosivas,CIN,WR76,169,220,187.8,10.2,0.45,76,#N/A,Andrei Iosivas
199,Kyle Williams,NE,WR77,161,326,195.7,22.4,0.04,77,#N/A,Kyle Williams
200,Ray-Ray McCloud III,ATL,WR78,144,261,190.1,21.4,0.04,78,#N/A,Ray-Ray McCloud III
201,Miles Sanders,DAL,RB59,143,256,211.8,17.9,1.43,59,#N/A,Miles Sanders
202,Noah Fant,CIN,TE33,170,264,198.7,17.9,3.66,33,#N/A,Noah Fant
203,Dameon Pierce,HOU,RB60,157,273,218.4,25.7,1.27,60,#N/A,Dameon Pierce
204,Isaac TeSlaa,DET,WR79,176,247,203.3,13,#N/A,79,#N/A,Isaac TeSlaa
205,Pat Bryant,DEN,WR80,184,281,209.7,17.4,#N/A,80,#N/A,Pat Bryant
206,Brandin Cooks,NO,WR81,173,285,203.2,19.4,#N/A,81,#N/A,Brandin Cooks
207,Malik Washington,MIA,WR82,178,360,203.9,25,#N/A,82,#N/A,Malik Washington
208,Tutu Atwell,LAR,WR83,169,269,196.1,14.5,#N/A,83,#N/A,Tutu Atwell
209,Isaiah Likely,BAL,TE34,160,250,196.1,23.3,3.45,34,#N/A,Isaiah Likely
210,Blake Corum,LAR,RB61,182,262,217.1,16.5,1.02,61,#N/A,Blake Corum
211,Tyler Higbee,LAR,TE35,158,264,198.8,18.1,3.18,35,#N/A,Tyler Higbee
212,Kayshon Boutte,NE,WR84,184,226,209.5,8.7,#N/A,84,#N/A,Kayshon Boutte
213,Tre Tucker,LV,WR85,183,243,209.6,11.4,#N/A,85,#N/A,Tre Tucker
214,Roman Wilson,PIT,WR86,185,253,215.1,10.5,#N/A,86,#N/A,Roman Wilson
215,Jalen Tolbert,DAL,WR87,182,237,208.7,11.7,#N/A,87,#N/A,Jalen Tolbert
216,Kendre Miller,NO,RB62,198,251,226.8,14.7,0.92,62,#N/A,Kendre Miller
217,Jalen Nailor,MIN,WR88,173,239,210,15,#N/A,88,#N/A,Jalen Nailor
218,Will Shipley,PHI,RB63,184,307,227.9,17.8,0.81,63,#N/A,Will Shipley
219,Nick Westbrook-Ikhine,MIA,WR89,189,227,212.2,9,#N/A,89,#N/A,Nick Westbrook-Ikhine
220,KaVontae Turpin,DAL,WR90,173,244,211.3,14,#N/A,90,#N/A,KaVontae Turpin
221,Kyle Monangai,CHI,RB64,202,287,233.5,17,0.73,64,#N/A,Kyle Monangai
222,Jack Bech,LV,WR91,164,322,211.4,27.6,#N/A,91,#N/A,Jack Bech
223,DJ Giddens,IND,RB65,190,280,236.1,18.4,0.58,65,#N/A,DJ Giddens
224,Ty Johnson,BUF,RB66,186,266,236.7,14.2,0.38,66,#N/A,Ty Johnson
225,Raheem Mostert,LV,RB67,194,271,231.5,14.8,0.23,67,#N/A,Raheem Mostert
226,Olamide Zaccheaus,CHI,WR92,140,250,211.3,25.7,#N/A,92,#N/A,Olamide Zaccheaus
227,Kenneth Gainwell,PIT,RB68,164,334,240.3,24.8,0.16,68,#N/A,Kenneth Gainwell
228,Emanuel Wilson,GB,RB69,210,275,242.4,17.5,0.10,69,#N/A,Emanuel Wilson
229,Jaylin Noel,HOU,WR93,171,250,218.2,15.7,#N/A,93,#N/A,Jaylin Noel
230,Noah Brown,WAS,WR94,169,254,215.4,16.9,#N/A,94,#N/A,Noah Brown
231,Devaughn Vele,NO,WR95,187,245,220.8,8.7,#N/A,95,#N/A,Devaughn Vele
232,Devin Singletary,NYG,RB70,201,274,246.2,16.3,0.02,70,#N/A,Devin Singletary
233,Tory Horton,SEA,WR96,168,287,215.5,20.8,#N/A,96,#N/A,Tory Horton
234,Keaton Mitchell,BAL,RB71,210,342,248.1,22,#N/A,71,#N/A,Keaton Mitchell
235,Brashard Smith,KC,RB72,205,330,247.2,18.5,#N/A,72,#N/A,Brashard Smith
236,Isaiah Davis,NYJ,RB73,215,291,247.9,14.7,#N/A,73,#N/A,Isaiah Davis
237,Jaleel McLaughlin,DEN,RB74,188,262,240.3,13.7,#N/A,74,#N/A,Jaleel McLaughlin
238,Isaac Guerendo,SF,RB75,179,268,237.4,19.9,#N/A,75,#N/A,Isaac Guerendo
239,Parker Washington,JAC,WR97,196,269,226.1,11.3,#N/A,97,#N/A,Parker Washington
240,Sean Tucker,TB,RB76,214,294,250.7,14.7,#N/A,76,#N/A,Sean Tucker
241,Samaje Perine,CIN,RB77,212,282,248.8,11.6,#N/A,77,#N/A,Samaje Perine
242,Tahj Brooks,CIN,RB78,230,285,256.1,12,#N/A,78,#N/A,Tahj Brooks
243,Elijah Moore,BUF,WR98,206,270,232.8,12.1,#N/A,98,#N/A,Elijah Moore
244,Dont'e Thornton Jr.,LV,WR99,159,405,217.5,43.8,#N/A,99,#N/A,Dont'e Thornton Jr.
245,Jarquez Hunter,LAR,RB79,235,279,255.4,10.8,#N/A,79,#N/A,Jarquez Hunter
246,Jaylin Lane,WAS,WR100,219,388,238.2,27.8,#N/A,100,#N/A,Jaylin Lane
247,Josh Reynolds,NYJ,WR101,174,245,225.5,17.5,#N/A,101,#N/A,Josh Reynolds
248,KeAndre Lambert-Smith,LAC,WR102,208,352,236.4,22.5,#N/A,102,#N/A,KeAndre Lambert-Smith
249,Antonio Gibson,NE,RB80,235,274,255.2,7.6,#N/A,80,#N/A,Antonio Gibson
250,Amari Cooper,LV,WR103,166,257,224.1,20.9,#N/A,103,#N/A,Amari Cooper
251,Trevor Etienne,CAR,RB81,232,369,260.2,21.3,#N/A,81,#N/A,Trevor Etienne
252,Tai Felton,MIN,WR104,215,383,238.5,29.2,#N/A,104,#N/A,Tai Felton
253,Elijah Mitchell,KC,RB82,240,293,259.5,10.5,#N/A,82,#N/A,Elijah Mitchell
254,Jalen Royals,KC,WR105,215,368,233.6,26.6,#N/A,105,#N/A,Jalen Royals
255,Quinshon Judkins,CLE,RB83,90,282,234.4,49.3,#N/A,83,#N/A,Quinshon Judkins
256,Chris Brooks,GB,RB84,228,317,258.9,15.8,#N/A,84,#N/A,Chris Brooks
257,Marquez Valdes-Scantling,SF,WR106,220,269,239.9,9.2,#N/A,106,#N/A,Marquez Valdes-Scantling
258,Tim Patrick,JAC,WR107,226,311,247.2,17.3,#N/A,107,#N/A,Tim Patrick
259,Devin Neal,NO,RB85,241,294,262.7,11.2,#N/A,85,#N/A,Devin Neal
260,Mack Hollins,NE,WR108,231,276,245.5,12.6,#N/A,108,#N/A,Mack Hollins
261,Xavier Restrepo,TEN,WR109,221,260,241.6,9.9,#N/A,109,#N/A,Xavier Restrepo
262,A.J. Dillon,PHI,RB86,243,328,270.6,16.6,#N/A,86,#N/A,A.J. Dillon
263,Savion Williams,GB,WR110,222,354,248.3,26.5,#N/A,110,#N/A,Savion Williams
264,Jaylen Wright,MIA,RB87,204,279,252.7,19.5,#N/A,87,#N/A,Jaylen Wright
265,Darren Waller,MIA,TE36,155,228,187.3,20.8,2.97,36,#N/A,Darren Waller
266,Zamir White,LV,RB88,241,311,271.1,14.5,#N/A,88,#N/A,Zamir White
267,Jordan James,SF,RB89,240,376,273,23.8,#N/A,89,#N/A,Jordan James
268,Kimani Vidal,LAC,RB90,255,334,271.1,15.9,#N/A,90,#N/A,Kimani Vidal
269,Ty Chandler,MIN,RB91,260,346,275.7,17.4,#N/A,91,#N/A,Ty Chandler
270,Noah Gray,KC,TE37,177,284,213.3,31.1,2.70,37,#N/A,Noah Gray
271,Jaxson Dart,NYG,QB33,200,363,278.8,33.2,2.44,33,#N/A,Jaxson Dart
272,Anthony Richardson Sr.,IND,QB34,41,362,261.1,76.6,1.29,34,#N/A,Anthony Richardson Sr.
273,Tyler Shough,NO,QB35,68,361,261.7,70.2,1.08,35,#N/A,Tyler Shough
274,Raheim Sanders,CLE,RB92,254,319,272.9,11.8,#N/A,92,#N/A,Raheim Sanders
275,Audric Estime,PHI,RB93,211,313,264.9,18.5,#N/A,93,#N/A,Audric Estime
276,Troy Franklin,DEN,WR111,168,268,215.8,28.4,#N/A,111,#N/A,Troy Franklin
277,Chris Godwin Jr.,TB,WR112,85,289,207.5,55.7,#N/A,112,#N/A,Chris Godwin Jr.
